"location","FDiv","FEve","FDis","Q","sp_rich","Latitude","Longitude","meanDist","nMST","eDep","eRDC","convHullCont","eVar"
19,0.857502627712937,0.71833243422436,4.93820772868937,5.99693149158657,2.79043494392179,45.87687,15.93737,3.18230513939324,0.682192871740575,0.287438386782408,0.620712658433624,46.6619828817864,0.578071185782869
20,0.947312312847632,0.74232877353192,4.25623029948751,5.13293736361024,1.98821887214311,45.82992,15.60097,2.90784076492799,0.715211802585193,0.488825235455769,0.709063556809849,30.45256514089,0.368747396205446
21,0.834843091566464,0.705121815866909,3.92606643001416,4.76507751780071,2.47447250815279,45.78626,15.68409,2.9039710286934,0.712051639192434,0.293875178202672,0.685847668247113,33.7029269700976,0.479108233339836
22,0.678912354278531,0.587929562715978,2.8399450472154,3.69118924103844,2.50423473878358,45.77152,15.61756,2.7233233412936,0.7187938768046,0.329695265990615,0.630516790783924,35.6514541158819,0.417814253939897
23,0.747279991091521,0.727460975670424,3.17439634488889,4.24629484236093,3.07454554134849,45.74858,15.70643,2.94094198243651,0.73168289281871,0.368998096570622,0.628435792854587,32.4059758592228,0.459475771937773
24,0.77251369818643,0.784930598275571,3.76643934600238,4.9935189527158,3.9074011105617,45.75822,15.65272,2.86671931843723,0.74346800699195,0.301108354191136,0.563516730544602,55.7250278879761,0.486368334083404
25,0.870432491277774,0.741840682396587,3.2448544410405,4.31289385707101,3.11469766229319,45.76661,15.67907,2.73094728944035,0.718136783763357,0.326929354239793,0.566184740485044,38.1440258585194,0.418210869243224
26,0.885734859823792,0.678386914981015,3.97255531879469,4.8654377452201,2.34901133505096,46.17994,16.05873,2.98821227496792,0.716288024503949,0.347551357262706,0.701086397413948,40.4429493975853,0.476425045807279
27,0.865648777960066,0.618324302427972,4.0172992286977,5.06100413571185,2.33668309831608,45.34958,16.92046,2.74761671734774,0.707099601234406,0.351410806235803,0.746680604399456,32.799515223124,0.407655418811514
28,0.71352571407441,0.523909664553748,3.62473679886384,4.59530422221686,2.27151140526082,44.38497,15.46995,2.96943314907692,0.7078079446634,0.393608715936541,0.735441772933636,30.1365010192626,0.440964756378595
29,0.774779537816736,0.647558690874265,2.66007618617819,3.46707879790928,2.507741485072,45.81999,15.62093,2.78161053280121,0.713970263974372,0.418582833401643,0.642155863297747,28.1811811583084,0.382090112557665
30,0.642356761752941,0.798656102873536,2.83495843384487,3.72533434652856,2.8428551696195,45.37418,18.04085,2.9358811222318,0.72718316363302,0.433870230272656,0.701102332690897,36.1215941061775,0.423580381408713
31,0.776754232970777,0.71280532183831,3.3860874613248,3.90516344961945,2.03895271982639,45.35003,17.29156,2.50371215840915,0.670757323179967,0.333747972702401,0.673562355720416,34.3573085508633,0.363376462903725
32,0.770656652633639,0.473195835259516,3.91153006596222,4.54130331062605,1.77538805917737,45.58074,17.49228,3.07138962473105,0.661021440045512,0.545410008195166,0.786602662951011,31.3969551505702,0.358675469264508
33,0.90638197862356,0.670970716720897,4.40268227661348,5.17366255103874,1.9787634863883,45.57454,17.47543,3.04638408317948,0.671922402991443,0.499675839519822,0.786900582409015,39.2438771327544,0.406198195118631
34,0.704761852422473,0.622025332839221,3.27373867730241,4.10537626295014,2.52051226447036,45.53168,17.60334,3.05399267882477,0.698548217654426,0.424047725425141,0.665731881273774,43.7906729770017,0.471777251919983
35,0.853396424835037,0.672684640302548,3.68878540475212,4.07992900243672,1.55416701042843,45.54863,17.58632,3.12565801119809,0.683853567166878,0.53486419890112,0.820132486496276,30.8875946063467,0.412524061553585
36,0.692261426933424,0.618994977420675,3.64818549051143,4.76393674336116,2.64060195726182,45.93223,15.97584,3.40343668343952,0.686355430078735,0.483131768660534,0.759061363606426,54.4469431267154,0.525727055132529
37,0.85154981446243,0.713320404697768,3.95664393268377,4.92279347702344,2.61070142188515,45.4105,14.82107,2.95985730304947,0.70171253223786,0.449637877722633,0.669389921054285,43.3552286590756,0.413228622729694
38,0.883204162287585,0.744355639788459,3.66219962733181,4.41224549882511,2.30904759074395,45.40887,14.82149,2.80375151662511,0.697641420906686,0.436641279881328,0.689430232997218,28.2418444319328,0.387827561878656
39,0.827358718290037,0.739436353500313,3.55692710594422,4.25258362743204,2.04882274305951,45.16241,14.19186,3.20821584945026,0.71023733720063,0.484450329724558,0.781123856962764,26.7439004555947,0.455294040828358
40,0.885569268208246,0.729962226084273,2.66921602164091,3.54181287191375,2.52560191366219,45.1613,14.19019,2.84222592891213,0.736843586442855,0.458937749746286,0.712915201358613,24.0642550887821,0.36008758582739
41,0.900211621123836,0.716346756610283,2.91137110537533,3.57107880722567,2.08516873752376,45.16067,14.18929,3.0372499438723,0.721178021916702,0.474621660984445,0.765005170035977,23.3236791570191,0.402743039914896
42,0.724630191718432,0.578557270650361,2.63627507488104,3.47114751929952,1.93829997830609,45.16067,14.18972,3.35792497638703,0.701145414929148,0.602446156712595,0.847766756914679,32.7427946650424,0.435392206967126
43,0.841151280859607,0.616267491853716,3.34241575239004,3.79865911122613,1.67638046115223,45.16094,14.19049,2.97446164499457,0.735384235730227,0.586380151564364,0.853480522954361,17.6903358118058,0.321592801557629
44,0.830156855495788,0.51264856776804,3.16777380000293,3.66296890804307,1.60111290691265,45.16238,14.19219,3.30505769952529,0.73302147186151,0.689757104492266,0.904632493097469,20.5489946237701,0.318989590533803
45,0.890040716369274,0.678503331483483,2.46309242876598,3.05213424964096,1.77571942447791,45.16369,14.19239,3.20743935751988,0.714350517579195,0.54209978924588,0.82501918181938,27.4793231178912,0.426137884117389
46,0.899486147371328,0.767709935710542,2.29722096951414,2.99339804158187,2.28630800656008,45.16679,14.19142,2.57940969709364,0.726100160206861,0.427016622529127,0.684647171665629,20.1184787077557,0.313491195349123
47,0.963385946248848,0.653649565533618,4.53726395413872,4.88153804951346,1.22251953795695,45.28052,14.20633,2.78479885609189,0.712409732875598,0.586285210022259,0.856967698328462,24.6100386894588,0.282991563360939
48,0.924519305412072,0.821226624755903,3.14721613718529,3.56808149720386,1.73507289242705,45.30643,14.21207,2.67791115224333,0.686567252883791,0.445548254062043,0.708186349513158,30.6078507531361,0.315582286064012
49,0.936059050471269,0.656933395365369,3.74065636162712,4.19227329185364,1.48153779665171,45.28735,14.20588,2.72079987537168,0.659212165224733,0.410424535903639,0.762822005149612,28.0804993375291,0.345936924825706
50,0.918783468421887,0.752366969177289,3.16406918511608,3.58583172211641,1.58583391566004,45.35226,14.18794,3.0736579120476,0.668293392745643,0.418100641374489,0.746253532086114,36.2298676305921,0.449785051367357
51,0.913593529069537,0.67500276644038,2.56428659123042,2.96452935328979,1.46806065540499,45.37887,14.21788,2.94073915437977,0.701336946579813,0.412933141454228,0.789209403737563,37.1604179835861,0.425982875699175
