"loc","FDiv","FEve","FDis","Q","sp_rich","Latitude","Longitude"
1,0.551400996034451,0.780671168414569,1.66190403020622,2.3518315509598,2.63475981881987,43.29,20.32194
2,0.719864776588022,0.85559223682256,2.84559918575286,3.95288716239893,3.12737069183442,43.00642,19.06109
3,0.746290394101162,0.749994236462973,2.30669976100126,3.26746566960258,3.23421504499545,43.98359,20.33335
4,0.923221503751848,0.516490047734286,3.59491609819234,3.89294386108111,1.12870751810748,43.12159,23.12487
5,0.974673113207683,0.404180101323738,1.79352257958155,1.84254677345287,0.482421479806662,43.12159,23.12487
6,0.905815363056006,0.64582566412235,5.19835917360788,6.72578714352812,2.20173011041421,43.333078,-1.73763
7,0.858630950541322,0.735612129791193,5.03678773389464,5.9716825618539,2.46039212931683,43.142676,-1.630883
8,0.914409378855109,0.723649283778538,4.18845903181328,4.66369185200663,1.49607044210695,43.082553,-1.902465
9,0.75722581029304,0.73063665296081,2.9885528229669,4.14118148189003,3.11259260455861,43.083665,-2.025283
10,0.764345663500162,0.743279188213312,3.03559139582317,3.95251219907272,2.74028888871511,42.385115,-2.995763
11,0.848701629358389,0.82754363257241,2.84007061991992,3.57253569173669,2.67519942401216,42.726127,-2.44614
12,0.82515652006091,0.731776052076932,4.63556248391515,5.57881283247039,2.01756416152075,41.979539,-2.838858
13,0.782344419974106,0.569194909504487,5.25086806308415,6.10511262531939,1.78532566577096,43.058996,-2.357216
14,0.714822859706109,0.690907070797872,3.90738054898657,5.19079832979213,3.12562526366425,43.083345,-1.988446
15,0.990969636275387,0.268710897002386,1.35255867589078,1.39474808914137,0.761477258280217,51.366031,5.011039
16,0.540931525739063,0.785864933945044,1.60981352908841,2.26629528505994,2.58346665188058,45.739733,15.672937
17,0.760339382910853,0.596643293169757,4.53714484302663,5.46328691835801,2.36323872145017,45.3323,17.50958
18,0.90060516196938,0.492047032147011,2.45293760758487,3.14094999383271,1.4373506952194,45.27336,17.53785
19,0.857502627712937,0.71833243422436,4.93820772868937,5.99693149158657,2.79043494392179,45.87687,15.93737
20,0.947312312847632,0.74232877353192,4.25623029948751,5.13293736361024,1.98821887214311,45.82992,15.60097
21,0.834843091566464,0.705121815866909,3.92606643001416,4.76507751780071,2.47447250815279,45.78626,15.68409
22,0.678912354278531,0.587929562715978,2.8399450472154,3.69118924103844,2.50423473878358,45.77152,15.61756
23,0.747279991091521,0.727460975670424,3.17439634488889,4.24629484236093,3.07454554134849,45.74858,15.70643
24,0.77251369818643,0.784930598275571,3.76643934600238,4.9935189527158,3.9074011105617,45.75822,15.65272
25,0.870432491277774,0.741840682396587,3.2448544410405,4.31289385707101,3.11469766229319,45.76661,15.67907
26,0.885734859823792,0.678386914981015,3.97255531879469,4.8654377452201,2.34901133505096,46.17994,16.05873
27,0.865648777960066,0.618324302427972,4.0172992286977,5.06100413571185,2.33668309831608,45.34958,16.92046
28,0.71352571407441,0.523909664553748,3.62473679886384,4.59530422221686,2.27151140526082,44.38497,15.46995
29,0.774779537816736,0.647558690874265,2.66007618617819,3.46707879790928,2.507741485072,45.81999,15.62093
30,0.642356761752941,0.798656102873536,2.83495843384487,3.72533434652856,2.8428551696195,45.37418,18.04085
31,0.776754232970777,0.71280532183831,3.3860874613248,3.90516344961945,2.03895271982639,45.35003,17.29156
32,0.770656652633639,0.473195835259516,3.91153006596222,4.54130331062605,1.77538805917737,45.58074,17.49228
33,0.90638197862356,0.670970716720897,4.40268227661348,5.17366255103874,1.9787634863883,45.57454,17.47543
34,0.704761852422473,0.622025332839221,3.27373867730241,4.10537626295014,2.52051226447036,45.53168,17.60334
35,0.853396424835037,0.672684640302548,3.68878540475212,4.07992900243672,1.55416701042843,45.54863,17.58632
36,0.692261426933424,0.618994977420675,3.64818549051143,4.76393674336116,2.64060195726182,45.93223,15.97584
37,0.85154981446243,0.713320404697768,3.95664393268377,4.92279347702344,2.61070142188515,45.4105,14.82107
38,0.883204162287585,0.744355639788459,3.66219962733181,4.41224549882511,2.30904759074395,45.40887,14.82149
39,0.827358718290037,0.739436353500313,3.55692710594422,4.25258362743204,2.04882274305951,45.16241,14.19186
40,0.885569268208246,0.729962226084273,2.66921602164091,3.54181287191375,2.52560191366219,45.1613,14.19019
41,0.900211621123836,0.716346756610283,2.91137110537533,3.57107880722567,2.08516873752376,45.16067,14.18929
42,0.724630191718432,0.578557270650361,2.63627507488104,3.47114751929952,1.93829997830609,45.16067,14.18972
43,0.841151280859607,0.616267491853716,3.34241575239004,3.79865911122613,1.67638046115223,45.16094,14.19049
44,0.830156855495788,0.51264856776804,3.16777380000293,3.66296890804307,1.60111290691265,45.16238,14.19219
45,0.890040716369274,0.678503331483483,2.46309242876598,3.05213424964096,1.77571942447791,45.16369,14.19239
46,0.899486147371328,0.767709935710542,2.29722096951414,2.99339804158187,2.28630800656008,45.16679,14.19142
47,0.963385946248848,0.653649565533618,4.53726395413872,4.88153804951346,1.22251953795695,45.28052,14.20633
48,0.924519305412072,0.821226624755903,3.14721613718529,3.56808149720386,1.73507289242705,45.30643,14.21207
49,0.936059050471269,0.656933395365369,3.74065636162712,4.19227329185364,1.48153779665171,45.28735,14.20588
50,0.918783468421887,0.752366969177289,3.16406918511608,3.58583172211641,1.58583391566004,45.35226,14.18794
51,0.913593529069537,0.67500276644038,2.56428659123042,2.96452935328979,1.46806065540499,45.37887,14.21788
52,0.915439628887771,0.797028037671535,3.00071502596795,3.51188313843492,1.87972811922062,45.34039,14.24816
53,0.830784999877152,0.626423453394184,2.61863491826111,3.19112115524925,1.80888267671843,45.32917,14.24542
54,0.924927761495569,0.776974873526681,2.87992432140661,3.61422518304048,2.33020986905809,45.31688,14.2107
55,0.921479468747456,0.753489621313481,2.98909314326521,3.35438236876596,1.51398701929096,45.36057,14.19301
56,0.916363461924236,0.73594478584152,2.7138287564906,3.16666616952676,1.5681308885582,45.37902,14.21805
57,0.939346193248687,0.761975927755,2.46495042325272,2.80041114287725,1.22743479378879,45.36705,14.23846
58,0.919941131440538,0.753394909607124,2.75625334624709,3.22383613895867,1.78876680918457,45.32997,14.24243
59,0.943836559319752,0.748603506281788,1.8984064285853,2.11317665413091,1.23230776521309,45.33564,14.22528
60,0.793530842759937,0.586974820648893,2.2196463905371,2.83336424775554,2.3849635853629,45.78208,17.939715
61,0.825369894693181,0.787741547525173,3.82894946152207,4.96400832654702,3.05280697150383,45.44411,14.64091
62,0.735571909970433,0.594078657906889,4.10637916387116,5.4814480389719,2.52469070169389,45.44875,14.64589
63,0.845316626527065,0.777020595295579,3.29323778738852,4.01025224131262,2.37502441620017,45.41327,14.61435
64,0.829016334897783,0.685619160570499,3.22000399714456,3.74252443053103,2.02991990066328,45.41592,14.61409
65,0.871903079952826,0.804158288723764,3.95343823806925,5.08359196983653,2.98837457206552,45.59763,15.68873
66,0.788840770069856,0.669759158380654,2.81955779494202,3.35547728507038,2.0799633663535,46.19232,16.54015
67,0.914834236790467,0.76382792340353,3.69611930584185,4.82452442574829,2.86880504673673,45.25062,18.55094
68,0.653122081328286,0.667833662568879,2.44536023245694,3.51330638469349,2.33627434501146,42.136293,19.150487
69,0.776981737652569,0.778887746127076,3.3737583948248,4.51088274265164,3.56889053933048,45.486712,14.766271
70,0.904678331091082,0.741673995477149,3.35371401601716,4.00168488214212,1.87143648177879,44.99355,14.714286
71,0.725434515009049,0.64196565937398,2.72140938509031,3.2830605264686,1.86728013317195,45.045015,14.467502
72,0.772523965570466,0.675702404217726,2.51350486783374,3.33724405888064,2.66448992736566,46.325398,16.348584
73,0.89314803446287,0.741033375417546,2.96978502191945,3.7202252338474,1.73800850209031,45.647853,16.678548
74,0.734586731086437,0.794388045993568,3.1047942303557,4.17233523407383,2.92511256577742,45.27068,16.38213
75,0.687840646267959,0.662160305079471,3.98591258300534,5.16479065849705,2.74964348567607,45.25923,16.36634
76,0.81734638626072,0.734023504002098,4.10022684676661,4.90357084210705,2.26007324992622,45.26907,16.37237
77,0.895261778959334,0.83904921783769,4.67988300186318,5.91476648105956,2.77018186047258,45.25062,16.43829
78,0.925616244843411,0.757474446169129,3.16562133039914,3.5263434032631,1.13318552528012,45.18891,16.43333
79,0.871930022631488,0.776291816599475,2.35234062949474,2.80201269563363,1.82769500789354,45.899278,16.991264
80,0.928422608320622,0.68178674390317,3.82374313880362,4.23203047127376,1.39490663296724,45.888817,16.049784
81,0.864002420293727,0.680473977353202,3.68650734124519,4.42245505153361,2.26739595208276,45.121814,14.342672
82,0.853711139047159,0.781452795001019,4.7460178559339,5.94336879400338,2.27470027504049,45.121814,14.342672
83,0.803064647845418,0.694293725453237,2.900800477211,3.73022842226905,2.51431825715718,46.30994,16.87234
84,0.648188120964959,0.740352883178505,2.76499311053053,3.46613121836296,2.21926489187456,45.255327,19.253673
85,0.732246148977769,0.375745302511495,2.34335927349764,2.43916421859339,0.914028982272143,45.434638,18.993362
86,0.81847953209759,0.635848574729,3.81775279294092,4.47109284366592,1.66297410269669,45.32409,14.68218
87,0.884973388568688,0.788332782702418,4.05163913370418,4.98635073181428,2.55974967547907,45.41412,14.68503
88,0.742178663750399,0.659914063866095,3.47032902165494,4.12534388885291,1.84768411983352,45.45185,14.65988
89,0.80730989599216,0.695826633281896,3.25217396537896,3.88492538780985,1.82961374662068,45.45185,14.65988
90,0.855984441067071,0.779313716513269,3.92900270290232,4.86329832700953,2.10054023326515,45.4517,14.60401
91,0.863883264454228,0.71312579398709,3.12001420421501,3.94402239041368,2.08897003320264,45.4669,14.60937
92,0.851860626664151,0.606831405863135,3.07369949874391,3.75452060737932,1.75521595893565,45.4436,14.64782
93,0.903850175960887,0.685953406556795,4.35250338342853,5.22416564579321,1.96711192535241,45.45381,14.66465
94,0.806064755464336,0.678867939715162,2.52632220217632,3.32461447255213,2.31302670084165,45.43192,14.62027
95,0.841450402615534,0.762298228565663,4.26345818546281,5.26966931214294,2.56907147507666,45.41974,14.67841
96,0.867273965980484,0.767065362068721,3.85864448584007,4.78987326711706,2.62021681744975,45.41903,14.67919
97,0.712296724491915,0.595312142838644,2.59375232100383,3.54168366389886,2.28277699507047,42.758889,16.841106
98,0.847528398722432,0.634511873544806,2.79606878404342,3.94032226846315,2.38346154586737,42.765749,17.375444
99,0.908967385187531,0.664828634272339,2.82142382702968,3.40721527994137,1.87067030421939,45.135392,13.610626
100,0.896122776170077,0.674773472726087,2.7080902472653,3.28711532752284,1.72578680596141,45.148117,13.624815
101,0.904164736212707,0.637147257714145,2.65553587664504,3.12310328644486,1.72100740734863,44.835178,13.855808
102,0.881124608277554,0.744913999257163,2.16241503575717,2.4227122382824,1.3480877792327,44.122025,15.26371
103,0.673878666547651,0.699909409574034,1.39683467584966,1.78758333573771,1.8784559987698,42.627348,18.120587
104,0.719540371985352,0.720684520014287,2.26867510235638,3.16533471832505,2.40061845194424,42.627348,18.120587
105,0.699689402125421,0.662639416666019,1.71823214560141,2.23331451026891,2.09034846229448,42.62725,18.121446
106,0.723875159697719,0.714020344202106,2.69905876088106,3.55387848252155,2.34645758301329,44.813246,13.979789
107,0.737409753800217,0.709610759510732,2.55185041518465,3.53780777332664,2.74185971372732,44.831068,13.973286
108,0.820150168085776,0.680051759200132,3.13396278324189,4.1035545813632,2.49047955531456,44.809561,13.978544
109,0.594180327048714,0.498471934198297,2.76257151893454,3.47067049693442,1.73086759525048,50.094444,14.693889
110,0.709034315156381,0.71271256853646,2.33789605138625,2.8694336187308,2.08800605890166,49.065833,13.406667
111,0.628424490683329,0.703272198560774,3.74189682570489,4.76800921738322,1.70419740385987,48.978333,13.477222
112,0.678879487027265,0.665208908111071,3.22594263455024,4.27092170347274,2.77902047725909,50.093056,15.341389
113,0.850295956449213,0.460703798959098,5.21423716660479,6.69385734756197,1.99051181946254,48.789722,13.800556
114,0.886864426804434,0.537322166734167,6.20517291067042,7.43338064209629,1.99207548589424,49.179722,13.186944
115,0.871800555638355,0.59968557435281,4.20476129933282,5.45525823360078,2.06692404822076,49.110556,13.326111
116,0.917832144622041,0.657566332782303,2.82851250427659,3.38511182762821,1.47776025552714,48.785556,13.829167
117,0.782295197714322,0.518023537287122,3.94683173117012,4.61096162650889,1.67805941318174,49.080556,13.579444
118,0.79313881286832,0.609346835422789,3.92812633871724,4.91907136441955,1.68270808020724,49.040556,13.619722
119,0.685795168955526,0.448901848418767,3.19169223960014,3.81552747831019,1.37167381559452,49.107222,13.404444
120,0.768764363375876,0.546739620433763,4.04085857729272,5.07794265362579,1.85053469433301,48.978611,13.460278
121,0.84281744695377,0.613189349781166,2.84030107498534,3.11372631559491,1.18367877950091,49.038056,13.580278
122,0.820983314785225,0.677418347516534,3.23884320377509,4.11213885601532,2.5698672833202,50.635444,15.675694
123,0.875365116992988,0.669580600259715,4.95530389411954,5.98547783287116,2.29091946590541,50.311722,16.421139
124,0.732717849664354,0.603527838929054,3.1249378226364,4.04494319485653,3.0401486819883,49.531944,17.750556
125,0.80155491732265,0.377021719058999,2.65351718112967,2.86817296064688,1.26057067763261,50.869186,15.293672
126,0.6023437963153,0.612949983759698,1.916577787254,2.21839783561171,0.999550707854512,50.866986,15.299128
127,0.818419960627539,0.636314345360524,4.22961517540853,4.86032651393372,1.64914082865929,50.857333,15.129056
128,0.581952455575694,0.41753641641622,2.84708576679798,3.68918734742527,1.86309225645585,50.851194,15.166417
129,0.891215313756909,0.658721383995217,4.59052424952247,5.38238266470422,2.05214528562538,50.854139,15.186222
130,0.694364245767175,0.527507610556435,4.37966427236236,5.29641249449782,1.95178752447829,50.851972,15.184222
131,0.932114582367012,0.643840037989771,5.6177335837434,6.54017581607808,1.9359686553198,50.861167,15.188056
132,0.745277394641782,0.595113056709919,4.64155792125844,5.08211668938437,1.217733623389,50.860417,15.244167
133,0.641479721505737,0.416915559729941,2.77873813241896,3.34092450487316,1.73275265918256,50.890389,15.280089
134,0.798445384411117,0.762892589570775,3.15233487213714,3.34566059229812,1.07359929380432,50.844706,15.220303
135,0.920583720951561,0.481356358885101,2.84846536731632,3.43244586908372,1.3692973154188,50.797272,15.259742
136,0.793263304179519,0.637353043756959,2.89015329522659,3.26880562869211,1.74884405869053,50.846192,15.239125
137,0.964962117927915,0.514191605559741,1.36890869493899,1.40937559519446,0.484213778541301,50.908075,15.245392
138,0.636208295358102,0.527045802395219,3.6902448793112,4.00869489028024,1.16006590607627,50.880844,15.243883
139,0.930143975072086,0.544947715120864,1.87803253344977,1.99335052039974,0.701866040049749,50.815883,15.091492
140,0.920261090467613,0.601717600425044,2.70961254829222,2.97985999681811,0.87304664399767,50.783917,15.120867
141,0.992110273301772,0.0939950626624683,3.83139303781511,3.88995297909461,0.804530727356493,50.8457,15.097564
142,0.829858146090646,0.636072255633279,3.49096509389327,4.28024647804968,2.33167156088564,50.89355,15.086236
143,0.890853386273071,0.488122297983983,3.98034964436475,4.26771382669439,1.22120897120481,50.883931,15.207417
144,0.713905363663009,0.697680361535185,3.79319400519171,5.04458280591054,2.5250983212031,50.859642,15.261931
145,0.802638426187144,0.670996347831466,3.334407970952,4.23356413953016,2.58012003982297,50.711233,15.366172
146,0.847306542521454,0.409357569593221,2.96687127645783,3.18472071286439,1.20368653655978,50.807428,15.346672
147,0.66929849209845,0.636800327912282,3.08692244587066,3.96224084502279,1.91546814181863,50.856658,15.216639
148,0.735867162978232,0.610991100114512,3.82031714080959,4.95178160150515,2.50778092486405,50.340333,16.375583
149,0.847396669248441,0.534898312709447,3.08305321572866,3.58833444713047,1.3782350824247,48.826389,13.913889
150,0.929651421334883,0.777090233660961,4.48343354808682,5.13334589321487,1.66977553739955,50.018889,14.388056
151,0.817430909336704,0.641918450956281,4.05692283809084,5.18082964893967,2.77692529801119,49.719444,17.734722
152,0.847434128454784,0.71654526104253,3.72639728155667,4.75941412086651,3.05974244135427,49.577778,18.066667
153,0.674150086431913,0.671036512269499,3.19062558067084,4.1668467993719,3.26925849347373,49.6875,18.536111
154,0.849243667474087,0.485833169934353,3.15466379814068,3.18185693037174,0.766483112903763,50.399167,12.592778
155,0.638825225993122,0.670458867827148,3.30100889469127,4.25665532107957,1.97689331984292,50.046111,17.126944
156,0.759573437974887,0.558455222438993,3.22638053337748,3.47346161469276,1.13377727664262,50.046111,17.126944
157,0.824499041943941,0.663150165458983,2.79226192713069,3.17513684010261,1.74085174238177,50.068333,17.178056
158,0.740956538497708,0.671365337392905,4.46440966422492,5.20600991624442,2.03487659510218,49.876944,13.863333
159,0.923135989508084,0.712374322801221,3.06271393184796,3.43953104096044,1.39001307903577,49.698056,13.944444
160,0.847561885321685,0.655280910980336,3.87851599116044,5.01942236618649,3.02787237706788,50.395833,15.623611
161,0.858861138592203,0.567557198355636,4.04388699738622,4.94128187844287,2.03231849768183,49.221667,13.413333
162,0.727611861535501,0.665276921823107,2.93634020916195,3.58138627063517,2.26130049868488,49.765833,16.988611
163,0.791955927420202,0.64366830638987,3.20285266229857,4.18445504070627,3.01191546247885,49.516111,17.834444
164,1,NA,2.65278454287419,2.65278454287419,0.611720966454573,50.801111,15.187222
165,0.780907166346491,0.770159154290637,3.95315306294296,5.16019884785901,3.30410852418619,49.578056,18.076944
166,0.799179871755203,0.662503690653422,3.21453213289703,4.13729151043292,3.38826664620258,49.953056,14.157778
167,0.491894626879644,0.739063575236799,3.37745538401009,3.61955080192685,0.90511664009431,49.203611,13.113889
168,0.885422874355468,0.480005624460786,3.53665163264145,4.41688598772083,1.67188910926278,49.1025,13.343611
169,0.816044810160848,0.666800288651805,3.21569402254377,3.81129368263285,1.86065806954871,49.144167,13.403056
170,0.886789962835093,0.40342506308694,2.9119610767484,3.17050875472628,1.30469339151729,50.002778,12.649722
