"loc","x.Abies alba","x.Abies sibirica","x.Acer campestre","x.Acer hyrcanum","x.Acer monspessulanum","x.Acer opalus","x.Acer platanoides","x.Acer pseudoplatanus","x.Acer tataricum","x.Achillea millefolium","x.Achillea ptarmica","x.Aconitum degenii","x.Aconitum napellus","x.Aconitum vulparia","x.Actaea rubra","x.Actaea spicata","x.Adenophora liliifolia","x.Adenostyles alliariae","x.Adenostyles alpina","x.Adoxa moschatellina","x.Aegopodium podagraria","x.Agrostis canina","x.Agrostis capillaris","x.Agrostis rupestris","x.Agrostis stolonifera","x.Ajuga genevensis","x.Ajuga pyramidalis","x.Ajuga reptans","x.Alchemilla flabellata","x.Alchemilla glabra","x.Alchemilla xanthochlora","x.Alliaria petiolata","x.Allium ursinum","x.Alnus glutinosa","x.Alnus incana","x.Alopecurus pratensis","x.Amelanchier ovalis","x.Angelica archangelica","x.Angelica sylvestris","x.Antennaria dioica","x.Anthericum ramosum","x.Anthoxanthum odoratum","x.Anthriscus sylvestris","x.Anthyllis vulneraria","x.Aposeris foetida","x.Arabidopsis thaliana","x.Arabis alpina","x.Arabis hirsuta","x.Arctium tomentosum","x.Aremonia agrimonoides","x.Aristolochia rotunda","x.Arum cylindraceum","x.Arum italicum","x.Arum maculatum","x.Asarum europaeum","x.Asparagus acutifolius","x.Asparagus albus","x.Asperula cynanchica","x.Asphodelus albus","x.Asplenium scolopendrium","x.Asplenium trichomanes","x.Asplenium viride","x.Astragalus glycyphyllos","x.Bartsia alpina","x.Bellis perennis","x.Berberis vulgaris","x.Betula pendula","x.Betula pubescens","x.Bidens tripartita","x.Blechnum spicant","x.Botrychium lunaria","x.Brachypodium pinnatum","x.Brachypodium sylvaticum","x.Briza maxima","x.Bromus benekenii","x.Bromus erectus","x.Bromus ramosus","x.Bupleurum falcatum","x.Bupleurum longifolium","x.Butomus umbellatus","x.Calamagrostis arundinacea","x.Calamagrostis epigejos","x.Calamagrostis purpurea","x.Calamagrostis varia","x.Calamagrostis villosa","x.Calicotome villosa","x.Callitriche obtusangula","x.Calluna vulgaris","x.Caltha palustris","x.Calystegia sepium","x.Campanula alpina","x.Campanula glomerata","x.Campanula latifolia","x.Campanula persicifolia","x.Campanula rapunculoides","x.Campanula rotundifolia","x.Campanula scheuchzeri","x.Campanula trachelium","x.Cardamine bulbifera","x.Cardamine enneaphyllos","x.Cardamine flexuosa","x.Cardamine heptaphylla","x.Cardamine hirsuta","x.Cardamine pentaphyllos","x.Cardamine pratensis","x.Cardamine trifolia","x.Carduus defloratus","x.Carex acuta","x.Carex alba","x.Carex atrata","x.Carex canescens","x.Carex caryophyllea","x.Carex digitata","x.Carex disticha","x.Carex divulsa","x.Carex echinata","x.Carex elongata","x.Carex ericetorum","x.Carex ferruginea","x.Carex flacca","x.Carex humilis","x.Carex montana","x.Carex muricata","x.Carex nigra","x.Carex ornithopoda","x.Carex pairae","x.Carex panicea","x.Carex pauciflora","x.Carex pediformis","x.Carex pilosa","x.Carex pilulifera","x.Carex remota","x.Carex riparia","x.Carex rostrata","x.Carex sempervirens","x.Carex spicata","x.Carex strigosa","x.Carex sylvatica","x.Carex vesicaria","x.Carex vulpina","x.Carpinus betulus","x.Carpinus orientalis","x.Castanea sativa","x.Centaurea jacea","x.Cephalanthera longifolia","x.Cephalanthera rubra","x.Cerastium arvense","x.Ceratocapnos claviculata","x.Ceratonia siliqua","x.Ceratophyllum demersum","x.Chaerophyllum aromaticum","x.Chaerophyllum aureum","x.Chaerophyllum hirsutum","x.Chaerophyllum temulum","x.Chamaecytisus hirsutus","x.Chelidonium majus","x.Chrysosplenium alternifolium","x.Circaea alpina","x.Circaea lutetiana","x.Cirsium helenioides","x.Cirsium oleraceum","x.Cirsium palustre","x.Cistus creticus","x.Clematis alpina","x.Clematis flammula","x.Clematis recta","x.Clematis vitalba","x.Clinopodium grandiflorum","x.Clinopodium vulgare","x.Colutea arborescens","x.Comarum palustre","x.Convallaria majalis","x.Cornus mas","x.Cornus sanguinea","x.Coronilla coronata","x.Coronilla vaginalis","x.Corydalis cava","x.Corydalis intermedia","x.Corydalis solida","x.Corylus avellana","x.Cotinus coggygria","x.Cotoneaster integerrimus","x.Cotoneaster nebrodensis","x.Crataegus laevigata","x.Crataegus monogyna","x.Crepis conyzifolia","x.Crepis mollis","x.Crepis paludosa","x.Crepis praemorsa","x.Crocus vernus","x.Cruciata articulata","x.Cruciata glabra","x.Cruciata laevipes","x.Cyclamen purpurascens","x.Cynosurus echinatus","x.Cypripedium calceolus","x.Cystopteris alpina","x.Cystopteris fragilis","x.Daboecia cantabrica","x.Dactylis glomerata","x.Dactylorhiza maculata","x.Danthonia decumbens","x.Daphne gnidium","x.Daphne laureola","x.Daphne mezereum","x.Daucus carota","x.Delphinium elatum","x.Deschampsia cespitosa","x.Dianthus chinensis","x.Digitalis grandiflora","x.Digitalis lutea","x.Digitalis purpurea","x.Doronicum austriacum","x.Doronicum clusii","x.Dracocephalum ruyschiana","x.Dryopteris carthusiana","x.Dryopteris dilatata","x.Dryopteris expansa","x.Eleocharis palustris","x.Elodea nuttallii","x.Elymus caninus","x.Epilobium alpestre","x.Epilobium anagallidifolium","x.Epilobium angustifolium","x.Epilobium montanum","x.Epipactis atrorubens","x.Epipactis helleborine","x.Equisetum arvense","x.Equisetum pratense","x.Equisetum sylvaticum","x.Erica multiflora","x.Erica tetralix","x.Erica vagans","x.Erigeron annuus","x.Erigeron canadensis","x.Eriophorum vaginatum","x.Euonymus europaeus","x.Euonymus latifolius","x.Euonymus verrucosus","x.Eupatorium cannabinum","x.Euphorbia amygdaloides","x.Euphorbia characias","x.Euphorbia cyparissias","x.Euphorbia dulcis","x.Euphorbia epithymoides","x.Euphorbia palustris","x.Fagus sylvatica","x.Fallopia convolvulus","x.Fallopia dumetorum","x.Festuca airoides","x.Festuca altissima","x.Festuca drymeja","x.Festuca heterophylla","x.Festuca nigrescens","x.Festuca ovina","x.Festuca rubra","x.Filipendula ulmaria","x.Fragaria moschata","x.Fragaria vesca","x.Fragaria viridis","x.Frangula alnus","x.Fraxinus angustifolia","x.Fraxinus excelsior","x.Fraxinus ornus","x.Gagea lutea","x.Galanthus nivalis","x.Galeopsis bifida","x.Galeopsis speciosa","x.Galeopsis tetrahit","x.Galium album","x.Galium anisophyllon","x.Galium aparine","x.Galium boreale","x.Galium mollugo","x.Galium odoratum","x.Galium palustre","x.Galium rotundifolium","x.Galium sylvaticum","x.Galium uliginosum","x.Galium verum","x.Genista germanica","x.Genista pilosa","x.Genista radiata","x.Genista sagittalis","x.Genista tinctoria","x.Gentiana asclepiadea","x.Gentiana lutea","x.Gentiana pneumonanthe","x.Gentiana punctata","x.Geranium lucidum","x.Geranium macrorrhizum","x.Geranium nodosum","x.Geranium phaeum","x.Geranium robertianum","x.Geranium sanguineum","x.Geranium sylvaticum","x.Geum montanum","x.Geum rivale","x.Geum urbanum","x.Glechoma hederacea","x.Glechoma hirsuta","x.Globularia nudicaulis","x.Glyceria fluitans","x.Glyceria maxima","x.Goodyera repens","x.Gratiola officinalis","x.Gymnocarpium dryopteris","x.Hedera helix","x.Helianthemum nummularium","x.Helleborus foetidus","x.Helleborus niger","x.Helleborus viridis","x.Hepatica nobilis","x.Heracleum sphondylium","x.Hieracium alpinum","x.Hieracium caesium","x.Hieracium glaucinum","x.Hieracium laevigatum","x.Hieracium murorum","x.Hieracium sabaudum","x.Hieracium umbellatum","x.Hippocrepis comosa","x.Hippocrepis emerus","x.Holcus lanatus","x.Holcus mollis","x.Homogyne alpina","x.Hordelymus europaeus","x.Huperzia selago","x.Hypericum androsaemum","x.Hypericum hirsutum","x.Hypericum maculatum","x.Hypericum montanum","x.Hypericum perforatum","x.Hypericum pulchrum","x.Hypericum tetrapterum","x.Ilex aquifolium","x.Impatiens parviflora","x.Iris pseudacorus","x.Isopyrum thalictroides","x.Juglans regia","x.Juncus acutiflorus","x.Juncus conglomeratus","x.Juncus effusus","x.Juncus filiformis","x.Juncus squarrosus","x.Juncus tenuis","x.Juniperus communis","x.Juniperus oxycedrus","x.Knautia dipsacifolia","x.Knautia drymeia","x.Laburnum alpinum","x.Lactuca perennis","x.Lamium album","x.Lamium galeobdolon","x.Lamium maculatum","x.Lamium purpureum","x.Lapsana communis","x.Larix decidua","x.Larix kaempferi","x.Larix sibirica","x.Laserpitium latifolium","x.Lathyrus laevigatus","x.Lathyrus niger","x.Lathyrus sylvestris","x.Lathyrus venetus","x.Lathyrus vernus","x.Leontodon hispidus","x.Leucanthemum adustum","x.Leucojum aestivum","x.Ligustrum vulgare","x.Lilium martagon","x.Linnaea borealis","x.Linum bienne","x.Lonicera alpigena","x.Lonicera caerulea","x.Lonicera caprifolium","x.Lonicera etrusca","x.Lonicera nigra","x.Lonicera periclymenum","x.Lonicera xylosteum","x.Lotus corniculatus","x.Lotus pedunculatus","x.Lunaria rediviva","x.Luzula alpinopilosa","x.Luzula campestris","x.Luzula congesta","x.Luzula forsteri","x.Luzula luzulina","x.Luzula luzuloides","x.Luzula multiflora","x.Luzula nivea","x.Luzula pilosa","x.Luzula sudetica","x.Luzula sylvatica","x.Lycopodium annotinum","x.Lycopodium clavatum","x.Lycopus europaeus","x.Lysimachia nemorum","x.Lysimachia nummularia","x.Lysimachia vulgaris","x.Lythrum salicaria","x.Maianthemum bifolium","x.Malus sylvestris","x.Melampyrum cristatum","x.Melampyrum pratense","x.Melampyrum sylvaticum","x.Melica ciliata","x.Melica nutans","x.Melica uniflora","x.Melissa officinalis","x.Melittis melissophyllum","x.Mentha aquatica","x.Mercurialis perennis","x.Micromeria graeca","x.Milium effusum","x.Moehringia muscosa","x.Moehringia trinervia","x.Molinia caerulea","x.Moneses uniflora","x.Muscari botryoides","x.Myosotis alpestris","x.Myosotis scorpioides","x.Myosotis sylvatica","x.Nardus stricta","x.Nasturtium microphyllum","x.Nuphar lutea","x.Nymphoides peltata","x.Oenanthe pimpinelloides","x.Olea europaea","x.Omphalodes verna","x.Ophioglossum vulgatum","x.Oreochloa disticha","x.Origanum vulgare","x.Orthilia secunda","x.Ostrya carpinifolia","x.Oxalis acetosella","x.Paris quadrifolia","x.Pedicularis sylvatica","x.Pedicularis verticillata","x.Persicaria hydropiper","x.Persicaria minor","x.Petasites albus","x.Peucedanum cervaria","x.Peucedanum oreoselinum","x.Peucedanum ostruthium","x.Peucedanum palustre","x.Phagnalon saxatile","x.Phalaris arundinacea","x.Phegopteris connectilis","x.Phillyrea latifolia","x.Phleum alpinum","x.Phlomis fruticosa","x.Phragmites australis","x.Physospermum cornubiense","x.Phyteuma betonicifolium","x.Phyteuma orbiculare","x.Phyteuma spicatum","x.Picea abies","x.Picea obovata","x.Pilosella officinarum","x.Pimpinella saxifraga","x.Pinus cembra","x.Pinus heldreichii","x.Pinus mugo","x.Pinus sylvestris","x.Pistacia lentiscus","x.Pistacia terebinthus","x.Plantago lanceolata","x.Plantago media","x.Platanthera bifolia","x.Poa alpina","x.Poa angustifolia","x.Poa chaixii","x.Poa glauca","x.Poa nemoralis","x.Poa palustris","x.Poa trivialis","x.Polygonatum multiflorum","x.Polygonatum odoratum","x.Polygonatum verticillatum","x.Polypodium vulgare","x.Polystichum aculeatum","x.Polystichum lonchitis","x.Polystichum setiferum","x.Populus tremula","x.Potamogeton natans","x.Potentilla aurea","x.Potentilla erecta","x.Potentilla hirta","x.Potentilla micrantha","x.Potentilla sterilis","x.Prasium majus","x.Prenanthes purpurea","x.Primula elatior","x.Primula minima","x.Primula veris","x.Primula vulgaris","x.Prunella grandiflora","x.Prunella vulgaris","x.Prunus avium","x.Prunus fruticosa","x.Prunus mahaleb","x.Prunus padus","x.Prunus serotina","x.Prunus spinosa","x.Pseudorchis albida","x.Pseudotsuga menziesii","x.Pteridium aquilinum","x.Pulmonaria mollis","x.Pulmonaria obscura","x.Pulmonaria officinalis","x.Punica granatum","x.Pyrola chlorantha","x.Pyrola minor","x.Pyrola rotundifolia","x.Pyrus communis","x.Quercus cerris","x.Quercus coccifera","x.Quercus ilex","x.Quercus petraea","x.Quercus pubescens","x.Quercus pyrenaica","x.Quercus robur","x.Quercus rubra","x.Ranunculus acris","x.Ranunculus auricomus","x.Ranunculus bulbosus","x.Ranunculus carinthiacus","x.Ranunculus circinatus","x.Ranunculus lanuginosus","x.Ranunculus platanifolius","x.Ranunculus repens","x.Ranunculus serpens","x.Rhamnus alaternus","x.Rhamnus cathartica","x.Rhododendron ferrugineum","x.Rhododendron hirsutum","x.Rhodothamnus chamaecistus","x.Ribes alpinum","x.Ribes nigrum","x.Ribes rubrum","x.Robinia pseudoacacia","x.Rosa arvensis","x.Rosa canina","x.Rosa majalis","x.Rosa pendulina","x.Rubus caesius","x.Rubus idaeus","x.Rubus saxatilis","x.Rubus ulmifolius","x.Rubus vestitus","x.Rumex acetosa","x.Rumex acetosella","x.Rumex hydrolapathum","x.Rumex sanguineus","x.Rumex scutatus","x.Ruscus aculeatus","x.Ruta angustifolia","x.Sagittaria sagittifolia","x.Salix appendiculata","x.Salix caprea","x.Salix cinerea","x.Salix retusa","x.Salix waldsteiniana","x.Salvia fruticosa","x.Salvia glutinosa","x.Salvia tomentosa","x.Sambucus nigra","x.Sambucus racemosa","x.Sanguisorba officinalis","x.Sanicula europaea","x.Saponaria ocymoides","x.Sarcopoterium spinosum","x.Saxifraga cuneifolia","x.Saxifraga hirsuta","x.Saxifraga rotundifolia","x.Scilla bifolia","x.Scilla vindobonensis","x.Scorzonera humilis","x.Scrophularia nodosa","x.Scutellaria galericulata","x.Sedum album","x.Sedum sexangulare","x.Selaginella selaginoides","x.Sempervivum montanum","x.Senecio hercynicus","x.Senecio nemorensis","x.Senecio ovatus","x.Senecio sylvaticus","x.Senecio viscosus","x.Seseli libanotis","x.Sesleria albicans","x.Sesleria caerulea","x.Silene coronaria","x.Silene dioica","x.Silene nutans","x.Silene viridiflora","x.Silene vulgaris","x.Smilax aspera","x.Smyrnium perfoliatum","x.Solanum dulcamara","x.Soldanella alpina","x.Soldanella montana","x.Solidago virgaurea","x.Sorbus aucuparia","x.Sparganium emersum","x.Sparganium erectum","x.Spartium junceum","x.Spergula arvensis","x.Spiraea chamaedryfolia","x.Stachys palustris","x.Stachys recta","x.Stachys sylvatica","x.Stellaria media","x.Stellaria nemorum","x.Stellaria palustris","x.Streptopus amplexifolius","x.Succisa pratensis","x.Swertia perennis","x.Symphytum officinale","x.Symphytum tuberosum","x.Syringa vulgaris","x.Tanacetum corymbosum","x.Taxus baccata","x.Telekia speciosa","x.Teucrium chamaedrys","x.Teucrium montanum","x.Teucrium scordium","x.Teucrium scorodonia","x.Thalictrum aquilegiifolium","x.Thalictrum foetidum","x.Thalictrum minus","x.Thesium alpinum","x.Thymbra capitata","x.Thymus praecox","x.Tilia cordata","x.Tilia platyphyllos","x.Tilia tomentosa","x.Torilis japonica","x.Trifolium alpestre","x.Trifolium aureum","x.Trifolium lupinaster","x.Trifolium medium","x.Trifolium pratense","x.Trifolium repens","x.Trifolium rubens","x.Trollius europaeus","x.Turritis glabra","x.Tussilago farfara","x.Ulex gallii","x.Ulmus glabra","x.Ulmus minor","x.Urospermum dalechampii","x.Urtica dioica","x.Vaccinium myrtillus","x.Vaccinium oxycoccos","x.Vaccinium uliginosum","x.Valeriana dioica","x.Valeriana montana","x.Valeriana officinalis","x.Valeriana tripteris","x.Veratrum album","x.Veratrum lobelianum","x.Veronica chamaedrys","x.Veronica longifolia","x.Veronica montana","x.Veronica officinalis","x.Veronica serpyllifolia","x.Veronica urticifolia","x.Viburnum lantana","x.Viburnum opulus","x.Vicia dumetorum","x.Vicia oroboides","x.Vicia sepium","x.Vicia sylvatica","x.Vincetoxicum hirundinaria","x.Viola alba","x.Viola biflora","x.Viola canina","x.Viola collina","x.Viola hirta","x.Viola mirabilis","x.Viola odorata","x.Viola reichenbachiana","x.Viola riviniana","x.Viola selkirkii"
1,0,0,0,0,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01875,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855263157894737,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0.0197368421052632,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855263157894737,0,0.0131578947368421,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345177664974619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0.0152284263959391,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0.065989847715736,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0
