"Land_system_names","Land_use","lon","lat","Landform_sha","BIO9_Mean_Temperature_Driest_Quarter","BIO1_Annual_Mean_Temperature","BIO10_Mean_Temperature_Warmest_Quarter","BIO11_Mean_Temperature_Coldest_Quarter","BIO12_Annual_Precipitation","BIO13_Precipitation_Wettest_Month","BIO14_Precipitation_Driest_Month","BIO15_Precipitation_Seasonality","BIO16_Precipitation_Wettest_Quarter","BIO17_Precipitation_Driest_Quarter","BIO18_Precipitation_Warmest_Quarter","BIO19_Precipitation_Coldest_Quarter","BIO2_Mean_Diurnal_Range","BIO3_Isothermality","BIO4_Temperature_Seasonality","BIO5_Max_Temperature_Warmest_Month","BIO6_Min_Temperature_Coldest_Month","BIO7_Temperature_Annual_Range","BIO8_Mean_Temperature_Wettest_Quarter","Top_Rao","Cec_Rao","Clay_Rao","N_Rao","pH_Rao","Sand_Rao","Silt_Rao","Soc_Rao","Hyd_feat_Sha","TWI_Rao","C.hull","F.eDep","F.eRDC","F.rich","F.disp","F.div","F.eve","F.dist","F.nMST","F.rao","Sp.rich","intensity_bi","intensity_ord","intensity_bi_N","intensity_ord_N"
"forest/shrubs and cropland mosaics",71,5691284,2710465,0.424452440732576,-0.000712221303253054,0.854023192275271,1.47744914625926,0.139223423051506,-1.60032396466536,-1.30853114133632,-1.31204593660169,0.802513937312193,-1.50315013460597,-1.3366535830765,-1.11629919704878,-1.75513362659105,0.527579904250038,-0.853404079205934,2.15370560843884,1.5653738877346,0.211897446290704,1.70588509599854,1.85741903824796,-0.398892205121574,-0.572868517282951,0.848227244081084,-0.380638174250535,-0.262196270204451,0.814749179588623,0.755204052696241,-1.0719551658824,0.710804701296657,0.727460594351285,-1.7645851877412,-0.195219574701594,0.216656491062929,-1.19122941952017,-0.0557808467440595,1.32462899252133,1.45496624749012,-1.68048675133228,1.60345573189971,-0.434928307336388,-0.780398607406799,"low","low","0","2"
"high-intensity forest",43,4119284,2709465,0.868583720042417,0.576629313368028,0.444775276878348,0.257102345729241,0.650643194587575,-0.0137944433027214,-0.338822652497616,0.39830496318925,-1.71255640863694,-0.404579617937054,0.260836605551694,-0.346431107080231,0.298993419598015,0.33433001875734,1.04551442171613,-0.77665394028396,0.259262753491435,0.626324795028361,-0.619260757795175,0.679622693423882,-0.186605034525748,-0.44987866037206,0.315070906074258,-0.599733295243908,-0.777264406238768,1.16928330369226,2.14731409811747,-0.384812917753742,-1.24971146265186,0.34272935767868,-1.33554544990898,0.998161760503166,0.781211623021782,-1.21299452747432,0.28358255214733,0.245262540768709,-1.39644240929724,-0.489509051981056,1.2209095660824,0.124204561246416,-0.311233040693281,"high","high","1","4"
"medium-intensity forest",42,4157284,2709465,0.478471682271634,0.559432573331139,0.395112859558044,0.198156716624697,0.599597493645664,-0.0927213436406376,-0.554412032726183,0.319881533070157,-1.83578089608231,-0.488498960758946,0.178285012504501,-0.357200009168837,0.222350596234032,0.302778415258944,0.980615830071988,-0.779567538726348,0.234977153126561,0.600693112270046,-0.611650960961868,0.648468677460315,0.210751105226626,0.806564616981277,0.628073587339239,-1.15553387985452,-0.391228023849277,0.714818820507809,0.633593312943875,0.34019103520965,-1.1310516948901,-1.53242132681378,-0.257444004491998,-0.537326481649529,0.485251791689941,0.129258011990374,0.00659179892241953,0.708903015516844,0.29224690142933,-0.428268856335437,0.173391424518687,0.180459631692541,0.539143709057848,"low","medium","1","3"
"medium-intensity forest",42,5704284,2709465,0.425193795005847,0.013769836252131,0.900118719550457,1.5385978533138,0.165001923868886,-1.4489972323407,-1.16187044198487,-1.1875554263039,0.586432967065643,-1.38719013502874,-1.22226079718328,-1.03827832535216,-1.54295360422892,0.527579904250038,-0.86106752827111,2.18469647318574,1.63452321627306,0.260532185749369,1.72132852825256,1.89978434836084,-0.611097474867745,-0.368823305218955,0.4553682692333,0.223542070294276,-0.620504197529216,0.438783134848967,1.95736298143803,-0.770988742787778,-1.13529303475862,-0.0316665515316442,-1.25891331410821,0.118211707713424,0.0847079134117877,-1.42406183057661,-0.181323608638091,0.990446676184509,0.9154795902082,-1.60399211813423,1.45212575613524,-0.410953506471252,-0.546010086733084,"low","medium","1","3"
"medium-intensity forest",42,4225284,2708465,0.128848352773224,0.241730078531011,0.557193323994275,0.434510443754596,0.655331376753712,-0.221510754204877,-0.550336980346317,-0.0146004390384535,-0.850772364569653,-0.405666240142196,-0.110332570322697,-0.234038388774198,-0.127882258087399,0.2883691739066,0.728155744887394,-0.495625671332687,0.427836344574691,0.609791152058953,-0.37553414763126,0.804644805704082,-0.461737140077357,-0.484542781299827,0.819108909439853,1.29696904849376,-0.300213379834728,0.881408114497835,-1.17895115630091,-0.456402724664818,-1.24971146265186,-1.40082444863266,0.0850808051602534,0.757587355453006,0.584375994005678,-0.0457287191564273,-0.025173119881748,0.167648640533612,-1.7081853365298,0.571495229929729,0.534067051108639,-0.168614489153327,-0.327082916994959,"low","medium","1","3"
"high-intensity forest",43,4152284,2707465,0.727049881457517,0.601051277735656,0.640951056226135,0.512192241627524,0.766606606758629,-0.364316006135614,-0.789746272792597,-0.0172375066201462,-1.6627661849814,-0.722242337341319,-0.1158037816012,-0.5649858203533,-0.0781893392963724,0.33433001875734,0.879511158003769,-0.590368201335337,0.529096137059104,0.740241906875028,-0.443260695822229,0.856355171786103,-0.182858116594931,1.54617826059602,2.3012253362451,-0.287645993886026,1.4220633458569,0.894221994707481,2.47386008967448,0.783985775805844,-0.984746820066194,-0.554506098728798,-0.746965333634762,0.0401538407786414,0.0549663210937123,-0.718104130110506,-0.714265712453488,1.08959254400658,0.999920355448813,-0.707704651667236,1.5472378293188,-0.924772152216703,-0.198500418837001,"high","high","1","4"
"medium-intensity forest",42,4126284,2706465,0.54320264554255,0.460816497731446,0.198132258275292,-0.0287488765718723,0.478773206842865,-0.0616848383506467,-0.402685015391719,0.320583140337947,-1.66947958556401,-0.429344872792751,0.199532081116442,-0.353627236832501,0.229668098155076,0.358717086122557,1.24219105783428,-0.936691037659484,-0.011474326511799,0.473609134434968,-0.737266601725077,0.481578218726137,-0.055653821675621,0.242766531797584,1.44189619065274,-0.957307327136092,-0.0167881378544672,0.684736742538782,1.84855597902848,-1.08511915570627,-1.24971146265186,-1.65524499919315,-1.02044580684547,0.160089596019684,0.569964349921646,0.473093046613605,0.492709618628481,0.17924165004898,0.32541160632818,0.532320654367094,-0.0629378003360255,0.538146358868982,0.45801027143582,"low","medium","1","3"
"medium-intensity forest",42,5692284,2706465,-0.0861443864755105,0.0126692228603487,0.89538498193298,1.54323786825381,0.161482447528931,-1.57949714689403,-1.28172368846992,-1.2981021310351,0.801190678548205,-1.48053291068067,-1.32403337956172,-1.10135389783998,-1.73119829513927,0.527579904250038,-0.896216496857956,2.21531512631077,1.62885276940807,0.229625375842853,1.76111887650971,1.90299906346,-0.463485552890647,-0.412432056461307,1.96523426715437,-0.461510372670991,-0.160646848012231,0.261154495510937,2.90837459622351,-1.06936943574133,0.556703485395292,0.507857089751654,-0.664223844572566,-0.754282930082222,0.160224102071686,-0.697582751706115,0.579571421421222,1.40727496472125,1.30507567602216,-1.45500122785143,0.410136826624758,0.00952320185301358,-0.649664624138685,"low","medium","1","3"
"low-intensity forest",41,5283284,2703465,0.415040244943044,-0.873036996562584,-0.907297881065806,-0.861388550748863,-0.948606867257807,0.466677679008286,0.566749014501835,0.382555041628742,-0.136786360088927,0.47693273182254,0.360466406268498,0.697910373614159,0.37330907032666,0.523399132489746,0.365922425867686,0.293375705754045,-0.892228568819041,-0.921332128660501,0.248769551186517,-0.0538726907028086,0.268551536176732,-0.737678122550626,0.590495786455912,-0.964652554163123,-0.946576724420579,-0.0820428027434842,-1.11016353997133,-0.916698936517713,-0.882746161791104,0.0968262517221313,0.195994782832496,1.47650652142371,1.16880261467914,-0.401082975046089,0.411415562207451,-1.82864961919386,0.130915007215059,0.811379259612003,-1.99907081418019,0.930323896244318,0.119337436902688,"low","low","0","2"
"forest/shrubs and grassland mosaics",72,5699284,2703465,0.292024204974608,0.0417128145268088,0.972481730903087,1.62632072356648,0.210383256817445,-1.61936766873675,-1.32825306774134,-1.30052081754669,0.728567965306106,-1.53246504722709,-1.32509153920986,-1.13547585773105,-1.72616818720208,0.527579904250038,-0.934856748578466,2.29303785518162,1.72546608363826,0.277947976213303,1.81264322969504,1.96056088446867,-0.577849623146226,-1.14595468775598,1.1925706690772,-0.613004835307288,0.286486423238771,0.24191109517055,1.81692513868319,-0.508965367211892,0.961294973086984,1.98340465190349,-0.962397999366065,-0.722204155720084,-0.904092406983964,0.0469948681990906,0.641341335399127,0.855964436395041,1.22027576876152,-0.656266562510369,0.290308920761023,0.456124674345318,0.0770056867145501,"low","none","0","1"
"medium-intensity forest",42,5700284,2703465,0.559020284992831,0.00446790493632999,0.875187701431711,1.48800996892623,0.155579030492645,-1.59166364603995,-1.29617992033841,-1.28574356294924,0.719539574762893,-1.5046354956185,-1.31073225584032,-1.1172761325703,-1.69732652147873,0.527579904250038,-0.850381400046451,2.14688533241361,1.59107903079103,0.237559077053915,1.70004955966178,1.86473583281132,-0.730697078515465,-1.18255898793992,-0.0637096044376815,0.220901871685793,-0.964693996958589,0.0904253281881689,1.30976906408422,-1.08551909978996,-0.912449302439533,-1.14638370675313,-1.15368549707663,-1.61111759318171,-0.204937077480759,-0.40858960072133,1.23023234709857,0.942882043060286,1.51928799452013,-1.36635591570052,1.00106605642775,0.939536961925407,0.402232492630325,"low","medium","1","3"
"forest/shrubs and cropland mosaics",71,5703284,2703465,0.633328784196054,0.0224507183110554,0.913802711711384,1.54960523810868,0.18159659656517,-1.45516368809234,-1.14743909006397,-1.20778512188527,0.667203549554247,-1.37197097774035,-1.23636503694532,-1.0277793295187,-1.56332824363249,0.527579904250038,-0.881531329235312,2.2077272603434,1.65561719033771,0.264066988033769,1.74328115802342,1.90741053201754,-0.65650615449972,-0.435649393686987,0.0479289640973631,0.380683663045087,-0.228124282208187,-0.0852734447573142,1.32813972755485,0.0342139446077648,1.05916118643484,0.596316762128123,-0.776126919905198,-0.605899036461522,-0.419405745545402,-0.509287445876121,0.881582648186851,0.951242860261611,1.47420625088777,-1.03015623613884,1.02884518016873,0.660455677534054,0.276850855898493,"low","low","0","2"
"high-intensity forest",43,4161284,2701465,0.327656195240142,0.224451811012916,0.140331620012604,-0.109812196115225,0.456793081021635,0.0675190030738925,-0.382718034489365,0.405828888015321,-1.44920445358414,-0.261517193325904,0.289230522613346,-0.0928963643943498,0.276342781898842,0.237705997494742,1.12746628278957,-1.00073614776234,-0.0834274311709102,0.446615198397174,-0.789363781455233,0.439344626761189,0.575477803752964,1.07762367730919,2.04039804727811,-0.134991086811198,0.893503523221568,2.4279527627574,2.08077739508503,0.798978113176724,-1.24971146265186,-1.79314313843358,-1.70017619158503,2.34567894713496,1.75726830752467,-1.37531189789645,-1.00319075148798,-0.227727586283017,-2.37086359425619,0.782068043629179,0.999568384550573,-1.18068394206659,-0.891915180649961,"high","high","1","4"
"medium-intensity forest",42,4237284,2700465,0.710797480696541,0.0788047383780367,0.244057878697551,0.0946755208331417,0.413822268688423,0.369499935360205,0.135326360812156,0.564060377166105,-0.538862370821125,0.265611521691523,0.459531051252998,0.492848649402166,0.327750943676557,-0.129761908921301,0.481878051037681,-0.606306889872558,0.00181630055357915,0.420779505844252,-0.639462011525731,0.899399870240937,-0.0926124472321148,0.151008032987615,-1.25910858525675,-0.19915673965632,0.181783213438555,-1.12123107733721,-0.905362972358873,-1.40334048419994,1.12032652700841,0.261100585810729,-0.655336629031676,0.0406010150964384,0.967727326009714,0.308113133587351,-0.463895002659216,-0.068828777113323,-0.67083128327077,0.129260808057512,-0.26618801155551,-0.659475395269863,-0.326909653138059,"low","medium","1","3"
"medium-intensity forest",42,4237284,2699465,0.535539010975153,0.0766344395483083,0.249005658564406,0.098444711034588,0.411597694020715,0.415457425473731,0.19472015112263,0.617165774690242,-0.515449320943212,0.320277666812426,0.509825623854559,0.558278751787942,0.36372581432411,-0.0660661878751652,0.499989655813228,-0.588645371193544,0.0142804701949541,0.410283169677993,-0.60728575093739,0.902011256800857,-0.123997070729673,-0.675934406586292,-1.07553860045755,0.138032332567648,-0.264067228199502,-0.973982728592397,-0.961215394210401,-1.21066550112373,1.1458379533546,0.351639467989715,0.975094784738819,0.296356490777817,-0.0779392121157651,-0.322599406618107,0.24611333832231,0.536016684355191,-0.458362275463478,-0.0736964733107173,0.604211320350936,0.316358461358214,-0.099820249097239,"low","medium","1","3"
"high-intensity forest",43,4094284,2698465,0.761222061001998,0.488062767132099,0.245084243014613,0.0174551514330294,0.488169544618405,0.375847849852037,-0.0256940218763167,1.01662749884996,-2.01361582297852,-0.108464487995686,0.756983580460497,-0.0344114325673143,0.710256142080245,-0.127266530934335,0.656826389566934,-0.880887866643722,-0.0293126762380036,0.500062951464687,-0.800742362172662,0.517914402966941,0.671511997146709,1.98042013457296,1.53385894192503,-0.531507712668175,-0.288510941027733,0.532970334991362,2.02962602288282,0.375460318754859,-1.24971146265186,-0.207367634689714,-0.676643917124896,0.118433815943427,0.629303591381873,-0.228294656049453,-1.1938295276271,0.0559169328005649,-0.515107303385664,-0.0839813508722121,0.0752245536877335,-1.09390853245451,-0.385372268404533,"high","high","1","4"
"medium-intensity forest",42,5661284,2697465,-2.52970026037806,0.0855911707200207,1.06822496369978,1.74843516727742,0.231871982434139,-1.75794641500211,-1.56909380433103,-1.42704651164173,0.858927878716558,-1.65006605824066,-1.42655910095658,-1.2175223544113,-1.93894551957844,0.817452889521573,-0.741792522991929,2.42390344586228,1.81798352342542,0.222639813229085,2.01693205525545,1.69858557064678,-2.08368207262399,0.034912921172696,0.0926730127831527,0.164007833673355,-0.313181532256741,-0.324504084768065,0.147512168951485,0.11028898566963,-0.913991645555269,0.529567282571244,2.10360491636669,-1.16560989380081,-1.5407657356863,0.863285736577199,0.523256510257269,0.62176300418887,1.42099788872677,0.0863804204873636,0.296981912470881,0.957979566066248,1.39919611523573,"low","medium","1","3"
"medium-intensity forest",42,4107284,2696465,0.398927907504458,0.541037597490746,0.356926222243758,0.154821893175432,0.560325456593766,0.0487229900775274,-0.328093456389935,0.55732889684018,-1.92453748055259,-0.381733373812556,0.364349875624826,-0.295455825251514,0.373978194436741,0.0791794625577377,0.802772669081169,-0.80522542948884,0.11676174247692,0.541988224299932,-0.675346984300632,0.60876031056003,0.679417385477143,2.36439207732712,1.5322625556093,0.838195699954296,0.216118790050112,1.43052906911391,2.73963044060767,-0.180325061711062,0.247435029983408,0.654334350526919,-0.559683502418887,0.0339106096839069,0.528113537930439,-0.0877245668973782,-0.298232396140752,0.983450251659637,0.689785913460064,-0.212514514711625,0.29133379263158,-0.538836735187185,-0.319843501060591,"low","medium","1","3"
"medium-intensity forest",42,4240284,2696465,0.619485710479619,-0.0768113030823435,-0.0503054555494109,-0.237437479504778,0.180733328783672,0.802284985234068,0.628096990434325,1.1027293467862,-0.441892585789198,0.742730701635868,0.977161179268837,1.09939896682384,0.693364473734601,-0.0545757462915404,0.612606324728919,-0.718687771855761,-0.314173461217327,0.186775934535568,-0.692125581547364,0.669303913522062,-0.0313788926614448,1.01928634751636,-1.12011595104095,0.471703701651456,1.2296804652736,-0.0878268294321959,-0.612218490166366,-0.567110144217543,-1.18289667239058,-0.869984476058474,-1.0180701651109,1.49855009101129,1.13210776728048,-0.943848205900841,-0.716403541909514,0.601520850469292,-0.718779097974445,0.134300486718435,0.255712417284202,-0.97938711842792,-0.799745776994153,"low","medium","1","3"
"medium-intensity forest",42,4241284,2696465,0.792589108232122,-0.135280312529016,-0.15391344291058,-0.35815391501752,0.106100499085108,0.851538473814147,0.67687584618377,1.16927377597259,-0.442061065896258,0.793423527511289,1.04344036042027,1.168658699353,0.738051703152633,-0.0993027244050118,0.623634423738861,-0.762535382022037,-0.431965160717686,0.104539768009659,-0.719375247794501,0.585668633684372,-0.00875121406548906,1.82573310676161,-0.653237671121509,0.697640385299571,1.09052545316223,0.40027475402636,0.129005309224,-0.188188643114364,-1.24971146265186,-1.03902595562598,-1.14233704645079,1.30825711712951,1.18470433719524,-0.719077594395947,-0.642473855006496,-0.0731776539165906,-0.166276780632179,0.291225264213466,0.443020491754287,-0.804946769157022,-0.664140631053238,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,5662284,2696465,-2.79189768473275,0.0855911707200207,1.06829881116048,1.75683751102898,0.237682438655763,-1.76710562779021,-1.57834677850402,-1.42906659462029,0.860028927360848,-1.66106584765181,-1.43040344620816,-1.22236645670771,-1.94461748338195,0.825454132897062,-0.743387978820302,2.41797354328102,1.83495293427126,0.227860963640477,2.03096022691992,1.69863627718193,-1.78436620468644,-1.42947917544158,0.504903251629357,0.769406007282471,0.384490524389975,-0.753379662204974,-0.525392769180085,0.374705564534554,-1.24971146265186,1.16282336122435,-0.224135914859543,-1.79120622660289,-2.02780213619082,0.753393779096723,0.786291859289578,0.29408302776691,1.28639145961944,-0.41255663252371,1.86117986483743,1.18206302498793,2.29237431089146,"low","none","0","1"
"medium-intensity forest",42,4240284,2695465,0.878161850723442,-0.0614291844677389,-0.020419445897717,-0.199965141968069,0.194173737604579,0.841348562936317,0.678380785349725,1.15603663064003,-0.420919462041187,0.790457904061289,1.02709238004821,1.16458079120406,0.724711650189867,-0.0123552039700012,0.62699479140189,-0.677098914788871,-0.266873393935371,0.189320518638497,-0.634700614352891,0.695265659515831,0.303236108213465,0.446396501946159,-1.44133308129828,0.470809526267321,0.448773227282038,-0.437300597663874,0.219531069191914,-1.07394572862199,-0.575167344650905,-0.46466413718387,-0.0553908411587454,-0.23839892043306,-0.200958648035569,-0.168703552766026,-0.0580062921613951,-0.845049682977809,-0.660337859954377,-0.283984782521529,-0.0952835492903937,0.153226940315769,0.277552951179544,"low","medium","1","3"
"medium-intensity forest",42,4241284,2695465,0.898952481554386,-0.134571596424255,-0.156114154932748,-0.358754286636363,0.0930717993483205,0.894337384731931,0.731054050203227,1.22867226544041,-0.42112704479996,0.844824898268826,1.09936022895945,1.23985603705155,0.77317870788879,-0.0220611922774991,0.671046011988149,-0.747773561766343,-0.428603608591918,0.0842073583447845,-0.684007320702372,0.585252681638279,0.145716995036105,2.08144179453114,-1.35181065965787,0.113096281955638,0.0734906392804993,-0.499131955155157,-0.0620390573454333,-0.862010598121446,-1.14769626417417,-0.48566245729267,-0.844787279802838,0.665221523725777,0.59688772144847,-0.0447151448317663,0.624441704280139,0.646162260631281,0.435936091098964,0.469220299062191,-0.215649371329331,0.698211817563978,0.210421116498636,"low","medium","1","3"
"medium-intensity forest",42,4241284,2694465,0.770094224958304,-0.0728268272682391,-0.0297242259458334,-0.20502255812883,0.18066027656343,0.90502952997199,0.752057798080287,1.2441180797448,-0.402687391883359,0.863556646220298,1.11361265796755,1.26604588109396,0.779550910007403,0.0325238189617331,0.654062482575905,-0.65788213842022,-0.276173522637766,0.166569529196579,-0.612054299502789,0.691761758708419,0.00108114922928583,1.12142739344078,-1.69155387845118,0.536610908721424,-0.267813271421422,-0.941701102340245,-0.790140335276329,-0.696464378462831,-0.451551213925788,-0.496567708936802,1.46041010438553,0.56289416477244,0.271233612453595,0.910902083148654,-0.0387030080660325,0.00605766953332159,-0.87495818733739,1.39925902465019,-0.466411736505259,0.201028287038252,0.141119340340198,"low","medium","1","3"
"medium-intensity cropland",62,5706284,2694465,-0.133245808335822,0.0400747875474103,0.956331348941452,1.60532315503378,0.213577345987768,-1.59227819522272,-1.30677487539493,-1.27074124807342,0.631002587535061,-1.52529480302383,-1.29260834928197,-1.1308055857877,-1.66242098192059,0.527579904250038,-0.872121932726073,2.22615328007143,1.70500050410361,0.30065102540472,1.75148523557923,1.94601325876481,-0.582607342869929,-1.05037738192662,0.498569490043173,-1.93333521610319,-1.03605987586442,0.436049223834639,1.29040703601893,-1.95741890635401,-0.910527151646395,-1.1248290628153,-0.78757545677938,-0.838875511551607,-0.881250091055519,-0.198054551472941,1.60436308194387,0.972193512667252,1.89830999725255,-0.445040113852661,-0.388807419254627,1.27227274325712,0.21187050632774,"low","medium","1","3"
"medium-intensity forest",42,4242284,2692465,0.469185573209687,-0.102606488020185,-0.0889794572576449,-0.256495561817347,0.115271065618064,1.01211283825879,0.879189040367541,1.39427620658992,-0.365979227860953,0.988795421217847,1.25906643238503,1.44452720154998,0.870883831696064,0.141081054748404,0.715685740437455,-0.626774667957782,-0.309322299582391,0.11017503310324,-0.569000055676901,0.656100010999499,0.12105947953195,-0.244222639073882,0.131781850399023,-0.401748905526565,-0.574366924005617,-0.765080825483805,-0.428334088404538,0.35110013345627,0.931213526156819,0.322465559568844,0.372842921041577,0.263483666048602,-0.331319852330187,0.301877614155334,-0.204981571323843,-0.776931263253293,-0.41505328039229,0.482165656275028,-0.372259419023719,-0.0706200545253784,0.453686961545352,"low","medium","1","3"
"high-intensity forest",43,5570284,2692465,0.390036414214916,-0.912043771078512,-0.302524101668589,0.043897804657543,-0.696838113104952,-1.11730398808974,-0.595430623784282,-1.26076065236878,2.13905239021005,-0.606875671635675,-1.28989123380181,-0.418051893731392,-1.73274640946154,0.469691373777699,-0.320878485426081,1.30631951790515,0.0130937479526233,-0.626673298236987,0.972830170375145,0.864219834615906,0.174041119435138,0.376265758664499,0.755066249486805,-0.0288691699933663,-0.501578735826423,-0.532957345250106,-1.80367340386577,-1.51138336114371,-1.24971146265186,-0.603576877874091,-0.0321947021981246,-1.30561068066772,-1.22067409747518,1.72430471036857,1.28805028528188,-0.207347594943119,1.11414282551109,0.593863891621008,-0.923116724914275,1.74084730831944,1.38134956131344,"high","high","1","4"
"medium-intensity forest",42,4240284,2691465,0.892018306285965,-0.0837978874607501,-0.0516642776729425,-0.219484366862152,0.146879947463699,1.0308999567086,0.912418123500252,1.41868424061933,-0.33795197386227,1.01650171865242,1.27398450712051,1.48481222947039,0.880738538910712,0.178353229348379,0.769971614401206,-0.627841880533282,-0.258123869044166,0.133250117392667,-0.537832856580129,0.681742266207393,0.377797858733713,-0.162043293340558,-0.598030614479311,0.0942109499102356,0.351072398785592,0.0532622866759549,-1.52166938342034,-0.567277688946103,-0.895424129239132,0.304507049574602,-1.59955882115524,1.07360541894872,1.43174614644105,-1.10160385519469,-0.422492989363193,-0.547666015971733,-0.544173079196891,-0.471852042529032,0.432652865262327,-0.800137780553149,-1.05469506757472,"low","medium","1","3"
"medium-intensity forest",42,4241284,2691465,0.854372794245754,-0.0818893378994562,-0.0372862347681093,-0.211909392379634,0.146627604408204,1.03501520253496,0.914829803755544,1.42617029723857,-0.343152498534398,1.02080825535247,1.28473532875358,1.49110015148598,0.886162737890866,0.188494157984471,0.739131844761823,-0.607992653296811,-0.247312062543524,0.128083002324748,-0.515937437949851,0.686990392594805,0.376358696614679,-0.248170498523879,-0.497086539726758,-0.201880699469905,0.332960326005843,0.182616752934328,-0.80767149458653,-0.758467331224495,0.959325272776784,0.848030277748413,-0.528285576739093,0.0964846289087911,0.506717317796984,0.109602819433172,0.428459015753486,0.492848205672122,-0.31194596147125,0.270429839807685,-0.125851343728934,0.328999459136938,0.408736667154512,"low","medium","1","3"
"medium-intensity forest",42,4242284,2691465,0.791460275171027,-0.179058246102424,-0.222155852496173,-0.407211995341953,0.0120972717164404,1.09562564405733,0.97521127932315,1.51283947131651,-0.347554747417264,1.08276038824774,1.37131429283005,1.58233919047726,0.941661982659513,0.193143964971992,0.792841445953216,-0.686235088436348,-0.447663989822921,0.000638945150953468,-0.581250391148601,0.551680003562828,0.46661709062157,0.665300753370055,-0.786329657700487,-0.654052512567654,0.160449162336273,-1.01880788119744,-1.03435112761184,-0.780864492162898,-0.701084040740917,-0.530934265935021,-0.149484190940419,0.274122542707372,0.735828205588553,0.211582594175093,0.298167468756321,-0.0607383080948393,-0.165922937428838,0.144292800174088,-0.463209719694109,0.113564740382847,-0.212730278076563,"low","medium","1","3"
"high-intensity forest",43,5570284,2691465,0.00607229391130529,-0.872701463207904,-0.235049734520933,0.122179974149315,-0.651264227732998,-1.14648098706349,-0.63042414831394,-1.27003551712052,2.13136437276005,-0.641898567800157,-1.29946592053252,-0.449628959378995,-1.75003285734158,0.441302302499122,-0.37669558099197,1.35308072651383,0.0968616628485244,-0.585936275498176,1.01927560455753,0.91845562383497,-0.103888044824818,0.194885444073156,0.106362565263346,-0.981160831924136,-0.133167856934734,-0.318611696372678,-1.42500808037373,-1.16872976738951,-1.14944233175116,-0.878015461580201,0.998488368121218,-1.53236247849826,-1.39142802270136,1.10477586776806,1.91261983893287,0.424486073053725,0.528632412740988,-0.173322207991059,-0.182949730154451,1.70727419130494,0.732854207725512,"high","high","1","4"
"medium-intensity forest",42,4241284,2690465,0.623273070296865,-0.145304188532029,-0.160412019452122,-0.326295338008374,0.0630433648374095,1.10641162379704,0.998274802601396,1.52768868712297,-0.323611693862126,1.1028039865125,1.38070005837002,1.61217294771,0.945407881340432,0.231175442179524,0.862747860224274,-0.648729748083839,-0.370449253352982,0.0454807785804751,-0.549561855533515,0.607741029974679,0.586112690359616,1.80665600620261,-0.578633678005219,0.0799774962475882,0.740363490223903,0.12610133998293,-0.460649786584771,0.26493733290791,0.987434561794306,0.704495304946097,-0.705053748252297,1.34069459897208,0.944914998242918,-1.21541131650475,-0.595112633836152,0.929527775063115,0.0747122248673861,-0.0970750050423056,0.644277581987869,-0.836719836569795,-0.672621708518705,"low","medium","1","3"
"medium-intensity forest",42,5561284,2690465,0.0118342194623967,-0.954539736838833,-0.348678764605674,-0.00761179311056965,-0.745240899500966,-1.22003475122437,-0.745906257347112,-1.30592081222574,2.06993869686797,-0.747859371767857,-1.31738127685443,-0.54294538280558,-1.78278106477992,0.596529004138004,-0.231364114785835,1.28510268323654,-0.0300188614868067,-0.689267089950571,1.01242170991887,0.828532733639434,0.04333051919088,-0.958526538140495,-0.637034022486425,-0.585534405353449,-0.568045094749863,-1.1672329346053,-0.953758112885981,-0.288666914245517,-1.24971146265186,-1.807777912052,1.17425380159947,-1.45146533698645,-1.78242966794338,2.34991563558437,1.9939214997581,0.295816985077535,0.825246629569134,1.08841893073802,-1.26087995357967,1.91756090104309,0.676492981714914,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,4234284,2688465,-0.901261923065718,0.116127693368835,0.343796374504733,0.209017725101082,0.44836625774871,0.637962895981279,0.527637181342006,0.896437759791622,-0.266277060597202,0.638203208898527,0.75625871262936,0.959556782369435,0.505973242224582,0.30767057247194,0.72255329685205,-0.474597259144841,0.179442855502122,0.40063305512172,-0.378488387901774,0.978618927783421,-0.277874921663737,0.143895355644881,-0.8945505915945,1.84743302984929,-0.479384225802432,-0.369898884483494,-0.0895315105913326,-1.26235331223668,0.801882631318338,-0.43015133559062,-1.04156161818078,0.243872531144578,-0.15114631232884,-0.477524114809799,-0.302613855458913,-0.268040096108448,-0.19445706529894,-0.327752533949932,0.868050710859021,-0.268880041714199,0.555953693123158,"low","none","0","1"
"medium-intensity grassland",52,4235284,2688465,-1.70258857513924,0.0257574140132202,0.161644112557091,0.0165911880843602,0.307069244292216,0.788830858549185,0.686853598405243,1.09254744555258,-0.26383874148202,0.794431982229986,0.943769827758794,1.17004612475197,0.641517425995562,0.323343168041472,0.832722947626061,-0.54866891633914,-0.0165307232346673,0.287370052243056,-0.45975395250547,0.845301147124694,-0.110112006277887,0.811327311904427,-1.05638966264332,2.16512707245525,-0.779625298219123,-0.814390692587804,-0.477656337690857,-0.286946819313873,-0.936928533853084,-0.888481721485959,-0.709763769588405,0.674233309706871,0.616774537445686,-0.404703383587059,-0.522139779355935,0.775328762628605,0.0737078047261202,-0.220144554353866,-0.0487509690003518,-0.537365344088381,-0.141771195460736,"low","medium","1","3"
