"Land_system_names","Land_use","lon","lat","Landform_sha","BIO9_Mean_Temperature_Driest_Quarter","BIO1_Annual_Mean_Temperature","BIO10_Mean_Temperature_Warmest_Quarter","BIO11_Mean_Temperature_Coldest_Quarter","BIO12_Annual_Precipitation","BIO13_Precipitation_Wettest_Month","BIO14_Precipitation_Driest_Month","BIO15_Precipitation_Seasonality","BIO16_Precipitation_Wettest_Quarter","BIO17_Precipitation_Driest_Quarter","BIO18_Precipitation_Warmest_Quarter","BIO19_Precipitation_Coldest_Quarter","BIO2_Mean_Diurnal_Range","BIO3_Isothermality","BIO4_Temperature_Seasonality","BIO5_Max_Temperature_Warmest_Month","BIO6_Min_Temperature_Coldest_Month","BIO7_Temperature_Annual_Range","BIO8_Mean_Temperature_Wettest_Quarter","Top_Rao","Cec_Rao","Clay_Rao","N_Rao","pH_Rao","Sand_Rao","Silt_Rao","Soc_Rao","Hyd_feat_Sha","TWI_Rao","C.hull","F.eDep","F.eRDC","F.rich","F.disp","F.div","F.eve","F.dist","F.nMST","F.rao","Sp.rich","intensity_bi","intensity_ord","intensity_bi_N","intensity_ord_N"
"high-intensity forest",43,5069284,2954465,0.312273019726149,-1.02009832949401,-0.763228841140806,-0.682831455801491,-0.818266661415264,-0.159446352971847,0.109624113850417,-0.292422629386634,0.858453029253615,0.0965336598326675,-0.408811303359891,0.296936568493761,-0.536233341461732,0.141081054748404,-0.127193940740654,0.352648475975121,-0.724877009240583,-0.817263339105059,0.306958287107406,0.360724144020292,0.858201359744518,-0.933199267815461,0.583493860771301,-0.576002872433329,-0.601235990434934,0.775471854283811,1.02095221583308,0.537856885490506,0.630342291777294,0.720910770352402,0.604585041626743,-1.10426795679128,-0.880422417794058,1.10604601901034,0.175595383890178,0.138921149636868,0.190700967159305,0.123551375203822,0.25046065673189,0.294452322662682,0.72209527553251,"high","high","1","4"
"low-intensity forest",41,5026284,2953465,0.00578056966658669,-1.37139417017357,-1.19830858386701,-1.12230433848005,-1.17762522104702,0.458091714308083,0.810052644593684,0.0601983299574294,0.988268293171722,0.784960039480144,0.0460578652254085,1.15702949341935,-0.087847120961549,-0.342041816015829,-0.535223204281567,0.320930949120022,-1.23235552171113,-1.11266037905827,0.0997173666942893,0.0562466520551019,1.25904606733241,0.999590903540687,0.608405330375034,0.73546475389534,-1.32809375757104,0.822778773522575,1.18681116070946,0.16618030081792,-1.09023671793043,-1.12826900205254,-0.184431853595179,-0.786877447283528,-0.377848817538349,1.28610571511879,0.358679680406544,-0.824888766889521,-0.163572617848568,0.675541664666903,-1.09592371175683,0.628124395477254,0.707987077653343,"low","low","0","2"
"low-intensity forest",41,5027284,2953465,0.420988326841964,-1.25970129976255,-1.02936773360181,-0.934532682748175,-1.06896631756288,0.38415635446206,0.735766581794212,-0.0220437487248126,1.01628948787567,0.712137934647549,-0.0354286678606609,1.05805790833693,-0.163008694253001,-0.342041816015829,-0.596979212877294,0.433243103231143,-1.04737746798108,-1.01803757705117,0.195168433598981,0.18633941784973,0.729206856668986,1.11335767376801,0.549753177372991,0.318907027527488,-1.06006415884456,0.492154780669287,1.29018041396701,0.244104796761101,-0.149210743957542,-0.533873056794978,1.2953673693501,-0.455447600249409,-0.251965178979441,1.31934993430015,0.077037676827878,-0.988898888008672,0.18229233383132,0.935617453423581,-1.11622580066288,0.510041141604081,0.637288267483426,"low","low","0","2"
"medium-intensity forest",42,5058284,2953465,0.206803256348226,-1.48791380693388,-1.41496224964339,-1.41222465090079,-1.28576611198319,0.689621223538016,1.05886344073486,0.48844082059502,0.862367106870292,1.0059049212453,0.340766883580707,1.46937001675875,0.168705799638403,0.0444570334858054,0.0328575630966533,0.0364855921465889,-1.454246099079,-1.23767987857537,0.00278453124913811,-0.14461718522561,0.723168720714351,1.14689943513189,0.53474700972393,-0.638343308684384,-0.468985549330989,0.0950491901193613,-0.548858116649586,0.177249853024137,1.14972996458046,1.3822758796201,-0.133143363225067,-1.66879635777314,-2.31829212683822,0.0696783687181558,-1.1208007973074,-0.895386383799477,0.115847527581274,-0.887415579026624,0.317377428923155,-0.904216249989944,1.15422475118012,"low","medium","1","3"
"medium-intensity forest",42,5059284,2953465,0.231419310914145,-1.54752172682271,-1.51067591460914,-1.52835224600673,-1.33910934253978,0.741309294234198,1.11361630143962,0.557540540621955,0.850367326067204,1.05754271598096,0.400506979772643,1.54502313136345,0.2180942686488,0.0444570334858054,0.100482744705162,-0.0462357380276208,-1.56629645733585,-1.28639865998908,-0.0681479862307359,-0.225073204924255,0.592168412974913,1.75479111767945,0.725357344784254,-0.035856057706775,-0.849363737287746,0.631154406925594,-0.481906765398617,-0.681119097869714,0.951388589529958,0.862881359111011,0.10154098615303,-0.275737303728493,-0.350918115572007,0.0924315843054074,-0.343800961680014,-0.803523269858488,0.171740034773944,-0.109238579382742,-0.0850999467530823,-0.359312939565013,-0.332715122326218,"low","medium","1","3"
"medium-intensity forest",42,5068284,2953465,0.103803187009397,-1.31194750880394,-1.25863453124231,-1.26704107068083,-1.12041712921926,0.090863723701504,0.386593993352531,-0.0724728165386946,0.850685221028401,0.363614330585446,-0.205743935032926,0.610882944678346,-0.326940187828583,0.141081054748404,0.124220655942939,-0.0234173122724586,-1.28766417108027,-1.08974142291962,-0.006934211252913,-0.044030473002387,1.12004712887409,-0.088098147672384,1.87883682944857,1.08523238586545,-0.637036223536868,0.430431871746248,-0.0588221677449606,0.0283759546249384,-0.477671220024681,-0.944529103413183,-0.132953421009294,-0.959389662437615,-0.794023858474186,0.285807176770881,0.13997668529333,0.974871025088927,0.219121464849307,-0.57943584327335,-0.301016668328957,0.206463772610517,0.131282849854964,"low","medium","1","3"
"high-intensity forest",43,5021284,2952465,0.0189723935400654,-1.02628814762509,-0.656836862204599,-0.505862486731645,-0.82505996668259,-0.0728003534758026,0.174652940843536,-0.356901382738065,0.869439999220474,0.180725434719759,-0.359326680118643,0.39327862316595,-0.483700170349197,-0.342041816015829,-0.825248688467929,0.686875979035784,-0.626455750431989,-0.808951507703015,0.421861141801394,0.483332545998678,-0.292216282457528,-0.566102380565361,-0.85084003278124,0.471703701651456,0.759307788186258,0.540630119732536,0.353485168914843,-0.10966801746466,1.05550978222859,0.368223160285195,-0.121762857719012,-1.23842132771425,-0.232674794197207,0.201609519420869,-0.168058552095374,0.355844935783567,0.831909597176809,-0.532134755646403,-0.289267446608111,0.0787216252729593,0.563810455712913,"high","high","1","4"
"low-intensity forest",41,5027284,2952465,0.48617278600807,-1.49278561435503,-1.34614377217102,-1.28924652973245,-1.29017531443208,0.527354982743302,0.888916499087634,0.113204294398583,1.00046556525562,0.860473844821509,0.0966236268270061,1.26172666602816,-0.0421848190094095,-0.342041816015829,-0.426467318238894,0.23343341794761,-1.39253268052753,-1.19924750426035,0.0241636193359268,-0.0594149546085448,1.02155640897397,1.60777948055184,1.54801661134425,1.45778317242206,-1.61008037049693,-0.188880137498287,0.0145159049497183,0.775957016252786,1.08905757675323,-0.48566245729267,0.934671193716331,0.119267125150194,-0.665753828651762,0.869884474697805,1.76532715855209,0.245101397270559,-0.242711033855753,0.874552957433807,-0.178643569615339,2.18402244285398,0.860721427482884,"low","low","0","2"
"medium-intensity forest",42,5029284,2952465,0.267669542468926,-1.30342828286166,-1.09254423623009,-0.996998776669231,-1.11210311861268,0.414765704167427,0.775454806608118,-0.0123769015682407,1.04228875778011,0.749327770235088,-0.0282318423867358,1.10835878201951,-0.156289460736557,-0.322118415921237,-0.565709379799502,0.413776126519187,-1.1054821695697,-1.06091702497002,0.185245876408677,0.143061390104258,0.500298048514997,-0.157426565071062,-0.996116656164385,-1.11164786921299,-1.4472155003236,-0.654334509357668,-0.468688092291891,-0.143047369106371,0.395166723499636,0.687469651278639,0.497793867165725,0.513205380745618,0.142361820187454,0.521668214122832,1.05923376322304,0.188242380067323,0.508804829448269,0.873884815164527,-0.531137208067159,1.20629235685209,0.359235559895866,"low","medium","1","3"
"medium-intensity forest",42,5064284,2952465,0.135574365991377,-1.78111143591322,-1.84647510232449,-1.94952065569998,-1.53594775558283,0.802025282426301,1.17348798139709,0.667275634429308,0.807824356467674,1.11182889182253,0.487016270785855,1.62565646324026,0.288205991325654,0.0444570334858054,0.339744225788162,-0.377804476328898,-1.97267793095356,-1.50349649462368,-0.263767893718322,-0.516868913220928,0.249868452724111,-0.354488758476352,-0.512475468072826,1.7265231042358,-1.20237166448074,1.0649488564988,0.87191567058658,-0.809964474359011,0.912078885277336,0.00517273436770996,-0.701247401730901,1.04628180431952,1.26307939726551,-0.722895688130256,-1.44890174296803,-1.33927945532028,-1.16507782117708,0.297286902340571,0.291407402213483,-1.34359042369757,-0.911385141579391,"low","medium","1","3"
"medium-intensity forest",42,5066284,2952465,0.704329291046347,-1.56586125141882,-1.60850166022088,-1.67084959206917,-1.35525916839381,0.465053180255967,0.80408129280955,0.296688766463864,0.83882365411179,0.760520567472166,0.13668242251692,1.12359686695409,-0.00651890675232442,0.0887804017180739,0.266312881884027,-0.241358027990367,-1.68923641281216,-1.32997435506676,-0.161039569734825,-0.323798828849779,0.536379286110404,1.20255708886365,0.281770446686688,0.690702355445577,-0.719905893407466,0.35127265167871,-0.994792407550663,-0.513639743721376,-0.400375147586459,-0.274986987945749,0.988492360633156,-0.746314192314434,-1.35695829689692,0.765228787338692,-0.289126948689622,-1.17379973213333,0.509182811705418,0.18317481163088,0.659132561835908,0.0496280412894709,1.26388306955792,"low","medium","1","3"
"medium-intensity forest",42,5064284,2951465,0.0475408506916472,-1.93846234671098,-2.03382612814788,-2.1646060752862,-1.65823957167464,0.905310043792308,1.28494364227062,0.786566526295884,0.80009165545358,1.2196794533702,0.599820175870282,1.7892275186769,0.377266795410047,0.0444570334858054,0.409495254407267,-0.496526855902589,-2.17807191056795,-1.63635967551717,-0.327353070472252,-0.665885318316833,1.18577649835285,1.3012686195243,-0.630441841860403,2.3277758420979,-1.06351405195657,1.51996191189754,1.82873751678319,0.568138404064022,0.875271669353298,0.470473985639576,-1.09156620829529,1.27528506971643,1.34653845034037,-1.38002259917045,-1.10732116431603,0.116036109371247,-2.5356824042305,-0.270106121632156,1.07903275931217,-1.42291827753313,-1.53820556332844,"low","medium","1","3"
"medium-intensity forest",42,5066284,2951465,0.616826291600417,-1.48059501101305,-1.46567331532896,-1.49474430045672,-1.27912559058704,0.473518970040264,0.810897017326836,0.307154795408918,0.829994507057715,0.767439106001369,0.148119791796335,1.13303893849173,0.00358391604836643,0.0563847191073938,0.191993270394481,-0.114583676256905,-1.53150276529806,-1.23557355509987,-0.10056524874865,-0.20178880360056,0.405022996841784,-0.0139070810031504,0.0889053561971472,-0.623338965552805,-1.36342649861321,-0.348147380675819,-0.339689857270278,-0.296953233422819,1.1371980582366,0.617602191291957,-1.34598340553283,0.873178824297,1.13204712455358,-1.19047083044489,-0.233916659890749,1.12390545499608,-0.742140991998701,-0.435585376866996,0.423734781305523,-0.669326116898435,-1.29295452880814,"low","medium","1","3"
"medium-intensity forest",42,5030284,2950465,0.868372286874229,-1.70098130247132,-1.60128674888723,-1.58767124907997,-1.47055184899455,0.693738722352295,1.0803740435127,0.253751563276399,1.02487076799175,1.04350500234011,0.229228080540938,1.52435617703728,0.074238390652198,-0.316199725814053,-0.284031286248883,0.0982194379668984,-1.68138341216259,-1.36426581698656,-0.0985542771581092,-0.266170851658531,0.785515513384544,-0.108336775369866,0.807903993617491,0.302059916080239,-0.957265386700641,0.279822378577828,-1.35110125657443,-0.345099564848892,-0.592345559459185,-0.967516142494855,0.854857611053763,-0.680850346034021,-0.928967253868496,0.773862632449741,0.243897811693043,0.0832800310208559,0.860859976535699,0.253763357314584,-0.219553510305957,0.221977410432619,0.15695980012791,"low","medium","1","3"
"shrub",80,5043284,2950465,0.418459157931343,-1.8735891382521,-1.80040167880585,-1.80570592277102,-1.6087809164371,1.02308290094132,1.46762513816848,0.674402291564014,1.00840347189408,1.40297803095281,0.593034823429523,2.07768366213209,0.371982083866217,-0.101207892052002,-0.0651846657672596,0.00880988194865683,-1.86545059726312,-1.53125261031642,-0.0824429048380751,-0.417230571662817,1.28441833900565,1.61768686789965,0.904056644970049,1.5311662706453,-0.716924135742687,0.969344460518375,-0.103945716042659,0.984975111743534,0.395462829016037,-0.12024018041856,0.950240317240874,-0.385228594236058,0.279284434250468,0.190503813558863,1.35821975962636,1.4100976394677,0.287383765223673,-0.0457916605364445,-0.529815066731302,1.3310571822949,-0.318463040113683,"low","none","0","1"
"low-intensity forest",41,5055284,2950465,-0.117035932107956,-1.7251038461463,-1.67243142137163,-1.69077135183914,-1.49046679860111,0.903231079976108,1.28835925725333,0.689909670744527,0.858363673502869,1.2321744886901,0.550621346175023,1.80847058344777,0.33874142255577,0.0421348944432764,0.0562143512588472,-0.0516814566111716,-1.73258901489474,-1.43908425536424,-0.0508108652243289,-0.337601108101509,1.49029467636041,2.78230726151676,2.48178168501914,1.06832285165386,-0.802600300221177,2.62905940661803,0.152323697187889,0.0282368074141446,0.488049694714238,0.201309348428552,0.113267616163584,1.22823200587183,0.588549013299785,-0.335558769293088,-0.98370628419713,-0.844210671375892,-1.13101172868369,0.746507400437498,0.0442547376867027,-0.984898591333934,-0.740049221738044,"low","low","0","2"
"medium-intensity forest",42,5067284,2950465,-0.436164710741196,-1.27477792016077,-1.15642228973502,-1.13514142725622,-1.08392746414746,0.271482434118243,0.5814898670183,0.102924586323984,0.826650585843847,0.550226849028,-0.0393245979763719,0.844923484653965,-0.166652788197502,0.101400121633682,0.0390742126855715,0.106747871891563,-1.17913067053318,-1.04623769682434,0.0673952176975266,0.0473528050198069,0.577937719122108,-0.505757592771276,1.07998183560117,1.71956252352972,1.24146591683449,-0.230594785642975,-0.196843106612159,0.782484730663334,1.09253550153431,0.539814127055321,0.749094579825325,0.593916177216996,0.376778613379789,0.000352304246727693,-1.32390418379175,-1.88024084212506,-0.0615197634486365,0.358584321268617,0.196029202080095,-1.07699284861789,0.0735298630807098,"low","medium","1","3"
"low-intensity forest",41,5041284,2949465,0.223844293905321,-1.97067629850271,-1.90211916396144,-1.91922075776991,-1.68231146173565,0.995904553118481,1.43435263006042,0.613851261150641,1.02265375015959,1.37534452440613,0.546094472876897,2.03334467800855,0.335172229546523,-0.145791579442802,-0.0303232218120525,-0.0491138141990493,-1.97542488122994,-1.59469268224665,-0.128225404929304,-0.495876407671279,1.05733593587316,1.82392652680543,0.762692587815897,2.28475301672908,-0.703551294459823,1.44976281077403,1.11394800072752,-0.363716827498814,-1.24971146265186,0.0385003539065923,-0.91590904529011,1.46473962536437,0.985187100124287,-0.453942595079095,0.357420986200064,-0.101605497812649,-1.62290912452455,1.22763028146029,-0.167027411369378,0.0320956910136602,-1.54094463890984,"low","low","0","2"
"low-intensity forest",41,5043284,2949465,0.171188216421084,-1.695529041024,-1.58325325667778,-1.54888152467674,-1.46602306528145,0.974300879160524,1.40754327135291,0.62320819304389,0.99817427672003,1.34700883593267,0.548520703317982,1.98819490264438,0.337085697101972,-0.113960305627181,-0.159427898966258,0.15104182711475,-1.61503041169722,-1.39312022154773,0.0314644760101813,-0.239296388032169,0.945480713296003,0.739674675701769,1.3528481827664,1.79725099860709,-1.07649834292603,1.84119960414357,0.786790274156735,0.0682061793594948,0.973519384751466,0.625976779774718,1.32720741367037,0.820516586508209,0.816257121529849,0.619994791958391,0.102782552524201,0.424108517832859,0.00776932984856803,1.27037284957564,-0.745734619444951,-0.137721121258097,-0.823736982937546,"low","low","0","2"
"shrub",80,5064284,2949465,-0.433722375142971,-2.2394720135683,-2.36154638383064,-2.53868548061925,-1.87116776054424,1.07577449105512,1.46623458323435,0.988037699648264,0.784352724652946,1.39636766960204,0.793512363603434,2.06704935567933,0.524452919191345,0.0479761799157178,0.504130010508901,-0.705300509041746,-2.53655967992889,-1.87374807465911,-0.42995123911101,-0.925056620166975,1.40234014299263,1.21513866828143,-0.816472276091463,1.22068005645055,-1.08955773185699,0.75057002138309,0.532025894614306,0.292736082953429,0.631485131228454,-0.840417691375668,-0.836790780720825,2.45764838467367,1.56610977071017,-1.52768579859332,-2.26442119207737,0.635564745040407,-2.40962679336565,0.787088379208718,0.675125659065061,-2.29017686184483,-1.61126339857623,"low","none","0","1"
"high-intensity forest",43,5068284,2949465,-2.87935552044812,-1.05537859607575,-0.808940419313695,-0.711586969214869,-0.856755227185447,0.0489096711061702,0.328771113164235,-0.106989803231503,0.819546670405408,0.309612205509296,-0.233822849456674,0.545432286518167,-0.354928729839512,0.095416006180454,-0.186944006214749,0.376171941586602,-0.767509081686485,-0.858966434080104,0.315309683350168,0.340801625591139,-0.473301657649441,-0.147980501060737,-0.362629086556956,-0.460327475130446,-0.121898085534347,0.696787452675846,1.13428458064825,-1.26112703053847,0.65212632636139,-1.51317437837061,1.37939480472409,0.0081030316173726,-1.01292877525184,0.698677955581587,0.564593720804539,-0.0859372890879639,0.406913883336054,0.54965689105296,-0.166271497586379,0.96355586732691,0.959976757895478,"high","high","1","4"
"medium-intensity forest",42,5069284,2949465,-2.04648157511204,-0.984877804671967,-0.693930355173885,-0.5871596653151,-0.779280186238052,-0.103235310278853,0.159190500961545,-0.246327728853527,0.830505502775511,0.148221047795934,-0.364845456661479,0.355800084061455,-0.489507487464726,0.127268013380385,-0.224808553184322,0.451263705736212,-0.633898832612936,-0.789507223412314,0.382554227681953,0.427007885218545,-0.805205681278959,-0.37269166127142,0.571266513043965,-0.873652053423663,-1.14704139955194,-0.585854010538577,-0.0474239365335614,-1.45439682849077,1.04369407069004,-1.28388448070375,0.0131933031460384,-0.429723917785492,-0.624376829614589,0.57650309442108,-0.314544173753263,-0.841955328284075,-0.33848773426631,0.262366192757855,-0.117142763966696,0.0445177602504286,0.895095093391045,"low","medium","1","3"
"high-intensity forest",43,5071284,2949465,0.175310122390517,-0.898873886326529,-0.552578959495949,-0.42659227708998,-0.681664521714768,-0.288486364817332,-0.0412748291923462,-0.406184182254169,0.858098121454873,-0.0443877171159754,-0.518576524979925,0.140975260739473,-0.656668851377371,0.141081054748404,-0.273506661221586,0.528566345141738,-0.481808046602551,-0.715972974238725,0.467538516421821,0.538252873442187,-0.991064724630365,-0.850943314781966,-0.442633231787937,-0.406685713891053,0.555629018240356,-0.677765554681151,-0.0527905987391808,-0.784283676787308,0.927255726837942,-0.235235567155339,1.71861182354518,0.555872210391866,-0.216655784648878,0.812566591971043,0.0460570035340265,0.0516273195152104,-0.281211058402999,1.1338534110119,-0.0104768175680249,-0.0268083085142624,-0.0492407626596039,"high","high","1","4"
"high-intensity forest",43,4932284,2948465,0.488484574263355,-0.576664818307587,-0.637931912265569,-0.70770056360213,-0.529045431437009,-0.269846432539153,-0.246516028020326,-0.168918609108997,0.0475954852536905,-0.215764985768311,-0.258949367825141,-0.0399305686203954,-0.303499347187038,-0.438666298020302,-0.31424094871682,-0.20020933819412,-0.752848565579867,-0.464391565042353,-0.267536677602483,0.343494221836245,0.155391911253022,-0.106107010031597,-0.481372535172576,-0.851342955327679,-1.09043092847359,-1.00228419764242,-1.21689667292905,-0.218484907848523,-1.24971146265186,-1.27311756173651,0.963564576121943,1.10203204563539,0.786696124585259,0.392312700939239,0.397361631386646,0.398728416874874,-0.220206370620291,1.18074990585333,-0.257153850950412,0.221174495318763,-0.524121400027247,"high","high","1","4"
"low-intensity forest",41,5064284,2948465,-0.659104779694389,-2.03436009805924,-2.14264773541692,-2.28986046256377,-1.72896773912541,1.02982441034557,1.41203671964102,0.929736458897574,0.777734907039871,1.34585745262794,0.74289488315104,1.98636704743569,0.486652522359067,0.0444570334858054,0.390193787060342,-0.547368492332517,-2.28914767801072,-1.72230470611718,-0.340234873907819,-0.752664601405853,1.35023226333025,1.37496544743962,-0.0519601083471875,1.27921313093391,-0.377514812713412,1.84150768227003,1.14554221253342,0.151186336606137,-0.996808181107922,-1.07870322826655,-1.56777402035195,1.41996680097551,2.08727269916916,-0.951839335383275,-1.64715748709476,1.02874622404756,-1.00361698909005,0.384252590258442,0.765914584882864,-1.92865543121428,-1.92727369728607,"low","low","0","2"
"medium-intensity forest",42,5065284,2948465,-1.44957771378033,-1.52003994701032,-1.50722729588781,-1.54648089587503,-1.31467883838384,0.722162989042353,1.07500499378209,0.574751524469597,0.791261889387506,1.0220653448265,0.408121709639419,1.49293694398789,0.224331459910193,0.0444570334858054,0.151951489033355,-0.11162065552448,-1.56923429831234,-1.27554236169742,-0.0885130068511687,-0.237633174064955,1.05188818388583,0.927321283048037,0.502574202106191,0.0239615060196376,0.295378623389866,2.25206965370267,1.26086723209444,1.71008936519727,0.823852056536188,-1.9842958078788,-0.62200569177183,2.46141938445283,1.42895458179348,-1.54589289140087,-1.77433056712176,0.243360781137692,-3.22691686822987,0.814139678517142,0.31574103129554,-1.80089176298849,-1.37040723945251,"low","medium","1","3"
"bare and rocks",90,5068284,2948465,-1.71496083528343,-1.03083012389307,-0.764233137759653,-0.665961585094047,-0.830033743147836,0.0432396557596581,0.319092585232159,-0.111612628469309,0.813189883677514,0.301144599843325,-0.236972339888982,0.535261110599898,-0.358086108580632,0.0824498083759599,-0.232093326192047,0.405576659712582,-0.706516192771702,-0.835213153484094,0.35813937344941,0.372412000371003,-0.419296834699042,-0.348641278505805,-0.0836459316062847,-0.92569390505205,-1.10796869825781,0.0784311691875319,0.377894511687826,-1.61070963869056,0.897957782510189,-1.00060416394369,0.547569298987604,0.806458695146635,0.907794318948861,0.79154956808189,-0.4485602256719,0.0878293383734778,0.151406708866133,1.33746271541493,-0.357064702644046,-0.674153703800779,-0.741956442476009,"low","none","0","1"
"high-intensity forest",43,5069284,2948465,-1.97099688598128,-0.967661707409165,-0.65367613319334,-0.543225042029476,-0.760016059607381,-0.103965015041996,0.155884609547649,-0.245564440549441,0.823311104066921,0.145295304477126,-0.364048504007205,0.35244413045856,-0.488668081324459,0.0933325314284081,-0.260594358242549,0.484473940195109,-0.59807427562403,-0.772097293614703,0.402436529303881,0.457446859807625,-0.756559954710082,-0.398303173149629,-0.103490401440915,-1.23348077704613,-1.00556349799157,-0.677121514012247,-0.408240507675994,-1.45096198050087,1.13753660478343,-1.01809474766548,0.867093368044828,-0.127852481384894,-0.474993134781788,0.597680876800799,-0.856585773746936,-1.85218922168542,-0.313659834291436,0.471211830482495,-0.084256267699393,-0.625227425710955,0.174210853707227,"high","high","1","4"
"low-intensity forest",41,5041284,2947465,-0.156954276362621,-1.74712653513428,-1.63974656411277,-1.61824188602102,-1.50847584074838,0.95601549397672,1.37845406424513,0.568085093824131,1.00835067052827,1.32699883214652,0.512289102587148,1.95650326089774,0.308386053512576,-0.148792391265017,-0.160589620829009,0.129350075127798,-1.68195553255556,-1.43254281404422,0.00484913828400275,-0.287350931773725,1.41369238612417,0.603868984491314,1.02954749283518,1.33654129710061,0.137877001735269,2.08805728928517,0.753432808869348,1.51416439215513,0.428303321164647,0.0816882077594401,-1.12884466995324,0.336949862117087,0.347437529620613,-1.43786541407729,-0.791798564437189,1.49280154342109,1.04544955471268,-1.57221224139039,0.572584680388638,-1.20286002177989,-1.13894555964862,"low","low","0","2"
"forest/shrubs and grassland mosaics",72,5046284,2947465,0.727174778687668,-2.22027720210611,-2.16300748574048,-2.21189305933502,-1.85836504280877,1.28466295710832,1.72717552684283,1.03537435211724,0.912734371264355,1.6563727208361,0.942920352333766,2.49863088762504,0.633469450808666,-0.0521679092605433,0.105610471221041,-0.205390956415287,-2.25476362858796,-1.79887548372463,-0.17887657308187,-0.698646889902382,1.00605248239537,1.37144866908977,0.405253870683499,1.8534968710165,-0.818086602989877,0.717484335249095,0.612920072526692,0.47554218244014,-0.623233006364037,-1.05670085407788,-0.704197473739204,0.79572920048119,1.2419763947126,-0.4322841288959,-0.446633005149297,-0.682666978013486,-2.14269625325042,0.427720523925458,-0.34704530609705,-0.807763879994965,-1.34894436750807,"low","none","0","1"
"low-intensity forest",41,5047284,2947465,0.360429228432556,-2.07981395217212,-2.01399808495011,-2.0417011422771,-1.76152626740976,1.27192378350528,1.70671127400527,1.03720898542645,0.89554010413759,1.6367018553147,0.939802482753253,2.46501558288642,0.631232083463153,-0.0521679092605433,0.0532455064984852,-0.117199968735787,-2.08191761674945,-1.69136179450614,-0.118817748004001,-0.580733794234897,1.19652444731331,0.796639441680976,1.97784612517475,2.58327380865481,-0.369711054142186,2.49482916860306,1.06499213997974,-0.0784913889259214,-0.466105158138736,-0.111627981908534,-0.699278413662944,1.38293495930502,1.03618630062865,-0.799618871503148,-0.234243979897161,1.25178880194824,-1.04803049306218,0.335200147804971,-0.024717440521279,-0.656441215719797,-1.34309934896126,"low","low","0","2"
"shrub",80,5062284,2947465,0.21727202322998,-2.0583295405398,-2.13859351703619,-2.25389562957289,-1.74621312131211,1.14484621245156,1.52639162088728,1.0650995005632,0.750177996504639,1.459346897021,0.881618775605033,2.16907713755015,0.589190587416695,0.0444570334858054,0.326095982103044,-0.485970563639812,-2.26479145912097,-1.73326321442945,-0.291954392392079,-0.72774729119261,1.50670284294059,0.980613208245164,-0.926241145697672,1.51928196871215,-0.350947309715252,0.353456368180662,-0.17862309911213,0.27698914672628,0.846842420750701,0.586198778572507,0.139519199025989,1.35206460429596,0.932392608342644,-0.395513091265103,-1.01137242914323,0.383444422193285,-0.611539290793414,1.03685994732252,0.433904228154009,-0.969889764470246,-1.05843907352621,"low","none","0","1"
"bare and rocks",90,5066284,2947465,0.0322584850848808,-1.20902182400455,-1.03140589467045,-0.97964603564548,-1.01798708668377,0.44583384879208,0.764808775012739,0.280149188246663,0.790858186200009,0.726747712635965,0.134789191009715,1.07775784753704,-0.00819463826546012,0.0798595175630495,-0.0930170501105717,0.250155913115904,-1.0180073338248,-0.986140548963185,0.184587948292308,0.155083790743476,0.0931828366721671,0.265348603080414,-0.0731677000515076,1.44689432103697,-0.501578633996125,0.0623042425797028,0.497826759438429,-0.723509381745973,0.990355562311913,-1.51509426080063,0.0109989078884509,0.0572935510555705,0.914591635588886,0.40235612742894,0.0487102793435865,-0.363544254048858,-0.399577203116036,0.516512521110172,0.24968492498456,-0.215557125866541,-0.816871214277196,"low","none","0","1"
"high-intensity forest",43,4963284,2946465,0.447974752411595,0.164879207713977,-0.295752347215787,-0.187713558465878,-0.484700042523344,-0.156009673878207,-0.126446353276176,-0.0478666133041764,-0.133068916123795,-0.146488838490906,-0.145213049573081,0.0320536083729646,-0.121176498311929,-0.128613279430625,-0.551946126261714,0.553705301858833,-0.244833241978788,-0.502764043347593,0.449496268108036,0.703753854269994,0.714549162969601,2.75226397557628,-0.271886763342328,1.25241716143618,0.868127091275351,2.20232657285141,3.06632727894417,1.57214597065005,-0.61027810570352,-1.01642535847609,-0.828403996421661,-1.10242897593776,-0.53219721913274,0.0804151258859695,0.217393156830312,0.193934341315881,-0.560026549972882,-0.881691638861912,0.0303198776120302,-0.0238288610996921,-0.151728970645806,"high","high","1","4"
"medium-intensity forest",42,5041284,2946465,0.174786148772581,-1.54424107996644,-1.38798578667326,-1.31867531703268,-1.33620748656874,0.891809386261108,1.30187092422672,0.49888338519105,1.00093120225049,1.25549133552051,0.450828617679538,1.84454328632926,0.259075175021227,-0.148792391265017,-0.304981432068746,0.308656460055138,-1.39457344555513,-1.28840300787061,0.157502764074255,-0.0798039335465355,1.23831523223235,0.268892569575719,0.471193460493471,0.382059465971919,0.187092115964354,1.3357008415655,0.0192628817169501,0.917334809129813,1.02300413235673,1.27719387626027,-0.257869925187685,0.55854503824447,0.683954683571269,-0.042909238065482,2.2868186827896,1.04065752526589,-1.02985143051714,0.26148930640202,-0.376007845423348,2.1135338289003,-0.456932501271732,"low","medium","1","3"
