"Land_system_names","Land_use","lon","lat","BIO1_Annual_Mean_Temperature","BIO10_Mean_Temperature_Warmest_Quarter","BIO11_Mean_Temperature_Coldest_Quarter","BIO12_Annual_Precipitation","BIO13_Precipitation_Wettest_Month","BIO14_Precipitation_Driest_Month","BIO15_Precipitation_Seasonality","BIO16_Precipitation_Wettest_Quarter","BIO17_Precipitation_Driest_Quarter","BIO18_Precipitation_Warmest_Quarter","BIO19_Precipitation_Coldest_Quarter","BIO2_Mean_Diurnal_Range","BIO3_Isothermality","BIO4_Temperature_Seasonality","BIO5_Max_Temperature_Warmest_Month","BIO6_Min_Temperature_Coldest_Month","BIO7_Temperature_Annual_Range","BIO8_Mean_Temperature_Wettest_Quarter","BIO9_Mean_Temperature_Driest_Quarter","Top_Rao","Cec_Rao","Clay_Rao","N_Rao","pH_Rao","Sand_Rao","Silt_Rao","Soc_Rao","Hyd_feat_Sha","Landform_sha","TWI_Rao","C.hull","F.eDep","F.eRDC","F.rich","F.disp","F.div","F.eve","F.dist","F.nMST","F.rao","Sp.rich","intensity_bi","intensity_ord","intensity_bi_N","intensity_ord_N"
"medium-intensity forest",42,3355284,2831465,0.957536149934778,0.158667175329259,1.65325867399217,-0.631516278558667,-0.469884005664862,-0.72644834666672,0.463454845077546,-0.437235263845999,-0.851148431047427,-1.47927226677671,0.299312891339155,-1.51065168294549,1.80785375408412,-2.47432019945315,0.0346800976090618,1.69982862333076,-2.40973412666594,-0.357801874406133,1.6530965023692,-0.93141192053801,-0.175089825658733,-1.2074702910218,0.408247979768929,0.187588225953,-1.35003996495039,-1.04557198638701,0.965709025459737,-1.27843053693979,0.958890257911813,-0.914196620283921,0.069544788922484,0.991675164979105,0.831227742130062,-0.710763376524981,-1.71132119694924,0.240802740393139,-2.16825545352532,-0.0335272819408253,-0.258208686146146,-1.53810616260326,-1.30975454835954,"low","medium","1","3"
"forest/shrubs and cropland mosaics",71,5651284,2807465,0.444698448314128,1.0739658605157,-0.271880845811357,-1.29623339927498,-0.905452901459962,-1.49086227443659,1.27273794841792,-1.08662388607596,-1.53306501764937,-0.712820581139293,-1.83793221220438,0.759270873578571,-1.22784132395634,2.05145950072236,1.11372658852906,-0.262184441780353,1.72168004631552,1.34695855160198,-0.517686725290659,-0.117377129553551,-0.684226925041861,0.708231387581685,0.669448646382577,1.88462448544502,-0.00202874424318964,-0.490233994485825,1.12203244024526,0.415524575075899,0.236787200345288,0.940571609663205,-0.67160281639263,0.512638920051356,0.565456785790095,0.0158659328388226,1.42403598377823,0.512678789504344,0.375960712002392,0.0565989278663134,0.0570828014078224,1.68718261128243,0.440000291029838,"low","low","0","2"
"medium-intensity forest",42,4199284,2708465,0.238719022249931,0.141315034858475,0.353955556720893,-0.0460432741798384,-0.241412595884342,0.53954344219754,-0.848705394018024,-0.106397174519308,0.360376508174546,0.290558720854365,0.134566601682915,0.403106327358698,0.960208778867566,-0.391378456731254,0.170215246388711,0.332047184022365,-0.273554304533432,0.745412107047703,0.0743408016825712,0.697278387577026,-0.0934396262938225,5.15020262324838,0.95288703017106,2.27382679621228,2.96390085346947,3.54469928295231,2.60003331338419,-1.27843053693979,0.418487637594492,-0.92270748229381,-0.742422307120509,-0.658925355824477,-0.458561778459252,0.315165430663986,0.254710961273022,0.838152249977494,1.07970693605341,-0.48835245663469,0.315030946949797,0.095699016147696,0.303106253068583,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,5601284,2707465,0.222513037653806,0.737554408197392,-0.364681242407788,-1.30796683067768,-0.914601223908032,-1.67667613257373,1.85712981572705,-0.915136477960178,-1.69017881316344,-0.534551053528644,-2.10334602801819,1.20418325006599,-0.326957314654572,1.70818202897145,0.762992637488848,-0.364226046075687,1.44573694691361,1.14401823043025,-0.761810132090907,-0.125696065994688,-1.09850161632346,-0.709491109705056,-1.39409546527185,0.206843703006432,-1.23280796488735,-0.341543952198011,-0.944039400591086,-1.27843053693979,0.846024616197419,-1.01450362237113,-1.25985982811104,0.690106878523122,0.989914225499318,-0.8567482856029,-0.0517165372453006,1.39664688567023,-0.116238501509553,-0.166055709835791,0.208844466465272,-0.376670550838989,-1.32129826525604,"low","none","0","1"
"forest/shrubs and cropland mosaics",71,4075284,2697465,0.621064608079999,0.552282136302864,0.63869360752117,0.127419166449914,-0.174098604591863,1.00194880607484,-1.53385624633037,-0.187268411232182,0.714167764279254,0.0804978021584808,0.441902706237262,-0.169769232402713,0.117385148936048,-0.277084166845884,0.496535425020022,0.613266211634324,-0.285484131825099,-0.910216461049013,0.263723853816807,0.212057147256328,-0.0333384413920525,-0.219896530854167,1.08305431210732,1.07832442695392,1.60702161828357,2.79659670668258,0.0184721589526861,0.914463481803742,0.792038540915216,2.43666614131091,-0.834849248912681,-0.63942993218142,-0.856988424671783,-0.429209636770002,-0.855031891963159,0.125515951337095,0.0229716963327316,-1.14933835180626,1.49708187665817,-0.659348457673274,1.01409582070936,"low","low","0","2"
"medium-intensity forest",42,5624284,2687465,0.290618975183716,0.809869973476853,-0.280146886954758,-1.21283211936766,-0.78176383225392,-1.55814299494029,1.59397115860157,-0.840039775340392,-1.57189531120073,-0.44174897434064,-1.91720391610011,1.03746936738862,-0.458466143060243,1.67293332398579,0.831348976573064,-0.259879477793608,1.37769888856587,1.45946659733857,-0.718774330530727,0.0200074836020104,-1.04520533730121,0.663695340193414,-1.26589186566184,-0.053906056338638,0.0487374678422352,0.204900201018897,-0.450575093028576,-1.27843053693979,0.142046861865281,-0.992010422859652,-0.330906761257473,-0.572439021748411,-0.897127906993135,0.429217971390933,1.16742383170033,0.980994951814888,1.33499404437683,-0.236429174089512,-0.29794383450496,0.892303097791226,0.187331977790532,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,4086284,2683465,0.0477268337128675,-0.0973006961759762,0.207804549216473,0.359723044158234,0.0327462081920188,1.37689658612845,-1.5611054020589,-0.0106980290429794,1.00214407887806,0.329798630126485,0.644186755250558,-0.0640801922415182,0.550092282821638,-0.508300572586827,-0.136316879359669,0.20627399347443,-0.461944737974177,0.593349986596954,-0.0159265365716422,0.739802326911777,1.91005648640588,0.300146712386343,-0.283457336591579,0.626902028412611,1.15157466090484,1.37196783295642,-0.248113468848145,0.120597562211268,-0.142055252901364,-0.882584717693856,1.1035701815101,-0.252947584672452,-0.653183399899856,1.79930363583385,0.629278989699936,0.318021313657365,-0.372610269321645,1.07956112451681,-0.848657194179748,0.802933401890973,0.926177868116441,"low","none","0","1"
"medium-intensity forest",42,5633284,2669465,0.482537326377745,1.02749103453784,-0.104283388878153,-1.27043809928942,-0.963007072833195,-1.53326784623028,1.27541030683575,-1.0250465190125,-1.53610048095576,-0.630859433776991,-1.86400614407663,0.776886385555694,-0.778688989010443,1.72092260411904,1.01419048413603,-0.0756105474430383,1.33251210712662,1.5994031515839,-0.629243552608027,0.264614542629022,-0.489995737347316,0.322822279907838,-0.397091007224765,1.25595222622007,-0.893032580002307,0.46610314008022,-0.0551861015404548,-0.492861510874862,-0.176908423986302,-1.07225613323423,-0.456310850180815,-1.34799487981875,-0.0361633669497947,0.892716428528628,1.44083853738831,0.94718617808566,1.24358396466711,-0.161360234176511,-0.143181406747215,1.15721251223888,0.429950417794141,"low","medium","1","3"
"high-intensity cropland",63,4214284,2660465,0.584451392716909,0.59463790971853,0.512859660214302,0.933021192443964,0.951693726665616,1.42021605114311,0.256061526685949,1.053371506009,1.13144785102768,1.49366089348858,0.498348535994424,0.350174117769485,0.392708212950413,0.0107322769266906,0.478649107368807,0.380987537152332,0.0279353787299898,1.32106623655268,-0.315060689881352,0.0520595207122923,0.899279864503756,-0.43262946272381,-0.0923837219081922,-1.57449692181188,0.460815013791233,0.657543313726727,0.43574745070653,1.52911175901181,-0.0473092748637478,1.3016770345868,2.14523860388628,0.824247245361448,0.385859879992442,0.709505635049447,-0.615940816621187,-0.43552266655211,-1.2447773967788,1.09019679502562,0.369828632150524,-0.487639146973856,0.872001161209731,"high","high","1","4"
"medium-intensity forest",42,4076284,2655465,0.137240906684674,0.0405032842550659,0.255080797340339,0.187010227537725,-0.21178196425168,1.09345942093647,-1.67756192889378,-0.179264338782186,0.778237374639457,0.186980808407277,0.512139101484523,-0.275457768601225,0.134146265529094,-0.388450232505234,-0.0173293034454677,0.242461167177758,-0.370597548042085,0.629209775949219,0.0114358541943142,1.05877056189849,3.26174871585531,-0.0908511087314952,0.32445445035876,-0.406465850909777,0.287112609913973,0.279500460314471,1.05746144595237,0.853851983053691,0.413514252711419,0.744820696387732,0.0310105879625587,-1.20200243110479,-1.95381017428766,0.721769095795728,0.593496917200624,0.47766617574988,-0.274058750261758,-0.415417188225521,0.903497542241071,0.807068561587345,1.51467608236941,"low","medium","1","3"
"forest/shrubs and cropland mosaics",71,4056284,2637465,0.378362912462784,0.287927246217173,0.43910651174497,0.0155505620687206,-0.266953000792721,0.940675695965398,-1.80648311789608,-0.268091580049943,0.634836978381118,-0.083926059037929,0.492808183761142,-0.486834840998247,-0.21693380218834,-0.328902865972564,0.176987809195101,0.405471240625312,-0.371286463865832,-0.98900092234081,0.121528860435491,0.749420456181505,2.05684213887688,0.970190964486086,-0.441647834080451,-0.273016781199037,1.36427556709037,0.45426474982091,0.654987211715402,1.01552044171113,0.323177233830935,0.170335336624261,0.736307323820503,-1.31899995879001,-0.818906720001645,1.03223502187324,0.810072191537204,0.515760191590762,-0.25917105350617,-0.191861789948454,-0.458361319954229,0.763261257421315,0.679908660675306,"low","low","0","2"
"high-intensity cropland",63,4051284,2631465,0.330671121331376,0.209573240293288,0.419595286227329,0.0158389857464317,-0.254117341094224,0.926834136142645,-1.73527537968696,-0.246029263204927,0.626302142856674,-0.102216611749095,0.500273688814073,-0.59329746389347,-0.273048968000006,-0.404695453970591,0.0661054763440149,0.383460266501921,-0.47329599790586,-1.00915884470802,0.0929885133885762,-0.0678757217282549,0.552719461349621,1.55128704459797,-0.768777153871716,-0.841333594739168,1.82667476795326,0.804344526372702,-0.690908570513531,-0.577176450496154,-0.355538592070272,-1.12210562315615,0.447633913862842,-0.862308725582842,-1.64414496358272,0.141146024928618,0.278084494181749,0.526973477066391,-0.440259885411981,-0.591918667164204,0.500831596336252,0.489916541811033,0.894998143360525,"high","high","1","4"
"high-intensity forest",43,4053284,2630465,0.569123693328519,0.482389605687482,0.578719171622471,-0.300558088013484,-0.566627528050507,0.493529772492503,-1.68013243334752,-0.531647907970986,0.198395815205219,-0.379799030054208,0.17841717379944,-0.667415761140928,-0.487981679974218,-0.287835262316868,0.331748020411708,0.530173110627852,-0.364432665909355,-0.878712354687881,0.202733453292115,-0.348772463026076,-0.35009854249351,-0.561659473158823,-1.77393820086664,0.743877281795577,-0.348742750805412,-1.2987027267073,1.016713659086,0.689535226562876,0.334161682200637,0.0329447752805783,-0.140641824821784,-0.618124049952765,-0.870523111708592,-0.229322102955593,0.445230631643474,1.12468370054427,0.820168329438214,-0.954492623549312,0.454763135702977,0.495865174045121,0.54800094343847,"high","high","1","4"
"high-intensity forest",43,4034284,2627465,-0.530500026179156,-0.818409320783267,-0.142231373800871,0.669305038796922,0.367048322676689,1.88274560260097,-1.5884237259601,0.341876676321117,1.54954541764035,0.315499206529,1.12751249662977,-0.898276535218661,0.119250809914972,-0.949355041530475,-0.942346358898246,-0.105732223897214,-0.98430449229908,-1.45499252919546,-0.312807424716876,-0.440433010016916,-0.1545696852994,0.220144571394814,-1.27211358140565,0.710879027381186,-0.638664969688473,-0.964621408071907,-1.45194368212444,-1.27843053693979,0.620869742554498,-1.31542462863277,0.945764973064764,-0.0911410142218681,-0.217059592698591,1.21025639959972,0.606501021191418,0.823423342721757,0.750864206326558,0.810431273060575,-0.781530543638141,0.536950500163066,0.148196335316988,"high","high","1","4"
"high-intensity forest",43,4052284,2624465,0.597817712601451,0.479271996117489,0.656757933034989,-0.38886869973441,-0.662984626450267,0.363755487707806,-1.56586780164391,-0.599475848618649,0.0573592622062033,-0.470568319158223,0.0714787304243268,-1.02893692682652,-0.735918003509359,-0.395670989702389,0.267040506300442,0.627161040960042,-0.582379417169975,-0.838759782772326,0.205250894372426,-0.388991234002233,-0.595036894298335,0.0371435434976441,-1.26761873631698,0.554304650846417,-0.549246344507882,-0.618892822698697,-0.229015033869137,0.703351287519085,0.796743106884706,-0.00778583038806925,0.11547614154038,-0.537673954164336,-0.712007953491706,0.447440935412487,0.547092185808749,0.780101652788289,0.0294303505607853,-0.289565991258222,0.597108513109032,0.549330767560811,0.745747367395318,"high","high","1","4"
"high-intensity forest",43,4051284,2623465,0.572650931408381,0.447494396421852,0.655536955590945,-0.356769711767512,-0.625467807009246,0.403721309084553,-1.56200065338375,-0.563610913672229,0.100159768558972,-0.44522918188004,0.110272328129312,-1.06408530089909,-0.75991840485218,-0.432165425174294,0.236662774957294,0.638107004342605,-0.634815056259344,-0.840112416160675,0.195777832544901,-0.366535682667194,-0.389161772036844,-0.728635388340773,-0.267765434533221,0.36494190662534,-0.22755439660092,-0.273206281709331,-0.117288954354444,-0.54911993988626,-0.374080870096788,-0.745802359768254,0.573030720077095,-1.04877260522968,-1.61253172132577,1.082087603839,1.18504430458673,0.408093179289658,-0.0669357974785633,-0.0233584447951674,0.726393819584758,1.24346436230538,1.01118780041106,"high","high","1","4"
"extensive perm-crops",31,4037284,2602465,0.582435752103907,0.40638417769963,0.744894201756971,0.449266915742538,0.120468314240093,1.56490037211373,-1.54274582988422,0.16823965629358,1.15227746403043,0.214345267686239,0.829216471711518,-1.6069816319318,-0.996547553073388,-0.622069824292642,0.0879185765492083,0.780864601706267,-1.02013786969557,-0.795725590361877,0.194326443264658,0.565214203166745,0.30504901205433,0.844996993119886,1.03547283992482,0.138476980074636,-0.0611040882631186,-0.0580911206062738,0.758020475707056,-1.27843053693979,-0.34847575108606,-1.30205031337456,0.259859317139098,-0.372626003679644,0.54552304178503,0.0196456968552423,0.0755335562577688,-0.591441612124962,-1.39907536862907,-0.643215906395881,0.92910385487221,0.419424652718044,0.866312448694152,"high","high","1","4"
"low-intensity forest",41,4652284,2599465,-0.998961981999944,-0.955048851171054,-0.930036515325672,1.24716638735357,0.821144180664417,0.767132091853283,0.116311064416695,0.949975459672893,0.815336465916298,1.36604700914654,0.473060155951911,0.99556990907832,0.776423961547808,0.105121888524327,-0.889993806575481,-1.03648631966692,0.421224619661096,-0.29932854444633,-0.925878930759788,1.68013991791685,0.92558788148514,-0.0241759648529907,-0.0494258859766384,-0.281584272417496,-1.1211186122234,-0.27339117561289,1.16943874515132,0.212502710487893,0.193237126453459,-1.19444831258955,1.31062280277744,0.434358284320164,0.95050131188982,0.903803587747011,0.40006875838371,-0.234059332479184,-0.261058888440749,0.808010189962976,-0.829322534315498,0.269317780736227,-0.0968733441915607,"low","low","0","2"
"shrub",80,4600284,2598465,-1.56107129758402,-1.49273040115491,-1.50111210930153,2.15769750240983,1.72352939638129,1.1289927009767,0.369683214084046,1.73790125095356,1.38506474558234,1.70710822419177,0.956764830701996,0.678286084636647,0.35802481807264,0.239450634014091,-1.46142456082921,-1.50550205296324,0.408316288035685,-1.45077269946606,-1.18829885374254,1.31625212926774,-0.241985776686452,0.36059268100016,0.859443197556975,-0.439736403392695,-0.395894155675011,-0.88714644839252,1.64478139584162,-0.594629042230428,0.378555809884091,-0.899606441713635,2.07081243818218,-0.910592598509153,-2.06454499849745,1.63710645839072,0.264828514387327,-0.257268180389813,1.00137296536977,0.498152688674615,0.698955338729569,0.559117769229613,1.76826178399566,"low","none","0","1"
"low-intensity forest",41,4677284,2588465,-0.440230021481013,-0.377523378675501,-0.459880847758159,0.666176092916996,0.661570382780315,0.313808342840759,0.234770054077224,0.654533122846503,0.331106473751227,1.0859757011348,0.0629680368678001,0.905778876035915,0.577039954255362,0.177191777961892,-0.327535523037765,-0.610821578844978,0.48582907277039,0.695938777816355,-0.675409067853084,1.6733505957506,1.70396647714846,-0.355674115918311,2.02590591276241,-1.29532222149787,-0.601017708221302,0.874142457357744,1.23842721264312,0.767141557372895,0.114639316738546,-1.104475876893,1.57041056092792,-0.0141767510658814,-0.267192208542174,1.38948527710842,0.842564982708427,-0.17450892489057,0.785717778352931,0.941516711603036,-1.59136357949819,1.19795460550578,1.78130456291699,"low","low","0","2"
"low-intensity forest",41,4677284,2586465,0.0524387726755844,0.20918553347369,-0.166827958449349,0.528614420519429,0.552205455221234,0.229445606158432,0.201681483489446,0.527600440444676,0.225096389738043,0.95622746920526,-0.00747152544368759,0.952006365955164,0.149878553086989,0.54474748944857,0.25068093383526,-0.346208204624854,0.801722583690832,1.07320935590701,-0.486672473139154,1.31805018296191,1.47846940320466,0.0620975187058124,1.09265140522628,-1.16469927106054,-0.83194389502565,-0.630137466773981,-0.190754825234858,1.11147929371217,0.272820213882281,0.315020353141671,-1.36008585774362,-1.07201370682306,-1.19758657921845,0.24691542913208,0.104917170842219,0.045156587194268,0.747075924137766,-0.36750163566668,0.0252283253459886,0.234497781080905,1.58664358363363,"low","low","0","2"
"medium-intensity forest",42,4149284,2582465,-1.55401010528214,-1.24605472930963,-1.71730452812576,-0.467075230973039,-0.746668191095407,0.00165924061104347,-1.29712623287835,-0.63836342384855,-0.0597586078842075,-0.264252531002796,-0.178883900003138,1.38459282289299,0.110854953045458,0.946364147027879,-1.06894795102328,-1.7664686573308,1.25816101926099,-0.262996132796426,-0.808643857005429,1.69887917684266,0.314549266103298,0.996198478501149,1.6625831454749,1.50793651584186,-0.120527027336947,0.0736683720839881,2.05588560236185,-0.536033901322362,-0.162764648437175,-1.8522192221825,-0.374066522874406,0.900370257588142,0.67071920951267,-0.462241902760728,-0.0184654103212096,1.01788025969676,-0.563189298466167,0.0677369589860792,-0.311185947790921,-0.304505843907553,-0.77491259617941,"low","medium","1","3"
"low-intensity forest",41,4670284,2568465,0.534417064388519,0.751155525076027,0.207493201458692,0.305199404365755,0.197740783500878,0.199466897902772,-0.0463978382893557,0.224023386824509,0.147599531318998,0.586206055394358,-0.0133349641445733,0.887117137507768,-0.0525085640878985,0.696132399940731,0.784948254126515,0.0427337286408077,0.885291121414492,0.67803966172689,-0.269690813370861,0.470135232213175,0.0226848574532667,0.182024799719678,-0.8106411677211,0.338214730863719,-0.904630333205603,0.0705004797484859,0.275191599437765,-1.16551030057373,0.763714332692379,-0.996873876107976,0.604207304085521,0.694609556604949,0.802932205195913,0.102456687719854,-0.818187336907228,-1.89827105208298,-0.54379384401528,0.68457812493774,0.742548610560161,-0.772369152793198,-1.00024381394918,"low","low","0","2"
"medium-intensity forest",42,4670284,2566465,0.736767113814486,0.994522659027276,0.337850861253039,0.190682483136152,0.0889723306570673,0.101838380180241,-0.0683611000432212,0.126449012070753,0.0519351054494166,0.471700927832096,-0.0858220057545397,0.887117137507768,-0.24588252697219,0.842776156382364,1.0279690941169,0.145478679312458,1.03026522611709,0.815971504026704,-0.194108517734033,-0.257781136339463,-0.436800765359478,-0.263500260208904,0.0105982755800001,-0.712622568349226,0.2927132218775,1.09033709616857,-0.993218212579306,0.172663660125296,0.80415348560772,1.2238628696617,0.60347729919851,0.763582531890157,0.837022158870809,0.498678019501333,0.3452516459847,-1.69297470694711,-0.045138269424305,1.10912102633217,0.0669013439417765,0.444961884532123,-0.264699408565344,"low","medium","1","3"
"medium-intensity forest",42,4154284,2565465,-2.31223908472752,-1.98257563070524,-2.39324360295291,-0.349016503988021,-0.193222265669066,-0.336753653274824,-0.310501950071036,-0.464364656440983,-0.176014284388638,-0.339470509047239,-0.415977281411906,1.13333718258529,-0.193904095303219,1.01515798268009,-1.7855842509897,-2.37045038330605,1.26474351850814,-1.44783984214011,-1.79263385828944,1.75886071653126,0.129882793565599,0.599413768782851,2.11839687048986,0.393985164256994,-1.02615657372081,-0.361779478242151,1.79900200498464,-1.16454343189877,-0.763565051096446,-1.78352412268535,3.36105532748948,-0.127468485870959,0.026175228088361,2.92360595085389,1.15115211311726,0.693276212197754,0.250962305240667,2.09112591964626,-2.87424248486914,0.697441935130391,-0.903688599248839,"low","medium","1","3"
"forest/shrubs and cropland mosaics",71,4855284,2561465,0.935950867930695,1.22518002950131,0.47844639903029,-0.855365433640235,-0.874052496354756,-0.804480701037973,-0.0994206780439035,-0.982894779800654,-0.899442408736767,-0.599212730787617,-0.947558792285674,0.891988440899964,-0.314811777539552,0.982249880770922,1.41183609419447,0.396359547102815,1.1315157334309,0.96002725912222,-0.116167304777053,-0.674600528584582,0.171673964254439,-1.23713389276386,1.23796594952108,0.757553592628029,-0.691072412246498,-1.19169860236501,-2.48932407972997,-0.666184817973352,0.33892287872795,-0.571936804935569,-1.22554127532524,0.226700239910853,0.276915841316868,-0.289289286313566,0.315160612476502,0.374036140937348,0.694610967601721,-0.383236134704793,0.0335200610265392,0.593510939373006,0.700555639582279,"low","low","0","2"
"medium-intensity forest",42,4991284,2551465,1.01318118334248,1.38327719116091,0.440028355677028,-1.18919606496622,-1.12734197082757,-1.15186303569197,-0.131230676243419,-1.32789704558281,-1.19932952796182,-0.940427620771061,-1.26529582153364,1.04862609349006,-0.451067753151143,1.28732143751355,1.58856455648424,0.374197029338279,1.3766746597305,1.8281838061919,-0.130159310530678,-1.19550959901117,-0.523429184241087,-0.618094231867234,0.0353739529860207,-0.62233437152623,-0.285613134935746,-0.967923670389797,-1.39414726538314,0.771480851599433,-0.772075965992389,1.09012007942895,-0.845459462460527,-0.413538834158928,-1.25591966722723,-0.252766954382305,-0.701274443052609,1.18004233034992,0.244829278174117,-0.724892778810817,0.847328667039396,-0.543344379073617,0.593257031073874,"low","medium","1","3"
"medium-intensity forest",42,4658284,2523465,-0.0987808208202146,-0.058851773647549,-0.099423892689051,1.33585655260711,1.02161486635805,1.86457832012982,-0.301586774499276,1.07423138391494,1.57337600288161,0.886733954622963,1.0313290084698,0.221893437998788,0.0399131751982076,0.0645608775412493,-0.0320266895760364,-0.135772844582381,0.157182083869871,-0.542484337961486,-0.504092543824514,0.0354255474076681,0.181686265082277,0.118864216322823,-1.31924922035151,-1.21465921402015,-0.652844832468523,0.404670128682049,-1.10315708878989,-1.27843053693979,0.945839851597789,-0.522087315013653,-0.575940097594155,-0.268853055565454,-0.298469678511472,0.446154484945859,1.18961273582939,0.97275986822943,0.653766543748325,0.130068571365225,-0.496264300088999,1.17016468695156,0.666917369611874,"low","medium","1","3"
"medium-intensity forest",42,4659284,2522465,-0.0295444435165785,0.0277323598940947,-0.0596871877344162,1.29502852727264,0.99871647747925,1.82294190078723,-0.290256215950362,1.04924548525631,1.5295459173749,0.858823736152067,1.00828168125177,0.179286416067271,-0.0109821175014275,0.113005366434946,0.037455125022688,-0.0880714716816852,0.172201058488114,-0.505889282371944,-0.476397582850979,0.119940518417234,-0.818981782495495,-0.0743220514642585,-0.547834837942495,-1.05503647113901,-0.382410347576958,0.60813612047395,-0.840265604399283,-1.27843053693979,1.13228856138809,0.109542895718922,0.670125531598111,-0.685451415437336,-0.455626740995015,1.4296953700408,0.321982925910386,-0.453513089444341,-0.221484295859784,0.537393934787626,-1.55162255880531,0.608782147382094,0.814529927179583,"low","medium","1","3"
"medium-intensity forest",42,4809284,2515465,1.12474388563268,1.46405423174885,0.626001523143107,-0.721869563663575,-0.824561709787932,-0.588528340835228,-0.327542500832801,-0.865322410203017,-0.719603653706737,-0.479101778406589,-0.784433384171558,1.30987229022719,-0.106911054650746,1.06077240379539,1.66532380593201,0.448876393571163,1.36156728440922,1.08893721369862,-0.0342914064394499,-1.28712583989799,-1.04382005849523,1.76148331996119,0.344831651435213,-0.47340672170521,0.478711259161197,-0.0590622635315191,-1.17182552944771,1.11876441246507,-2.15532802398071,0.38797106481845,0.335153859202859,-1.19796480570487,-1.56961539593269,0.0687087719768358,-1.12349520685327,-1.8504382479102,0.740936590911393,-0.92321910530907,-0.239969216582467,-0.739537338273737,0.942046565076177,"low","medium","1","3"
"medium-intensity forest",42,5336284,2514465,0.622385493707347,1.02720543980241,0.107513463639388,-0.900151362722282,-0.946238717299365,-0.659433949179575,-0.487199504979184,-0.965979667891611,-0.852439144985165,-0.701302454569225,-0.752803826368684,1.62238661174068,0.257586626527712,1.35764098009656,1.14522322548024,-0.00528140511801777,1.3891556196812,1.32292252731357,-0.300384934698507,-0.346587796734096,-1.44801229642554,-0.582519659698428,0.467591240046073,-0.654711946985629,-0.809543643358288,0.277257326366774,-1.96462419952002,-1.20289296790317,0.946131698705028,-0.980459993156907,1.20354270350734,-0.151427592724346,0.263820722097986,1.25972409697895,0.811073194730997,0.825116896885837,0.282548139906844,0.638335603039388,-2.79572937860185,0.43981604562875,-0.439504860811398,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,4713284,2512465,0.150662019649999,0.250275542512625,0.0201281092732447,0.720926863464517,0.441970067640081,0.874698510835153,-0.404424137897037,0.514600880208264,0.806202898697877,0.697310226472426,0.478132492331042,0.775514599104878,0.27226713719097,0.287620416608072,0.364273605790178,-0.0581554465006367,0.52330975154371,-0.272258777464515,-0.407935619550665,0.181884639989139,-1.09642422246095,-0.303271099128911,-1.85678799147822,-0.43505474868048,-0.249872948663152,-0.225838880482019,-0.623603983655869,0.552654717940878,-0.0322634050757196,0.656672327421329,0.973080334074611,0.160904866741533,0.423094338014944,-0.0871682121690643,0.0621998470486802,0.0632696820178981,-0.263017237707842,-0.542095742813305,-2.1015813235545,0.128106655017469,-0.173482406266875,"low","none","0","1"
"medium-intensity forest",42,4855284,2499465,1.16480268142605,1.4948037967637,0.626001523143107,-0.752874183842858,-0.860649820254019,-0.662082560527444,-0.476725870019367,-0.933292659712921,-0.669477410758447,-0.604109315897274,-0.772911280929394,1.20418325006599,-0.217909086217905,1.12437778185388,1.64155085209179,0.440684476952919,1.34470347856729,0.196565100584912,-0.022764030863844,-1.70518714176672,-1.18473963014607,-0.653526677470609,-0.393014771832172,-1.14359777568358,-0.400554642034853,-0.305448322183213,-0.538388290148793,-0.369897773159545,-2.02662416931793,0.822634861312835,-0.382386151016684,-0.414636545564065,-1.15183588552002,-1.00470409664541,0.155910104373174,-0.183618776177344,-1.32327704747949,-1.42963890771375,1.39943964221841,0.233463217113652,0.998547183406801,"low","medium","1","3"
"forest/shrubs and cropland mosaics",71,5428284,2499465,0.809026686051798,1.3213355754331,0.128349443908319,-1.25567691315274,-1.34778617768114,-1.1888605133602,0.221521898288168,-1.26998619884025,-1.32168779637268,-0.881232228125035,-1.4164265025122,1.33854474369251,-0.373091691432572,1.74428186234855,1.37072667333607,0.0135101120628139,1.63408592347293,1.78835357915836,-0.272435128873375,-0.536746783806915,-0.0431069323394155,1.2092423822856,-0.205285962831686,1.39834254594309,-0.0291781158922907,1.03256828790603,-0.564705711016784,-1.27843053693979,0.727621633837149,-1.01632732675192,-0.100347289036926,-1.05450554156764,-1.2939857400404,0.557973803692242,0.781907060007104,0.0027656462006425,1.82247109075966,-0.417142967861471,0.354554691282798,1.16179838620743,2.02101915731349,"low","low","0","2"
"medium-intensity forest",42,4940284,2498465,0.856773004278192,1.16118979008476,0.371745192118822,-0.70797630844163,-0.675898750008158,-0.789938306407504,-0.345996337444893,-0.784290969984558,-0.685208994595639,-0.394867684243146,-0.768153492977238,1.20418325006599,-0.0878528573198128,1.07012888718843,1.29803621749733,0.220428581705262,1.24796750370926,1.40219722309426,-0.171951946486004,-0.168307895907581,-1.3349224782219,0.0114036112159288,-1.47233608452856,-0.351439324517881,-1.12345115901044,-0.936930018849296,-2.013818189513,-1.27843053693979,0.071207438575346,-0.856443928246139,-1.30690820958455,0.690582955230447,0.16895723490452,-1.68946152850969,-0.608095833257722,0.916562980225865,-0.0245704425345479,-1.31582577509112,1.10397609058901,-0.887553187957496,-0.739985042416015,"low","medium","1","3"
