"Species","SLA","PlantHeight","SeedMass","LDMC","StemSpecificDensity","N","P"
"Lactuca tatarica",2.93615384615385,-0.373076923076923,-0.534615384615385,-1.82461538461538,-3.46461538461538,3.19923076923077,0.767692307692308
"Lamium galeobdolon",3.16375,-0.56,0.82,-1.77375,-1.7825,3.55625,0.96625
"Lamium maculatum",3.53862068965517,-0.656896551724138,0.339655172413793,-1.68034482758621,-1.6248275862069,3.46379310344828,0.928965517241379
"Lappula squarrosa",3.42538461538462,-1.19615384615385,0.295384615384615,-2.11846153846154,-0.85,3.56,0.245384615384615
"Lapsana communis",3.99,-0.42,-0.147954545454545,-2.16909090909091,-3.75409090909091,3.14886363636364,0.734545454545455
"Laser trilobum",2.85083333333333,-0.261666666666667,2.7,-1.61583333333333,-5.13166666666667,3.115,0.925833333333333
"Lathyrus niger",3.33416666666667,-0.541666666666667,2.99416666666667,-1.39,-0.590833333333333,3.70166666666667,0.825
"Lathyrus pallescens",3.4525,-0.87,2.68,-1.5225,-0.545,3.525,0.6475
"Lathyrus pratensis",3.26917431192661,-0.704678899082569,2.43,-1.17880733944954,-0.472110091743119,3.61110091743119,0.718623853211009
"Lathyrus sylvestris",3.31666666666667,0.347878787878788,3.67272727272727,-1.39636363636364,-0.59,3.56757575757576,0.751212121212121
"Lathyrus tuberosus",3.4303125,-0.33375,3.37875,-1.654375,-0.6059375,3.6178125,0.728125
"Lathyrus vernus",3.69793103448276,-1.10810344827586,2.68551724137931,-1.64724137931034,-0.622068965517241,3.80810344827586,0.991724137931035
"Lavatera thuringiaca",3.02,-0.102222222222222,1.18444444444444,-1.45222222222222,-0.987777777777778,3.37333333333333,0.552222222222222
"Lemna minor",3.13,-5.23818181818182,-1.11636363636364,-2.30545454545455,-2.53,2.90636363636364,0.484545454545455
"Leontodon hispidus",3.30932692307692,-1.21615384615385,0.147884615384615,-1.93538461538462,-3.70923076923077,3.13163461538462,0.811634615384615
"Leonurus quinquelobatus",3.2,-0.14,-0.11,-1.485,-2.63,3.86,1.42
"Leucanthemum ircutianum",3.15538461538462,-0.464615384615385,-1.91692307692308,-1.92,-3.68230769230769,3.03538461538462,0.778461538461538
"Ligustrum vulgare",2.44651376146789,1.53403669724771,2.60963302752294,-0.995045871559633,-0.220183486238532,2.80605504587156,-0.00293577981651376
"Lilium martagon",3.2548,-0.3228,1.7804,-2.0552,-2.5304,3.6532,0.9156
"Linaria vulgaris",3.31902912621359,-0.626990291262136,-1.90757281553398,-1.60592233009709,-7.60844660194175,2.87349514563107,0.246893203883495
"Linnaea borealis",3.36447368421053,-1.75289473684211,0.258947368421053,-1.39289473684211,-0.626052631578947,2.24526315789474,0.276315789473684
"Lithospermum officinale",3.1,-0.4164,2.6588,-1.5904,-0.5976,2.8424,-0.012
"Lonicera periclymenum",2.71984126984127,1.37968253968254,2.03650793650794,-1.28253968253968,-0.620634920634921,3.14825396825397,0.646349206349206
"Lonicera xylosteum",2.64914285714286,0.888857142857143,1.07085714285714,-1.13314285714286,-0.624571428571429,3.07714285714286,0.4
"Luzula luzuloides",3.1512,-0.3596,-1.4616,-1.3652,-1.5944,3.022,0.7272
"Luzula pallescens",2.945,-1.5875,-1.5275,-1.4325,-1.6325,2.82,0.5025
"Luzula pilosa",3.29534090909091,-1.15238636363636,0.0757954545454545,-1.41659090909091,-1.49136363636364,2.82727272727273,0.875681818181818
"Lycopodium annotinum",3.13826086956522,-1.23130434782609,-7.97391304347826,-0.982173913043478,-7.21869565217391,2.3104347826087,0.0852173913043478
"Lycopodium clavatum",3.0425,-0.999375,-7.99625,-0.95625,-7.256875,2.12375,-0.17375
"Lycopus europaeus",3.33,-0.269,-1.379,-2.30925,-1.70225,2.98875,0.4905
"Lysimachia nummularia",3.32193548387097,-0.858709677419355,-1.60967741935484,-1.54709677419355,-1.53483870967742,3.14741935483871,1.03
"Lysimachia thyrsiflora",3.61428571428571,-0.637857142857143,-0.382142857142857,-1.66642857142857,-1.59642857142857,3.26642857142857,0.922142857142857
"Lysimachia vulgaris",3.12116666666667,-0.189333333333333,-1.3295,-1.54416666666667,-1.65383333333333,3.27683333333333,0.789666666666667
"Lythrum salicaria",2.93875,-0.2503125,-2.63453125,-1.3046875,-1.24796875,3.13703125,0.30578125
"Maianthemum bifolium",3.50593220338983,-1.73084745762712,2.57491525423729,-1.45203389830508,-1.56542372881356,3.21118644067797,1.0064406779661
"Malus domestica",2.77133333333333,2.00666666666667,2.91866666666667,-1.02866666666667,-0.505333333333333,3.304,0.634666666666667
"Matricaria discoidea",3.37636363636364,-1.30181818181818,-2.69818181818182,-1.71,-3.62909090909091,3.19636363636364,0.908181818181818
"Matteuccia struthiopteris",3.2628,-0.2032,-5.176,-1.1948,-6.946,3.3544,0.2064
"Medicago falcata",3.2475,-0.675,0.9409375,-1.661875,-6.3175,3.4596875,0.9515625
"Medicago lupulina",3.51084507042254,-1.4730985915493,0.318943661971831,-1.50528169014085,-6.26197183098592,3.57894366197183,0.311056338028169
"Medicago sativa",3.00147887323944,-0.439014084507042,0.83,-1.42669014084507,-6.9080985915493,3.78345070422535,0.674718309859155
"Melampyrum nemorosum",3.56428571428571,-0.739285714285714,1.86071428571429,-1.76928571428571,-1.07857142857143,3.15214285714286,1.00857142857143
"Melampyrum pratense",3.24278481012658,-1.36518987341772,1.88455696202532,-1.67759493670886,-1.25658227848101,3.25632911392405,1.07025316455696
"Melica nutans",2.86581818181818,-0.558727272727273,0.467636363636364,-0.870181818181818,-3.81309090909091,3.24836363636364,0.280727272727273
"Melica uniflora",3.51280701754386,-0.940350877192982,0.422982456140351,-0.981228070175439,-3.71771929824561,3.01701754385965,0.524736842105263
"Melilotus officinalis",2.87130434782609,-0.166376811594203,0.955217391304348,-1.44550724637681,-0.471884057971015,3.56188405797101,0.403768115942029
"Mentha arvensis",3.23147540983607,-0.977213114754098,-1.97524590163934,-1.76606557377049,-1.91950819672131,2.87213114754098,0.598360655737705
"Menyanthes trifoliata",3.11490566037736,-1.50471698113208,0.926603773584906,-1.67754716981132,-0.433396226415094,3.25433962264151,0.712452830188679
"Mercurialis perennis",3.28237288135593,-1.28474576271186,1.59762711864407,-1.70593220338983,-0.63728813559322,3.48661016949153,1.01627118644068
"Milium effusum",3.4925,0.0530769230769231,-1.45134615384615,-1.41538461538462,-3.72019230769231,3.30384615384615,0.234038461538462
"Moehringia trinervia",3.52,-1.74923076923077,-1.44346153846154,-1.74942307692308,-7.97307692307692,3.18365384615385,0.485961538461538
"Molinia caerulea",2.95364864864865,-0.335202702702703,-0.674797297297297,-0.984054054054054,-1.20587837837838,2.64067567567568,-0.314527027027027
"Myosotis laxa",3.63194444444444,-1.28583333333333,-1.77083333333333,-2.18777777777778,-0.727222222222222,3.22083333333333,0.182222222222222
"Neottianthe cucullata",3.82,-0.87,-7.1,-2.245,-2.39,3.575,0.25
"Origanum vulgare",3.18196721311475,-0.717213114754098,-2.40049180327869,-1.47098360655738,-2.89475409836066,3.1127868852459,0.443114754098361
"Orthilia secunda",2.84096774193548,-2.1358064516129,-7.01870967741935,-1.12967741935484,-0.377096774193548,2.87354838709677,-0.21
"Oxalis acetosella",4.12575342465753,-2.18260273972603,0.0983561643835617,-1.96602739726027,-0.516575342465753,3.35383561643836,1.07739726027397
"Paris quadrifolia",3.53392857142857,-1.12089285714286,1.52857142857143,-1.80928571428571,-2.38928571428571,3.40892857142857,1.37571428571429
"Persicaria bistorta",3.17,-0.336666666666667,1.82333333333333,-1.67666666666667,-1.09333333333333,3.45666666666667,0.76
"Persicaria maculosa",3.06888888888889,-0.383333333333333,0.773888888888889,-1.60166666666667,-1.18444444444444,3.40444444444444,0.66
"Persicaria minor",3.229,-1.002,-0.257,-1.679,-1.127,3.424,0.694
"Peucedanum palustre",2.91227272727273,0.0793181818181818,0.931363636363636,-1.56840909090909,-4.99931818181818,3.92704545454545,1.54977272727273
"Phalaris arundinacea",2.94840425531915,0.335212765957447,-0.683723404255319,-0.742765957446809,-2.28212765957447,3.20234042553192,0.592340425531915
"Phalaris canariensis",3.16833333333333,-0.734583333333333,1.35666666666667,-1.45083333333333,-2.64333333333333,3.31833333333333,0.775
"Phleum pratense",3.02919047619048,-0.550761904761905,-1.2582380952381,-1.04719047619048,-7.39019047619048,2.99547619047619,0.864857142857143
"Phragmites australis",2.62698412698413,0.0766666666666667,-2.00539682539683,-0.852063492063492,-1.78825396825397,3.17714285714286,-0.117460317460317
"Picea abies",1.41344747081712,3.6987859922179,1.92315175097276,-0.777221789883269,-0.802,2.49785992217899,0.350443579766537
"Picris hieracioides",3.33215384615385,-0.769846153846154,-0.151384615384615,-1.74917948717949,-1.43066666666667,3.32594871794872,1.08810256410256
"Pilosella officinarum",2.89071428571429,-1.54928571428571,-1.89785714285714,-1.68571428571429,-3.80642857142857,2.82714285714286,0.415
"Pimpinella saxifraga",2.85575342465753,-0.81013698630137,0.0880821917808219,-1.27575342465753,-5.0841095890411,3.15356164383562,1.22
"Pinus sylvestris",1.57183884297521,3.3146935261708,2.10104338842975,-1.04259297520661,-0.598980716253444,2.54082300275482,0.260075757575758
"Plantago lanceolata",3.00535211267606,-1.39835680751174,0.435258215962441,-1.77399061032864,-1.8593896713615,3.02549295774648,0.775868544600939
"Plantago major",2.87388888888889,-1.54430555555556,-1.55986111111111,-1.85326388888889,-1.55118055555556,3.01833333333333,0.282847222222222
"Plantago media",2.92464788732394,-1.33788732394366,-0.885352112676056,-1.87605633802817,-1.70830985915493,3.05774647887324,0.769718309859155
"Platanthera bifolia",3.15,-1.24391304347826,-5.48913043478261,-2.03608695652174,-2.43086956521739,3.27521739130435,-0.159130434782609
"Poa angustifolia",2.83304347826087,-0.446304347826087,-1.69065217391304,-0.956739130434783,-2.30478260869565,2.65717391304348,0.32695652173913
"Poa annua",3.49564814814815,-1.76435185185185,-1.52796296296296,-1.48712962962963,-1.9887037037037,3.5525,1.37898148148148
"Poa nemoralis",3.00744680851064,-0.409042553191489,-1.67127659574468,-1.24436170212766,-2.35351063829787,2.87202127659574,0.616595744680851
"Poa palustris",3.16548387096774,-0.267096774193548,-1.76903225806452,-1.26,-2.32096774193548,2.89935483870968,0.43258064516129
"Poa pratensis",2.88434535104364,-0.997950664136622,-1.56603415559772,-1.10838709677419,-2.32409867172676,2.92218216318786,0.762371916508539
"Poa trivialis",3.43785714285714,-0.786857142857143,-1.73371428571429,-1.29442857142857,-2.35914285714286,3.13457142857143,1.21628571428571
"Polygonatum multiflorum",3.78333333333333,-0.76969696969697,3.12363636363636,-1.95515151515152,-1.90666666666667,3.36151515151515,0.669090909090909
"Polygonatum odoratum",3.32452380952381,-1.07166666666667,3.19857142857143,-1.62642857142857,-1.86404761904762,3.07095238095238,-0.593809523809524
"Polygonum aviculare",3.25737704918033,-0.684590163934426,0.255901639344262,-1.50098360655738,-0.927540983606557,3.3827868852459,0.829672131147541
"Populus nigra",2.66508771929825,3.18789473684211,-0.0863157894736842,-1.21263157894737,-0.865614035087719,2.96385964912281,0.530350877192982
"Populus tremula",2.66313725490196,2.9306862745098,-2.38450980392157,-0.973725490196078,-0.682450980392157,3.29656862745098,0.538725490196078
"Potentilla anserina",2.98460526315789,-1.47223684210526,-0.252105263157895,-1.43039473684211,-1.67078947368421,3.32026315789474,0.805263157894737
"Potentilla argentea",2.81877192982456,-1.27842105263158,-2.64333333333333,-1.26263157894737,-3.53315789473684,3.25385964912281,0.637719298245614
"Potentilla recta",2.87428571428571,-0.886043956043956,-1.58098901098901,-1.22098901098901,-6.10538461538462,3.14868131868132,0.651428571428571
"Primula veris",2.94430555555556,-1.695,-0.400138888888889,-1.23347222222222,-1.52277777777778,2.81222222222222,0.510138888888889
"Prunella vulgaris",3.36928571428571,-1.63055555555556,-0.285079365079365,-1.66055555555556,-2.71650793650794,2.94436507936508,0.829047619047619
"Prunus avium",2.87260869565217,2.53869565217391,5.22550724637681,-1.11565217391304,-0.496521739130435,3.03507246376812,0.546086956521739
"Prunus fruticosa",2.605,0.5675,4.01,-1.0525,-0.78875,3.145,0.57375
"Prunus serotina",2.83079136690647,2.35618705035971,4.29776978417266,-1.13913669064748,-0.624532374100719,3.21093525179856,0.546690647482014
"Prunus tenella",2.38,0.42,5.65,-1.01,-0.59,3.11,0.47
"Pteridium aquilinum",2.63527777777778,0.125,-6.98805555555556,-0.576111111111111,-7.33666666666667,3.08472222222222,0.110277777777778
"Pulmonaria mollis",3.136,-1.144,2.188,-2.09,-0.838,3.208,1.326
"Pulmonaria obscura",3.59444444444444,-1.20777777777778,1.47,-2.00111111111111,-0.765555555555556,3.24222222222222,1.31222222222222
"Pulmonaria officinalis",3.39147058823529,-1.46676470588235,1.31941176470588,-2.20823529411765,-0.757647058823529,3.20558823529412,1.41441176470588
"Pyrola chlorantha",3.10666666666667,-2.05666666666667,-3.525,-1.405,-0.27,2.61333333333333,0.566666666666667
"Pyrola media",2.998,-2.07266666666667,-3.12733333333333,-1.39866666666667,-0.326,2.61133333333333,0.529333333333333
"Pyrola minor",3.08678571428571,-2.59714285714286,-6.13178571428571,-1.2747619047619,-0.265238095238095,2.75285714285714,0.689761904761905
"Pyrola rotundifolia",2.950625,-2.019375,-3.370625,-1.39125,-0.31375,2.561875,0.3925
"Quercus cerris",2.30754098360656,3.50344262295082,8.20311475409836,-0.87672131147541,-0.19655737704918,3.09081967213115,0.200327868852459
"Quercus petraea",2.58827586206897,3.54001044932079,7.18327063740857,-0.983019853709509,-0.298568443051202,3.04028213166144,0.262298850574713
"Quercus robur",2.64878676470588,3.33507352941176,7.75819852941176,-0.995772058823529,-0.223529411764706,3.09670955882353,0.506397058823529
"Ranunculus acris",3.00721649484536,-0.88159793814433,0.477319587628866,-1.58886597938144,-1.52221649484536,3.21809278350515,0.96860824742268
"Ranunculus auricomus",3.256875,-1.0146875,0.4078125,-1.8284375,-1.58375,3.289375,1.014375
"Ranunculus cassubicus",2.99333333333333,-1.07666666666667,-0.453333333333333,-1.79,-1.52,3.40333333333333,1.21
"Ranunculus lanuginosus",3.14333333333333,-0.645,1.0925,-1.9,-1.63916666666667,3.21916666666667,1.14333333333333
"Ranunculus polyanthemos",3.0595,-0.4885,0.7705,-1.8615,-1.562,3.2335,1.0475
"Ranunculus repens",3.19089285714286,-1.17919642857143,0.830089285714286,-1.825625,-1.44875,3.14883928571429,0.838303571428571
"Raphanus raphanistrum",3.22818181818182,-0.867454545454545,2.75472727272727,-2.118,-7.30309090909091,3.49854545454545,0.969818181818182
"Rhamnus cathartica",2.84632352941176,1.31764705882353,2.87514705882353,-1.19911764705882,-0.488970588235294,3.18941176470588,0.479705882352941
"Ribes aureum",2.806,0.667333333333333,0.87,-1.246,-0.554666666666667,3.116,0.723333333333333
"Ribes nigrum",2.79037037037037,0.50962962962963,1.73666666666667,-1.19203703703704,-0.562962962962963,2.94796296296296,0.553333333333333
"Ribes rubrum",3.32739130434783,0.402608695652174,2.26260869565217,-1.3704347826087,-0.746086956521739,3.0604347826087,0.577391304347826
"Rorippa palustris",3.67632653061224,-0.930612244897959,-2.83020408163265,-2.34530612244898,-7.43877551020408,3.52877551020408,0.921224489795918
"Rosa canina",2.77028985507246,0.734492753623188,3.08,-1.11942028985507,-0.541449275362319,3.27797101449275,1.03855072463768
"Rosa majalis",3.038,0.504,1.696,-1.055,-0.446,3.072,0.763
"Rubus caesius",3.11357142857143,-0.427142857142857,1.03214285714286,-0.997678571428571,-1.36410714285714,2.91410714285714,0.550535714285714
"Rubus idaeus",3.06786885245902,0.109918032786885,0.52016393442623,-1.05040983606557,-4.68786885245902,3.05581967213115,0.486147540983607
"Rubus saxatilis",3.30897058823529,-1.33588235294118,2.55323529411765,-1.15132352941176,-1.79426470588235,2.96485294117647,1.44014705882353
"Rumex acetosa",3.32595588235294,-0.638014705882353,-0.272867647058824,-2.14507352941176,-1.94757352941176,3.62661764705882,1.21014705882353
"Rumex acetosella",3.15774193548387,-1.54588709677419,-1.025,-2.08387096774194,-2.29620967741935,3.39685483870968,0.920887096774194
"Rumex aquaticus",3.1684,0.2136,0.75,-1.9732,-3.5004,3.5744,0.9336
"Rumex confertus",3.255,-0.26,0.98,-2.065,-3.35,3.555,0.925
"Rumex crispus",2.96573913043478,0.018695652173913,0.344086956521739,-1.92573913043478,-4.03182608695652,3.50582608695652,1.19982608695652
"Rumex obtusifolius",3.3693670886076,-0.386835443037975,0.141392405063291,-1.92215189873418,-3.37430379746835,3.59708860759494,1.31949367088608
"Rumex palustris",3.1528,-0.412,-0.27,-1.7708,-3.3832,3.434,0.8964
"Rumex thyrsiflorus",3.0485,-0.261,-0.3445,-2.064,-3.469,3.507,0.9605
"Salix alba",2.46975,2.9275,-2.06825,-1.25,-1.026,3.23575,0.42
"Salix aurita",2.63777777777778,0.746666666666667,-4.33444444444444,-1.13888888888889,-0.947777777777778,3.20555555555556,0.599444444444444
"Salix caprea",2.72389830508475,2.13915254237288,-2.40720338983051,-1.09762711864407,-0.712542372881356,3.3035593220339,0.802372881355932
"Salix cinerea",2.4190625,1.531875,-3.0971875,-0.8215625,-0.8440625,3.0171875,0.308125
"Salix pentandra",2.80384615384615,2.11538461538462,-2.11269230769231,-1.37692307692308,-0.876923076923077,3.21923076923077,0.438461538461538
"Salix rosmarinifolia",2.256,0.422,-2.672,-1.044,-0.832,3.116,0.204
"Salvia glutinosa",4.003125,-0.466875,1.575625,-2.2825,-2.86,3.131875,0.940625
"Salvia verticillata",2.66285714285714,-0.970714285714286,-0.0546428571428571,-1.49357142857143,-2.72321428571429,2.82678571428571,0.616428571428571
"Sambucus nigra",3.06132530120482,1.69072289156627,1.855,-1.48006024096386,-1.00530120481928,3.62277108433735,0.97710843373494
"Sambucus racemosa",3.24090909090909,1.32709090909091,0.210545454545455,-1.75963636363636,-0.964181818181818,4.08763636363636,0.956909090909091
"Sanguisorba officinalis",3.07583333333333,-0.255833333333333,0.715333333333333,-1.3195,-1.09266666666667,2.99033333333333,0.2005
"Sanicula europaea",3.48771428571429,-1.114,1.18142857142857,-1.65828571428571,-5.15171428571429,3.04885714285714,1.00514285714286
"Schoenoplectus lacustris",3.03615384615385,1.22384615384615,0.0623076923076923,-1.12,-1.30846153846154,3.01923076923077,0.179230769230769
"Scirpus sylvaticus",3.06369565217391,-0.229347826086957,-2.14608695652174,-1.39369565217391,-1.70869565217391,2.91695652173913,0.636521739130435
"Scrophularia nodosa",3.38338983050847,-0.0994915254237288,-2.45237288135593,-1.94694915254237,-2.45762711864407,3.10254237288136,0.640508474576271
"Scutellaria altissima",3.46142857142857,-0.441428571428571,0.00142857142857143,-1.55714285714286,-2.71714285714286,2.77714285714286,-0.124285714285714
"Scutellaria galericulata",3.80757575757576,-1.16787878787879,-0.504848484848485,-1.59030303030303,-2.70484848484849,2.86606060606061,0.013030303030303
"Sedum maximum",2.97555555555556,-0.402222222222222,-2.76555555555556,-2.60444444444444,-0.655555555555556,2.60444444444444,0.684444444444444
"Sedum telephium",3.115,-0.745208333333333,-2.93458333333333,-2.82229166666667,-0.629166666666667,2.66645833333333,0.792083333333333
"Selinum carvifolia",2.93575,-0.52075,0.329,-1.609,-4.9435,3.1105,0.97525
"Silene latifolia",3.06452380952381,-0.267619047619048,-0.326904761904762,-1.955,-7.86119047619048,3.29833333333333,1.0252380952381
"Silene nutans",3.04762711864407,-0.865423728813559,-1.12661016949153,-1.57406779661017,-7.76593220338983,3.55881355932203,1.15508474576271
"Silene tatarica",3.06444444444444,-1.06333333333333,-1.84555555555556,-1.87111111111111,-7.77,3.21555555555556,1.03555555555556
"Silene viscaria",2.475,-0.95875,-3.0925,-1.215,-7.6275,3.0125,0.76625
"Solanum dulcamara",3.54744,0.35368,1.46864,-1.74592,-1.40608,3.73296,1.09168
"Solidago virgaurea",3.17921568627451,-0.370686274509804,-0.481078431372549,-1.6006862745098,-3.80794117647059,3.28352941176471,1.61823529411765
"Sonchus oleraceus",3.52714285714286,0.0117142857142857,-1.27814285714286,-2.17514285714286,-3.62628571428571,3.54457142857143,1.28328571428571
"Sorbus aucuparia",2.66349726775956,0.889945355191257,1.65732240437158,-1.01355191256831,-0.508579234972678,3.09863387978142,0.625191256830601
"Stachys annua",3.36538461538462,-1.11153846153846,-0.0107692307692308,-1.47538461538462,-2.92153846153846,3.28769230769231,1.51538461538462
"Stachys officinalis",3.02875,-1.03416666666667,0.4675,-1.42625,-3.06916666666667,3.16604166666667,1.08125
"Stachys palustris",3.42442307692308,-0.409807692307692,0.0707692307692308,-1.695,-2.96826923076923,3.345,1.60153846153846
"Stachys sylvatica",3.75045454545455,-0.36530303030303,0.296969696969697,-1.60863636363636,-2.76924242424242,3.34015151515152,1.47121212121212
"Stellaria aquatica",3.48555555555556,-0.34,-1.38222222222222,-1.89888888888889,-7.84222222222222,3.26444444444444,1.45222222222222
"Stellaria graminea",3.38483146067416,-0.950337078651685,-1.32977528089888,-1.74393258426966,-7.8561797752809,3.26516853932584,0.640337078651685
"Stellaria holostea",3.32836065573771,-1.18786885245902,0.966885245901639,-1.74540983606557,-7.81459016393443,3.19672131147541,1.56655737704918
"Stellaria media",3.72204819277108,-1.34578313253012,-1.23469879518072,-2.34867469879518,-7.99240963855422,3.42421686746988,1.65590361445783
"Stellaria nemorum",3.82,-1.05119047619048,-1.4647619047619,-1.99166666666667,-7.87380952380952,3.35714285714286,1.40761904761905
"Stellaria palustris",3.1537037037037,-1.22111111111111,-0.782962962962963,-1.86259259259259,-7.81259259259259,3.23703703703704,1.41888888888889
"Succisa pratensis",2.84753424657534,-0.754657534246575,0.213287671232877,-1.71835616438356,-1.1358904109589,2.57013698630137,0.214794520547945
"Symphytum officinale",3.2108,-0.4692,2.2288,-2.502,-0.8928,3.4492,0.6524
"Tanacetum corymbosum",2.98739130434783,-0.187391304347826,-0.747391304347826,-1.52391304347826,-1.11130434782609,2.70695652173913,1.19086956521739
"Tanacetum vulgare",2.92058823529412,-0.181323529411765,-1.97911764705882,-1.44455882352941,-0.960441176470588,3.0725,1.38617647058824
"Thalictrum flavum",3.244,-0.713333333333333,-0.0126666666666667,-1.40666666666667,-1.27733333333333,3.16166666666667,0.897
"Thalictrum minus",3.0042,-0.6492,0.4156,-1.2542,-1.1742,3.2326,1.1044
"Thalictrum simplex",3.166,-0.704,-0.394,-1.352,-1.228,3.197,0.823
"Tilia cordata",3.24058139534884,3.13255813953488,3.44220930232558,-1.53395348837209,-0.783488372093023,3.1856976744186,0.876395348837209
"Tilia platyphyllos",3.22926829268293,3.48024390243902,4.1809756097561,-1.60073170731707,-0.786829268292683,3.36121951219512,0.709756097560976
"Trifolium arvense",2.95743243243243,-1.64621621621622,-0.953108108108108,-1.09108108108108,-5.11662162162162,3.22567567567568,-0.04
"Trifolium hybridum",3.10444444444444,-0.974444444444444,-0.152063492063492,-1.4852380952381,-5.10238095238095,3.75746031746032,0.253015873015873
"Trifolium medium",2.77333333333333,-1.08755555555556,0.978222222222222,-0.921777777777778,-5.10866666666667,3.62555555555556,0.0311111111111111
"Trifolium montanum",2.81305555555556,-1.13694444444444,0.0230555555555556,-1.38638888888889,-5.27444444444444,3.58888888888889,0.0369444444444444
"Trifolium pratense",3.13292452830189,-1.17122641509434,0.611320754716981,-1.42632075471698,-5.99952830188679,3.69622641509434,0.390801886792453
"Trifolium repens",3.29873913043478,-1.75152173913043,-0.252,-1.59513043478261,-6.21978260869565,3.80873913043478,0.468391304347826
"Trifolium spadiceum",3.495625,-1.465,-0.414375,-1.576875,-5.256875,3.689375,0.303125
"Tripleurospermum inodorum",2.82666666666667,-0.45,-0.981666666666667,-1.42166666666667,-3.52666666666667,3.05333333333333,0.418333333333333
"Trollius europaeus",3.10766666666667,-1.14183333333333,-0.0416666666666667,-1.67933333333333,-1.08083333333333,3.17583333333333,0.754166666666667
"Tussilago farfara",2.69416666666667,-1.26666666666667,-1.08416666666667,-1.81770833333333,-3.571875,3.22916666666667,0.968958333333333
"Ulmus glabra",2.6630534351145,3.17557251908397,2.4075572519084,-1.05709923664122,-0.543587786259542,3.10175572519084,0.588091603053435
"Ulmus laevis",3.36724137931034,3.40793103448276,1.93137931034483,-1.51034482758621,-0.559655172413793,2.75448275862069,0.120344827586207
"Urtica dioica",3.38393103448276,0.16351724137931,-1.80841379310345,-1.50931034482759,-1.74186206896552,3.81613793103448,1.42151724137931
"Vaccinium myrtillus",2.90593525179856,-1.37435251798561,-1.2721582733813,-0.991258992805755,-0.707985611510791,2.78553956834532,0.387194244604317
"Vaccinium uliginosum",2.58026737967914,-1.13320855614973,-1.40304812834225,-1.00508021390374,-0.671016042780749,2.96748663101604,0.0800534759358289
"Valeriana officinalis",3.3414,-0.1758,0.1532,-2.0132,-0.7914,2.756,0.3306
"Veratrum lobelianum",3.125,0.305,0.89,-1.97,-0.42,3.05,0.74
"Verbascum nigrum",2.93566666666667,-0.078,-2.16633333333333,-1.832,-2.22433333333333,2.94233333333333,0.553333333333333
"Veronica austriaca",3.09181818181818,-0.862121212121212,-1.57060606060606,-1.66636363636364,-2.50939393939394,3.03818181818182,0.803333333333333
"Veronica beccabunga",3.21921052631579,-1.12578947368421,-2.59421052631579,-1.75842105263158,-2.46526315789474,3.03,0.801578947368421
"Veronica chamaedrys",3.36102189781022,-1.44481751824818,-1.50481751824818,-1.47226277372263,-2.24737226277372,3.05065693430657,0.747226277372263
"Veronica longifolia",3.21388888888889,-0.176111111111111,-2.20333333333333,-1.57055555555556,-2.39777777777778,2.86222222222222,0.72
"Veronica officinalis",3.16,-1.78950617283951,-2.0041975308642,-1.08024691358025,-2.19765432098765,2.88037037037037,1.5620987654321
"Veronica paniculata",3.25,-0.43,-0.58,-1.68,-2.55,3.04,0.89
"Veronica spicata",2.49555555555556,-1.33055555555556,-1.88888888888889,-1.23722222222222,-2.3075,2.92194444444444,0.758611111111111
"Viburnum lantana",2.9332,1.23013333333333,3.54946666666667,-1.45253333333333,-0.287866666666667,2.43733333333333,-0.018
"Viburnum opulus",2.87739495798319,1.25705882352941,3.32789915966387,-1.14840336134454,-0.553613445378151,3.0446218487395,0.492436974789916
"Vicia cassubica",3.10176470588235,-0.656470588235294,3.29352941176471,-1.08764705882353,-0.405294117647059,3.63823529411765,0.388823529411765
"Vicia cracca",3.16283018867925,-0.426603773584906,2.79198113207547,-1.40245283018868,-0.416037735849057,3.7338679245283,0.535094339622642
"Vicia hirsuta",3.10169811320755,-0.972075471698113,1.63660377358491,-1.45660377358491,-0.439245283018868,3.59075471698113,0.46377358490566
"Vicia pisiformis",3.2825,0.0275,3.72375,-1.45625,-0.34875,3.71875,0.52
"Vicia sepium",3.61387096774194,-0.614354838709677,3.48951612903226,-1.14177419354839,-0.352903225806452,3.85,0.432741935483871
"Vicia sylvatica",3.27838709677419,0.264838709677419,3.02935483870968,-1.49290322580645,-0.499354838709677,3.6458064516129,0.487741935483871
"Vicia tenuifolia",3.34136363636364,-0.376818181818182,3.29045454545455,-1.59909090909091,-0.451363636363636,3.61772727272727,0.508181818181818
"Vinca minor",2.90736842105263,-1.57631578947368,1.32315789473684,-1.64263157894737,-0.638421052631579,3.02,0.269473684210526
"Viola canina",3.22892307692308,-1.54015384615385,0.535846153846154,-1.13815384615385,-0.407692307692308,3.14030769230769,0.841230769230769
"Viola collina",3.197,-2.319,0.602,-1.745,-0.461,2.918,0.888
"Viola epipsila",3.106,-2.026,1.222,-1.786,-0.546,2.86,0.712
"Viola hirta",2.99382978723404,-1.95829787234043,1.19893617021277,-1.48170212765957,-0.336595744680851,2.93851063829787,0.781702127659574
"Viola mirabilis",3.93535714285714,-1.26321428571429,0.867142857142857,-1.86821428571429,-0.436428571428571,3.07285714285714,1.05035714285714
"Viola odorata",3.22375,-1.86541666666667,0.8575,-1.595,-0.50125,2.85833333333333,0.844583333333333
