"location","FDiv","FEve","FDis","Q","sp_rich","Latitude","Longitude","meanDist","nMST","eDep","eRDC","convHullCont","eVar"
1,0.52745700378272,0.553925512927755,2.14613907830792,2.70920264935094,1.56413452114708,67.07371,56.993,2.89055664324607,0.717465745900764,0.298359645770129,0.677065425226788,30.1770200826084,0.415496566270532
2,0.582546907463731,0.579717305638871,1.25038889077781,1.58287389294121,1.39898911939836,37.472576,21.627188,2.48873899713922,0.679753586836742,0.529366748638791,0.839762558836248,27.2038633302264,0.24334578708898
3,0.771541945429329,0.613847646070936,2.45092610735583,2.86719869458833,1.07899220787758,36.895134,14.426432,2.28535461610754,0.825893714184682,0.914407302044722,0.939252459340951,3.27015500534487,0.0421598991465345
4,0.984333451293177,0.326749948163894,1.60656024548957,1.7482231053763,0.650244827734069,36.801379,15.094877,2.51593332175144,0.781033085999009,0.772214102194214,0.859185138410394,5.33728581924181,0.0600056036426115
6,0.698335451377031,0.675951786346836,2.55932888458993,3.22653258181562,1.77529639201241,39.4636,15.977941,3.13973988198599,0.762355930445824,0.73310807660716,0.879305943635462,14.9102864898183,0.177997179376311
8,0.516869819354483,0.556835432913085,2.06582988944796,2.68120607741517,1.37724550872377,42.412558,27.700825,2.95641930959765,0.607887647770235,0.452324113279865,0.788101259620297,60.368982393669,0.392855285921844
9,0.785384486054754,0.66858363343752,2.74632476248986,3.51616183830962,2.04050442823474,48.279677,16.792215,2.82937376152444,0.713351023666134,0.401871499054114,0.756618548679115,24.5587038845064,0.349804437703416
10,0.926011398400465,0.82039621762405,2.07436101833845,2.45583533154142,1.39069837722925,48.221323,16.911581,2.76083727025501,0.715505853345077,0.294503675210154,0.747655673656409,24.5100772613139,0.355216777930029
11,0.586454212959147,0.663846897505434,1.47297318962981,1.89582701850242,1.75273683407196,48.300352,16.778151,2.49194606005202,0.716042353709229,0.232237384116874,0.701733110560836,21.7016925991811,0.364288088987478
12,0.503733278805164,0.771748094025615,1.88454340376008,2.62983955181054,2.7186993464035,47.75724,15.80057,2.82387664198911,0.705621911914187,0.270545713616681,0.646955711015946,54.4459069515111,0.457075964821252
13,0.812575300916161,0.733962664083533,2.6549805626322,3.36124168210235,2.42466455527642,47.59526,15.0312,2.87609161352342,0.719219977157211,0.398636375538633,0.707840771185225,41.9060937423996,0.395493185838183
14,0.677418842405322,0.784388749361441,2.94394983911997,4.08095781043886,3.09643028605641,47.58294,14.61928,2.85249698793833,0.741575961272263,0.385070246188949,0.691341775396778,26.3902287750199,0.369574504830092
15,0.802079149521233,0.592240317983552,4.12039077350154,4.89618799152813,1.59416669911802,47.58335,14.59768,2.82158002354934,0.768873022321791,0.811890013029507,0.855103452644973,10.9017261284917,0.108567366603028
16,0.690551752210929,0.74309312690239,3.10676292812155,3.99596960686823,2.21287369584252,47.54194,14.63645,2.75317353763065,0.732081481234035,0.424260566252067,0.854348072887804,22.2056085634977,0.293119711532062
17,0.546916598546545,0.688629754249692,1.96708907726298,2.78513313251247,2.30449542347212,47.56217,14.64492,2.47560389689215,0.769295203708401,0.339062083316017,0.825814735028266,12.9796336083361,0.25887437543906
18,0.600473496695291,0.840371760281684,2.05932347110169,2.78954788467528,2.92104716364933,47.56264,14.64662,2.51534155822267,0.736608784979406,0.142775563709699,0.447112472640744,29.271525419508,0.345276512775947
19,0.572806174194331,0.803816615903633,1.7936510478794,2.50837747221376,3.04004558115833,47.53932,14.50921,2.28197358255653,0.742685276995145,0.145353524658079,0.423390168521902,31.1745922807616,0.321569280909451
20,0.67773621761714,0.740978227614887,2.77215623372791,3.79778620819555,2.73681840834739,47.55384,14.53787,2.66063482681969,0.774219327722076,0.496784162338064,0.81996659577931,21.1405011133246,0.256308979958031
21,0.742133273280573,0.756637148498394,1.82632882322297,2.38389324221811,2.23189837814567,47.21981,13.86728,2.35067072731008,0.634607745255033,0.31615197284854,0.735070517997273,35.9325529638124,0.294891632274152
22,0.875349733287184,0.70503557437152,3.61838647776006,4.03973853240478,1.66460416736456,47.2667,13.75821,2.70609014478618,0.609361570788375,0.49154063536333,0.802565543671652,50.3634535178384,0.328376160252731
23,0.754423918538339,0.73962006457229,2.16409518111573,2.89313627827717,2.84050298173873,47.73922,14.95852,2.39557850645575,0.750590753890294,0.206315690932141,0.680491254604707,20.2666701001137,0.301826103266903
24,0.79892044151334,0.763416061750154,4.68929810833324,6.02657990050733,2.55217194930637,47.52145,14.03324,3.43019424184917,0.739898379541705,0.672217297714538,0.871305086045856,31.7425378938219,0.332180869837347
25,0.7992323645169,0.792934433967258,2.61223721142217,3.2243431362044,1.92691450526411,46.5035,14.48358,2.27385650855189,0.798896767246253,0.642392081932089,0.849128505253682,6.80261013887484,0.111585374533362
26,0.738979704013841,0.770857770351671,1.95409254296278,2.73449849333997,3.46934010950493,46.57428,13.92697,2.23356314960345,0.745368846627908,0.153171000040073,0.447088646704552,25.931577831788,0.283669874199538
27,0.470023555292146,0.800671707691568,1.30557642200636,1.84056363982137,2.14262504054732,46.60249,13.67254,2.50245131913784,0.753491168818792,0.264635550795554,0.713114326647123,24.5702804696033,0.305033304798687
28,0.57428850548436,0.83071782314235,1.97248361472563,2.74402604534884,2.79623561514593,46.60337,13.67024,2.53418190305445,0.73947387420351,0.123104941932907,0.637842286693334,26.9570466066744,0.341967434917632
29,0.501871312605839,0.759166726769148,1.72183136218024,2.42733039794531,2.41491339220943,46.60198,13.68015,2.73780306966207,0.734423253018377,0.282586567018298,0.726580495198082,27.0193153921577,0.336327728919507
30,0.474702500535983,0.778776492740447,1.49924532701093,2.13541690637487,2.23968727477551,46.45177,14.18206,2.67641522248523,0.719822060913896,0.241633518812064,0.676206492111713,32.2954996873564,0.39437232232841
31,0.603956810177594,0.722883280592554,1.72689753984382,2.33314666604323,2.86278442926721,46.59762,13.70459,2.39259261134875,0.746588021744677,0.165090311487053,0.481732005950233,30.9899792876664,0.340306804290375
32,0.78009353057888,0.819609613581331,1.98073997503961,2.66718820563664,2.94593079881772,46.61507,13.74075,2.48875728607149,0.74094554135915,0.234740696564076,0.533017294107318,29.7901494739005,0.354942282695088
