"loc","Latitude","Longitude"
714,49.878889,13.593611
715,49.676667,16.754167
716,49.526944,18.4275
717,49.526944,18.4275
718,50.343889,16.370278
719,50.888611,15.266667
720,50.093889,15.683333
721,50.093889,15.683333
722,50.731667,15.704722
723,50.853056,15.27
724,50.8175,15.357778
725,50.758333,15.525
726,50.715556,15.668333
727,50.715556,15.668333
728,50.715556,15.668333
729,50.715556,15.668333
730,50.715556,15.668333
731,50.052778,17.241667
732,49.480278,15.586389
733,49.676667,12.627222
734,50.058889,14.108611
735,40.992079,25.150452
736,51.6,28.233333
737,44.049722,18.916111
738,43.291944,22.825833
739,43.291944,22.825833
740,43.291944,22.825833
741,46.443333,25.584722
742,46.443056,25.583333
743,46.4575,25.581111
744,60.013889,17.315833
745,60.11,23.475556
746,63.6,23.677778
747,62.264722,30.360278
748,61.223333,25.353056
749,62.05,25.02
750,61.223333,25.353056
751,62,24.95
752,62.020556,24.922778
753,62,24.95
754,61.287778,25.255833
755,61.287778,25.255833
756,62.023889,25.033333
757,62.011667,24.826389
758,62.026389,25.098056
759,60.192778,29.831944
760,58.006944,33.341667
761,57.8925,34.150278
762,57.243611,30.552222
763,58.006944,33.341667
764,57.243611,30.552222
765,59.316944,30.585556
766,60.192778,29.831944
767,57.243611,30.552222
768,57.8925,34.150278
769,57.8925,34.150278
770,57.243611,30.552222
771,57.243611,30.552222
772,57.243611,30.552222
773,57.243611,30.552222
774,59.316944,30.585556
775,57.8925,34.150278
776,57.8925,34.150278
777,57.8925,34.150278
778,57.8925,34.150278
779,57.243611,30.552222
780,58.006944,33.341667
781,60.192778,29.831944
782,57.243611,30.552222
783,57.243611,30.552222
784,57.243611,30.552222
785,59.770833,28.578611
786,59.770833,28.578611
787,57.243611,30.552222
788,57.243611,30.552222
789,57.243611,30.552222
790,58.006944,33.341667
791,60.192778,29.831944
792,57.243611,30.552222
793,57.243611,30.552222
794,57.8925,34.150278
795,57.243611,30.552222
796,57.8925,34.150278
797,60.192778,29.831944
798,59.770833,28.578611
799,57.8925,34.150278
800,57.243611,30.552222
801,57.243611,30.552222
802,57.8925,34.150278
803,57.243611,30.552222
804,58.006944,33.341667
805,59.316944,30.585556
806,58.006944,33.341667
807,57.243611,30.552222
808,57.243611,30.552222
809,57.8925,34.150278
810,58.006944,33.341667
811,59.770833,28.578611
812,59.770833,28.578611
813,59.770833,28.578611
814,59.770833,28.578611
815,57.243611,30.552222
816,57.243611,30.552222
817,57.243611,30.552222
818,57.243611,30.552222
819,57.243611,30.552222
820,59.316944,33.341667
821,57.243611,30.552222
822,57.243611,30.552222
823,57.8925,34.150278
824,57.8925,34.150278
825,57.8925,34.150278
826,57.8925,34.150278
827,57.243611,30.552222
828,57.243611,30.552222
829,57.8925,34.150278
830,57.8925,34.150278
831,57.243611,30.552222
832,57.243611,30.552222
833,60.192778,29.831944
834,57.243611,30.552222
835,57.243611,30.552222
836,57.8925,34.150278
837,60.192778,29.831944
838,59.770833,28.578611
839,59.770833,28.578611
840,59.770833,28.578611
841,58.006944,33.341667
842,59.770833,28.578611
843,59.709167,28.124167
844,59.709167,28.124167
845,57.8925,34.150278
846,62.220833,22.424722
847,62.195833,22.418889
848,62.195833,22.418889
849,62.195833,22.418889
850,62.195833,22.418889
851,62.195833,22.418889
852,62.195833,22.418889
853,61.205833,22.421389
854,62.205278,22.420278
855,62.205278,22.420278
856,62.215833,22.384722
857,62.215833,22.384722
858,62.215833,22.384722
859,62.214444,22.400833
860,62.214444,22.400833
861,62.214444,22.400833
862,63.466667,36.8
863,65.853333,27.675833
864,66.146944,25.484722
865,66.364722,29.615556
866,65.853333,27.675833
867,66.146944,25.484722
868,67.613333,25.256389
869,67.613333,25.256389
870,67.613333,25.256389
871,67.613333,25.256389
872,65.853333,27.675833
873,66.146944,25.484722
874,66.146944,25.484722
875,66.149722,29.566944
876,67.608056,25.357778
877,67.608056,25.357778
878,67.608056,25.357778
879,67.608056,25.357778
880,46.607778,22.785278
881,46.571944,22.798333
882,38.989444,16.685833
883,53.727222,23.337778
884,53.727222,23.337778
885,53.727222,23.337778
886,53.727222,23.337778
887,53.727222,23.337778
888,53.727222,23.337778
889,54.796389,18.248889
890,60.859444,22.436389
891,61.233889,22.603333
892,61.116667,22.35
893,61.210278,22.597778
894,62.021667,22.510278
895,62.031111,22.683889
896,61.210278,22.597778
897,62.052778,22.75
898,62.052778,22.75
899,61.234444,22.55
900,60.845278,22.273611
901,60.859444,22.436389
902,61.233889,22.603333
903,61.233889,22.603333
904,61.234444,22.55
905,60.756389,22.394444
906,61.234444,22.55
907,60.859444,22.436389
908,60.726944,22.404722
909,60.836389,22.212222
910,60.859444,22.436389
911,60.83,22.327778
912,60.845278,22.273611
913,62.021667,22.510278
914,60.859444,22.436389
915,52.505278,33.935556
916,52.505278,33.935556
917,52.505278,33.935556
918,52.505278,33.935556
919,52.505278,33.935556
920,52.505278,33.935556
921,52.505278,33.935556
922,52.505278,33.935556
923,52.505278,33.935556
924,59.5,49.25
925,59.5,49.25
926,59.5,49.25
927,59.5,49.25
928,59.5,49.25
929,59.5,49.25
930,59.5,49.25
931,59.5,49.25
932,59.5,49.25
933,59.5,49.25
934,59.5,49.25
935,59.5,49.25
936,59.5,49.25
937,59.5,49.25
938,59.5,49.25
939,59.5,49.25
940,44.1297,3.220129
941,44.1873,3.239029
942,44.145,3.198529
943,44.1549,3.433429
944,43.9128,3.316429
945,43.902,3.734929
946,43.5861,3.110329
947,43.857,4.066129
948,43.3422,3.450529
949,43.6014,3.949129
950,43.6266,3.948229
951,49.563,4.844629
952,44.8695,5.525029
953,44.8614,5.515129
954,44.8713,5.491729
955,44.8659,5.492629
956,43.4655,5.334229
957,43.083,5.834629
958,43.2252,5.617729
959,43.191,5.719429
960,43.407,5.496229
961,42.8472,9.447229
962,43.2828,5.937229
963,43.74,3.543229
964,43.6392,3.249829
965,43.641,3.251629
966,42.885,2.348029
967,46.26,5.939929
968,46.2726,5.937229
969,46.2753,5.939929
970,46.2717,5.937229
971,46.5543,6.158629
972,43.6266,3.948229
973,43.7283,4.450429
974,43.8453,-1.391471
975,43.8453,-1.391471
976,43.8453,-1.391471
977,45.99,-1.252871
978,43.902,-1.300571
979,43.8975,-1.334771
980,43.8759,-1.337471
981,43.8552,-1.369871
982,43.8759,-1.337471
983,43.8975,-1.334771
984,43.8372,-1.373471
985,45.2196,-1.127771
986,45.2196,-1.127771
987,45.2196,-1.127771
988,43.4655,4.355929
989,43.4655,4.355929
990,43.4655,4.355929
991,44.3124,6.857029
992,44.2908,6.928129
993,44.2557,6.821929
994,44.2116,6.943429
995,44.2908,6.829129
996,48.2535,-4.435271
997,48.2535,-4.435271
998,48.4173,-3.880871
999,48.4173,-3.880871
1000,47.8134,-3.366971
1001,43.623,3.204829
1002,43.6338,3.204829
1003,42.5439,2.333629
1004,42.5619,2.325529
1005,42.5583,2.393029
1006,42.552,2.373229
1007,44.3007,4.103029
1008,44.3133,4.090429
1009,47.2266,4.868929
1010,42.8274,-0.136871
1011,46.008,1.419229
1012,45.576,1.360729
1013,45.7695,1.972729
1014,45.8235,1.855729
1015,45.7785,1.824229
1016,46.008,1.419229
1017,45.756,1.621729
1018,46.0557,1.402129
1019,46.6443,1.335529
1020,45.1332,1.041229
1021,45.8055,0.382429
1022,44.658,6.668929
1023,45.2745,1.941229
1024,45.567,0.053929
1025,43.848,-1.313171
1026,44.4636,-1.091771
1027,44.4636,-1.091771
1028,43.8534,-1.321271
1029,43.8777,-1.320371
1030,43.8777,-1.320371
1031,43.8822,-1.249271
1032,43.8822,-1.249271
1033,43.7202,-1.368071
1034,43.7085,-1.374371
1035,44.4087,-1.182671
1036,43.713,-1.371671
1037,43.7202,-1.368071
1038,43.713,-1.371671
1039,48.6045,-2.021471
1040,46.7739,6.001129
1041,47.2122,6.592429
1042,46.755,6.362929
1043,43.3197,6.405229
1044,53.497095,7.790397
1045,48.923024,11.369891
1046,51.490603,14.566755
1047,53.050438,11.473083
1048,49.429622,6.611967
1049,49.14831,7.208405
1050,50.691021,6.085911
1051,47.979222,8.746898
1052,47.979222,8.746898
1053,47.979222,8.746898
1054,47.984953,8.752027
1055,47.984953,8.752027
1056,47.984953,8.752027
1057,47.984953,8.752027
1058,47.984953,8.752027
1059,51.588842,4.802317
1060,49.284966,8.498646
1061,50.77501,10.95831
1062,50.450833,8.596667
1063,48.0754,8.8398
1064,50.009945,8.173485
1065,51.311838,9.880142
1066,53.86999,12.984982
1067,51.189144,8.464079
1068,51.265399,8.587447
1069,51.549747,10.824404
1070,51.128807,8.593343
1071,51.62502,7.95831
1072,51.87502,8.04165
1073,48.60105,13.58411
1074,48.020443,8.12645
1075,49.22502,9.79165
1076,48.553611,8.973055
1077,48.553611,8.973055
1078,48.553611,8.973055
1079,48.569906,8.244381
1080,48.569906,8.244381
1081,50.07502,11.04165
1082,50.645107,6.387692
1083,50.481214,6.111832
1084,50.733848,6.193542
1085,48.096483,7.673349
1086,47.693819,10.037127
1087,47.616667,8.416667
1088,47.616667,8.416667
1089,47.616667,8.416667
1090,47.616667,8.416667
1091,47.616667,8.416667
1092,47.616667,8.416667
1093,47.616667,8.416667
1094,47.616667,8.416667
1095,47.616667,8.416667
1096,47.633333,8.433333
1097,47.654619,8.499892
1098,47.654619,8.499892
1099,47.654619,8.499892
1100,47.654619,8.499892
1101,47.654619,8.499892
1102,47.654619,8.499892
1103,47.654619,8.499892
1104,47.654619,8.499892
1105,47.654619,8.499892
1106,48.317114,8.96575
1107,48.317114,8.96575
1108,48.317114,8.96575
1109,48.317114,8.96575
1110,48.317114,8.96575
1111,48.317114,8.96575
1112,48.413825,9.142664
1113,48.413825,9.142664
1114,48.413825,9.142664
1115,48.413825,9.142664
1116,48.413825,9.142664
1117,48.413825,9.142664
1118,48.413825,9.142664
1119,48.413825,9.142664
1120,48.413825,9.142664
1121,48.413825,9.142664
1122,48.413825,9.142664
1123,52.08139,11.44861
1124,52.08139,11.44861
1125,49.02501,12.20831
1126,48.97501,12.45831
1127,48.97501,12.45831
1128,48.82501,13.20831
1129,48.97502,12.87498
1130,48.92502,12.95832
1131,48.97502,12.87498
