"loc","Latitude","Longitude"
417,53.979972,23.572167
418,53.992,23.598361
419,56.300139,22.659194
420,56.260667,24.959278
421,54.714111,24.45575
422,55.429361,22.923
423,54.719111,24.453778
424,51.828154,4.487789
425,51.949817,6.725459
426,51.99291,5.722076
427,50.751892,5.883122
428,52.129729,6.561567
429,52.027647,6.694996
430,51.939228,5.619879
431,52.180737,6.443008
432,52.058972,5.689325
433,52.18915,6.260546
434,52.136502,5.99995
435,51.809022,4.802983
436,51.918167,6.245389
437,52.399307,6.415446
438,55.980955,13.454459
439,55.914595,13.607273
440,55.610408,13.73388
441,55.955268,13.247804
442,53.483889,20.0925
443,53.483889,20.0925
444,51.515,17.046389
445,51.474722,17.2425
446,51.208889,16.733611
447,51.245,16.794167
448,51.039167,17.954444
449,53.014577,18.597965
450,50.023685,17.97084
451,53.147587,22.405865
452,53.147587,22.405865
453,53.147587,22.405865
454,53.147587,22.405865
455,50.778745,20.932089
456,50.751972,20.893093
457,50.706966,22.412685
458,49.458333,20.040278
459,52.041088,20.253296
460,52.041088,20.253296
461,52.593012,19.02154
462,53.324978,23.122659
463,53.324978,23.122659
464,53.234195,23.149781
465,46.748611,23.723056
466,47.016667,24.083333
467,45.851111,25.460556
468,45.637778,25.555833
469,45.859444,26.211389
470,46.080278,26.016667
471,45.779444,25.904444
472,45.909444,25.475556
473,45.904722,25.461389
474,45.963611,25.476944
475,46.105278,26.17
476,46.085833,26.057222
477,45.805556,25.3925
478,45.989444,25.850833
479,46.140278,25.562778
480,46.100833,26.287778
481,46.1075,26.286389
482,45.733333,25.740278
483,45.2425,26.542222
484,47.690833,23.564444
485,46.851389,28.118333
486,46.965833,23.931111
487,46.318056,27.2775
488,46.145556,27.059444
489,44.9375,26.870833
490,45.074722,27.045278
491,45,28.455556
492,45.002222,28.463056
493,44.875556,28.665
494,44.868333,28.645833
495,44.870556,28.646667
496,44.8675,28.646389
497,44.780833,21.424444
498,44.783056,21.421389
499,46.030833,25.306389
500,46.095833,24.08
501,45.940278,26.6075
502,45.792778,26.99
503,45.791111,26.977778
504,47.418056,27.426111
505,45.648333,21.663333
506,46.504167,26.455
507,46.281389,24.683056
508,45.21514,28.31213
509,45.21514,28.31213
510,54.163611,57.644444
511,54.371694,57.880417
512,54.359667,57.928639
513,54.514,58.386806
514,54.535806,58.407722
515,54.467417,58.371222
516,54.505389,58.246444
517,54.499167,58.280028
518,54.497,58.279472
519,54.492944,58.282639
520,54.36025,58.34925
521,54.359556,58.280722
522,54.360528,58.28375
523,48.650833,20.438611
524,48.933333,20.283333
525,49.119167,20.165
526,49.180833,20.296111
527,49.109167,20.1575
528,49.104722,20.165
529,49.179444,20.290833
530,49.119444,20.203611
531,49.122778,20.175556
532,49.099444,20.187778
533,49.081389,19.792778
534,49.183056,20.289444
535,49.179722,20.294722
536,49.1825,20.305278
537,49.104722,20.165
538,49.132778,20.233889
539,49.1375,20.221944
540,49.135278,20.220556
541,49.126111,20.234167
542,49.128333,20.236667
543,49.133611,20.223333
544,49.133333,20.221389
545,49.133611,20.225278
546,49.1275,20.235278
547,49.13,20.236111
548,49.13,20.235
549,49.118333,20.2
550,49.109167,20.155278
551,49.098889,20.172222
552,49.117778,20.199722
553,49.119167,20.195833
554,49.179722,20.324444
555,49.133056,20.236944
556,49.036667,19.573056
557,49.038333,19.564167
558,49.035833,19.566111
559,48.504722,17.059444
560,48.505,17.055278
561,49.076389,18.158333
562,49.335278,18.431944
563,49.264722,18.169444
564,49.275,18.25
565,49.293056,18.305556
566,49.314167,18.370556
567,49.1325,18.373611
568,49.077222,18.273611
569,48.784722,19.395833
570,48.775,19.841667
571,48.552778,20.558333
572,48.683333,19.475
573,48.683333,19.475
574,48.695833,19.758333
575,48.680556,19.744444
576,48.655278,20.782222
577,49.116667,20.154167
578,49.105556,20.166667
579,48.513889,22.05
580,48.465833,22.097778
581,49.163056,19.953889
582,49.211111,19.644444
583,49.120556,20.077778
584,49.2125,20.106944
585,49.172222,20.204722
586,49.145833,20.225
587,49.215278,20.243056
588,49.172222,20.204722
589,49.122222,18.169444
590,49,19.904167
591,49,19.904167
592,48.983333,19.8625
593,49.275,19.652778
594,49.272222,19.736111
595,49.279444,19.734722
596,49.265278,19.759722
597,48.819444,20.138889
598,48.383611,18.779167
599,48.45,19.316944
600,48.45,19.316944
601,48.996389,19.041389
602,48.956944,19.093611
603,48.966667,19.076944
604,49.005556,20.672222
605,48.541111,17.396944
606,48.473333,17.267222
607,48.485278,17.260556
608,48.586111,20.377222
609,48.770556,18.284722
610,49.009722,22.224167
611,48.760833,20.640278
612,48.729167,20.704167
613,48.758889,20.643611
614,48.095278,17.164722
615,48.782222,19.886111
616,48.783056,19.886944
617,48.737778,19.875556
618,47.7975,17.703889
619,48.508333,18.740556
620,49.277778,19.721389
621,49.265833,19.740833
622,49.284444,19.734444
623,49.281111,19.720278
624,49.280833,19.803611
625,49.171667,20.206111
626,49.2075,20.26
627,49.141667,20.224444
628,49.165,20.221944
629,49.176389,20.250833
630,49.136944,20.073611
631,49.171111,20.205833
632,49.171389,20.205
633,49.181667,20.239167
634,49.141111,20.049722
635,49.25,20.116667
636,49.110556,20.159167
637,49.104722,20.156389
638,49.222778,20.293056
639,48.685278,19.7625
640,48.938333,19.535833
641,48.083611,17.176667
642,48.083611,17.176667
643,49.245,19.777222
644,49.246111,19.774722
645,49.308333,19.733889
646,49.310278,19.7025
647,49.308333,19.698889
648,48.583889,20.451944
649,48.621111,20.514444
650,48.083611,17.176667
651,48.074444,17.169444
652,48.083611,17.176667
653,48.083611,17.176667
654,49.108333,19.143611
655,49.045278,19.119444
656,48.935,19.131667
657,49.009444,19.152222
658,49.025833,19.155833
659,48.984167,19.181111
660,48.997222,19.178056
661,49.265867,18.765953
662,49.272575,18.798508
663,49.285681,18.851219
664,49.098031,18.183389
665,48.784722,19.889167
666,48.785278,19.889722
667,48.785556,19.866944
668,48.703889,19.8975
669,49.129167,20.218056
670,49.138333,20.223611
671,49.123611,20.240278
672,49.1375,20.225
673,49.138056,20.223333
674,49.135,20.241389
675,49.128889,20.217778
676,49.132778,20.233333
677,49.125556,20.213889
678,49.125833,20.214167
679,49.122222,20.216667
680,49.126389,20.209722
681,49.129167,20.220833
682,49.115278,20.211111
683,49.1,20.155556
684,49.118056,20.168056
685,49.171111,20.206944
686,49.219722,19.916667
687,49.124167,20.063889
688,49.13,20.054167
689,48.938333,19.692222
690,48.952778,19.708333
691,48.958333,19.65
692,48.944722,19.658333
693,48.944167,19.700556
694,48.872222,20.35
695,48.9,20.291667
696,48.870833,20.370833
697,48.906944,20.319444
698,49.188333,20.233889
699,49.239194,20.161694
700,48.876389,17.818333
701,48.854444,17.826389
702,48.59,19.553889
703,48.569722,19.698889
704,48.57925,19.555083
705,49.156111,19.933889
706,49.17425,19.914611
707,49.167639,19.91725
708,49.22375,19.953
709,49.195611,19.911
710,49.203472,19.916528
711,49.151972,19.913556
712,49.18,19.913611
713,48.479083,18.955083
714,49.104722,20.193889
715,49.1575,19.927222
716,49.158056,19.932222
717,49.213889,19.941389
718,49.191667,19.922778
719,49.169167,19.929444
720,49.16,19.932222
721,49.160556,19.938889
722,49.156389,19.933889
723,49.163056,19.953333
724,49.161944,19.936944
725,49.155556,19.946389
726,49.165278,19.951667
727,49.175278,19.946389
728,49.175,19.946667
729,49.174722,19.949167
730,49.165,19.938056
731,49.173611,19.943333
732,49.176667,19.981667
733,49.171389,19.981111
734,49.175278,19.979444
735,49.185556,19.989167
736,49.190278,19.989444
737,49.190556,19.989444
738,49.191667,19.989722
739,49.192778,19.990833
740,49.149444,19.949722
741,49.173889,19.981111
742,49.169722,19.980833
743,49.176111,19.988333
744,49.1475,19.9525
745,49.169722,19.984167
746,49.168056,19.982222
747,49.166944,19.9825
748,49.17,19.984444
749,49.170278,19.984444
750,49.171667,19.984167
751,49.190556,19.99
752,49.163056,19.983889
753,48.493056,17.387222
754,48.391925,17.168633
755,48.437597,17.221219
756,49.263103,20.171189
757,49.268628,20.171608
758,49.235906,20.177411
759,49.242783,20.16455
760,49.265778,20.223356
761,49.247714,20.309947
762,49.228294,20.3117
763,49.217936,20.266608
764,49.239028,20.271875
765,49.238503,20.298089
766,49.228414,20.288222
767,49.236692,20.174678
768,49.264569,20.157244
769,49.259967,20.269517
770,49.263444,20.212008
771,49.168333,19.982778
772,49.175556,19.986667
773,49.173889,19.980833
774,49.1775,19.986111
775,49.166389,19.982778
776,49.1475,19.965278
777,49.188889,19.987778
778,49.173889,19.9825
779,49.18,19.980833
780,49.149444,19.947778
781,49.117361,18.764889
782,49.115583,18.760972
783,49.111972,18.753639
784,49.112167,18.761972
785,49.112056,18.760444
786,49.119361,18.764222
787,49.053494,18.817328
788,49.055072,18.813597
789,49.074408,18.804044
790,49.058075,18.824653
791,49.072969,18.823844
792,48.998467,19.569533
793,49.383317,20.553467
794,46.188769,13.705672
795,46.206664,13.651083
796,46.190297,13.749294
797,46.272033,14.798161
798,45.757722,14.991472
799,45.757722,14.991472
800,45.757722,14.991472
801,46.521081,15.262075
802,46.490461,15.451839
803,46.193667,14.384639
804,46.193667,14.384639
805,46.062086,14.473925
806,46.081231,14.7299
807,46.0198,14.759044
808,46.064647,14.825917
809,45.930953,13.858222
810,45.600856,14.405347
811,45.653494,14.377833
812,46.414278,15.375322
813,45.711519,14.334731
814,45.730808,14.330361
815,45.711547,14.725431
816,45.733122,14.476517
817,45.733122,14.476517
818,46.087631,14.394233
819,46.179983,13.962308
820,46.178897,13.986328
821,46.215306,13.947831
822,45.963039,13.805336
823,45.5543,14.487517
824,45.989725,13.862581
825,45.988889,13.863475
826,45.98355,13.901956
827,45.8814,13.832792
828,45.980422,13.912569
829,45.991278,13.906053
830,45.991653,13.882292
831,46.399639,13.602231
832,46.052608,13.831714
833,45.676267,15.014572
834,45.652589,14.663422
835,45.652589,14.663422
836,45.652589,14.663422
837,45.537581,14.772272
838,45.806867,13.799328
839,46.425428,13.603019
840,46.407189,13.632594
841,46.404439,13.634428
842,46.406236,13.630292
843,46.416836,13.588394
844,46.374597,13.722208
845,46.375181,13.719386
846,46.404847,13.726664
847,46.071756,13.697603
848,45.966953,13.757872
849,45.967742,13.761586
850,45.965867,13.761828
851,45.828431,14.001192
852,45.880158,14.015875
853,45.859781,14.047808
854,45.879825,14.021256
855,46.153336,13.881572
856,46.178125,13.869961
857,46.150322,13.858658
858,46.145622,13.859197
859,46.192611,13.845556
860,46.213097,13.906825
861,46.497286,15.399994
862,46.497286,15.399994
863,46.132847,13.681017
864,46.050733,13.569958
865,46.153631,13.660042
866,45.876758,14.296958
867,45.619767,14.709964
868,45.738742,14.332017
869,45.803997,15.418692
870,46.069856,15.417478
871,46.065519,15.480081
872,45.748739,15.289658
873,46.077753,13.565814
874,46.079533,13.562158
875,45.990361,13.758169
876,45.888144,15.486392
877,45.888144,15.486392
878,45.570761,14.133181
879,45.570761,14.133181
880,46.235847,13.45485
881,45.861111,13.717617
882,45.860261,13.718086
883,46.336381,13.478017
884,46.351489,13.753472
885,46.365983,13.651422
886,46.260839,13.591419
887,46.122728,13.623264
888,46.146636,13.746783
889,46.155214,13.869758
890,45.987678,13.892414
891,46.323808,13.599053
892,46.057297,13.894767
893,46.057297,13.894767
894,46.198686,13.951861
895,46.236467,13.546406
896,46.333519,13.536575
897,46.334914,13.532447
898,46.334914,13.532447
899,46.371333,14.536636
900,46.281092,14.823436
901,46.276197,14.806136
902,46.338072,14.565694
903,46.388053,14.626042
904,46.337117,13.628403
905,46.210528,14.056742
906,46.056111,13.829569
907,46.086783,13.561247
908,46.380964,13.934175
909,46.369308,13.916444
910,46.290433,14.078592
911,46.391086,15.249492
912,46.117206,14.663444
913,45.798675,14.37355
914,45.776436,14.288075
915,45.803961,13.736406
916,45.852961,13.744653
917,45.871653,13.631772
918,45.756436,14.278639
919,45.698556,14.8539
920,46.430939,13.787269
921,46.458411,13.835425
922,45.480578,14.186956
923,45.478506,14.186669
924,45.480186,14.189758
925,46.098017,13.836044
926,46.471911,13.768481
927,46.487622,13.840311
928,46.397694,14.711194
929,46.017086,14.482625
930,45.605,14.445983
931,46.156158,14.111131
932,45.590439,14.735414
933,46.347292,14.595192
934,46.157297,14.128267
935,46.337228,14.596164
936,46.337025,14.597069
937,46.249122,14.846656
938,46.447169,13.734917
939,46.408372,13.877256
940,46.444217,13.731631
941,46.114858,15.055369
942,46.036317,14.823244
943,46.091008,15.023272
944,46.267808,14.027011
945,45.681531,15.0683
946,45.728692,14.976111
947,46.271053,15.851231
948,46.098836,14.236597
949,46.095475,14.230214
950,46.100264,15.058967
951,46.530939,15.328033
952,46.530939,15.328033
953,46.515717,13.897503
954,46.500386,13.879736
955,46.509019,13.899933
956,45.616147,14.360131
957,46.031208,15.657797
958,46.358528,14.690117
959,46.76873,8.698111
960,46.710527,8.586887
961,46.710474,8.592117
962,46.751128,8.124423
963,47.359992,8.49762
964,46.363334,8.164358
965,47.571197,8.516454
966,46.912823,9.168889
967,46.933953,6.975068
968,46.93958,6.987496
969,46.286197,7.918733
970,46.283028,7.923376
971,46.27818,7.661263
972,46.348357,7.767942
973,46.276852,7.936943
974,46.322747,7.445258
975,46.287671,8.075758
976,46.283735,7.926496
977,46.289693,7.942121
978,46.276805,7.62584
979,46.240398,6.285784
980,46.345097,7.544241
981,46.295059,7.312104
982,46.343118,7.544497
983,46.195786,8.643014
984,46.007628,8.978177
985,45.923635,8.968595
986,47.344738,7.166816
987,47.241572,8.559006
988,46.219148,7.255907
989,46.12872,7.635295
990,46.884939,6.717019
991,47.113694,9.379667
992,47.482269,8.732926
993,46.450228,7.243933
994,46.550914,7.329367
995,46.503649,7.423522
996,46.558744,7.021062
997,46.496502,7.704884
998,47.024432,7.131085
999,46.754347,7.057109
1000,46.626855,6.413341
1001,46.799741,10.381748
1002,47.371422,8.928862
1003,47.372492,8.929554
1004,47.331972,8.935964
1005,47.327641,8.940473
1006,47.342454,8.956508
1007,47.327601,8.964024
1008,47.330071,8.960919
1009,47.065147,8.945756
1010,47.330052,8.962374
1011,47.374589,8.941267
1012,46.692859,8.530944
1013,47.405384,8.896951
1014,47.41032,8.897815
1015,47.370522,8.942741
1016,47.602288,7.451257
1017,47.537329,7.656703
1018,47.460167,7.768187
1019,47.476614,7.829976
1020,47.408241,7.884127
1021,47.095164,8.841737
1022,47.161861,9.446057
1023,46.838905,9.54193
1024,46.833964,9.575436
1025,46.769948,9.533606
1026,47.12559,9.257498
1027,47.12559,9.257498
1028,47.12559,9.257498
1029,45.896786,8.964752
1030,47.403961,8.895654
1031,47.405384,8.896951
1032,47.41032,8.897815
1033,47.331972,8.935964
1034,47.327641,8.940473
1035,47.320085,8.947272
1036,47.327601,8.964024
1037,47.330071,8.960919
1038,47.334857,8.952719
1039,47.330052,8.962374
1040,47.371639,8.946745
1041,47.357683,8.947674
1042,47.304559,8.964952
1043,47.304379,8.859407
1044,47.300628,8.871672
1045,47.297378,8.879849
1046,47.287465,8.881234
1047,47.28594,8.880863
1048,47.04183,8.625171
1049,47.032337,8.567463
1050,46.98268,8.629516
1051,46.253555,10.107654
1052,46.785535,9.711337
1053,46.844761,9.697182
1054,46.843374,9.694501
1055,46.741373,10.066284
1056,46.741515,10.069891
1057,46.665225,10.054667
1058,46.83691,10.406409
1059,46.257185,9.082526
1060,46.315857,9.224547
1061,42.297222,27.487778
1062,42.297222,27.487778
1063,42.297222,27.487778
1064,42.297222,27.487778
1065,42.297222,27.487778
1066,42.297222,27.487778
1067,42.297222,27.487778
1068,50.34439,30.49306
1069,50.35614,30.49283
1070,50.36839,30.48222
1071,50.35823,30.44361
1072,50.36325,30.45042
