"Land_system_names","Land_use","lon","lat","BIO1_Annual_Mean_Temperature","BIO11_Mean_Temperature_Coldest_Quarter","BIO6_Min_Temperature_Coldest_Month","BIO8_Mean_Temperature_Wettest_Quarter","BIO9_Mean_Temperature_Driest_Quarter","BIO10_Mean_Temperature_Warmest_Quarter","BIO12_Annual_Precipitation","BIO13_Precipitation_Wettest_Month","BIO14_Precipitation_Driest_Month","BIO15_Precipitation_Seasonality","BIO16_Precipitation_Wettest_Quarter","BIO17_Precipitation_Driest_Quarter","BIO18_Precipitation_Warmest_Quarter","BIO19_Precipitation_Coldest_Quarter","BIO2_Mean_Diurnal_Range","BIO3_Isothermality","BIO4_Temperature_Seasonality","BIO5_Max_Temperature_Warmest_Month","BIO7_Temperature_Annual_Range","Top_Rao","Cec_Rao","Clay_Rao","N_Rao","pH_Rao","Sand_Rao","Silt_Rao","Soc_Rao","Hyd_feat_Sha","Landform_sha","TWI_Rao","C.hull","F.eDep","F.eRDC","F.rich","F.disp","F.div","F.eve","F.dist","F.nMST","F.rao","Sp.rich","intensity_bi","intensity_ord","intensity_bi_N","intensity_ord_N"
"wetland",12,4916284,5231465,-1.87708614817242,-1.96037118743295,-1.82708501462082,-0.165943064132184,-1.32255612944672,-1.37012465020775,-1.19029872507005,-0.832134624631908,-0.989185645237985,1.09063409780278,-0.993493547341547,-1.08999657023335,-0.237594900612892,-1.74760054564513,-1.10435282022156,-2.1702091138353,1.95934812131721,-1.46668989790119,1.25267263943219,-1.43952859907028,-0.114534477395162,-1.28085090794272,-0.484160195238476,-1.44518714433576,-0.780021635184229,-0.623032232325359,0.147484664921098,1.69318263204772,1.06782828215213,1.13028248976093,-1.54256474356521,2.22031032253515,1.55967126060471,-2.00146713736665,-1.31284955377383,-1.69384768412507,-2.40698787930563,-0.93471093418794,1.16362709713192,-1.58273496644364,-1.53464813413049,"low","none","0","1"
"shrub",80,4927284,5222465,-1.93232904579331,-1.97511970140134,-1.88026689105985,-0.248728030815987,-1.34659787514828,-1.46003476609848,-1.17739443307696,-0.791077402726631,-1.00511496004259,1.14835196013299,-0.957303461495699,-1.0853934974324,-0.200836691687721,-1.76632758202941,-0.937746482425482,-2.01790002724665,1.88907185842103,-1.51724837784819,1.28089841246878,-0.547178148518627,-0.851837084797734,-1.91509609304995,-0.829499663741394,-1.3408970100083,-0.962642624964121,-1.3104794033296,-0.173039085940999,-0.932979791843771,0.436444135040916,-0.92852422727345,-0.560336594654885,0.548442934120559,0.0516892589927198,-0.874575100743036,-1.146333001215,-0.373935672585227,-2.19471532200919,-0.371782684777056,-0.402283570701543,-1.65565943343123,-2.31923979154011,"low","none","0","1"
"low-intensity forest",41,4943284,5221465,-1.82204646782656,-2.01287469912298,-1.90937989511247,0.00444412699988464,-1.3188268311719,-1.18507254818186,-1.33475360493159,-1.00548922794593,-1.1184140240151,1.21723724891293,-1.13679427367564,-1.19449534207053,-0.38986999813593,-2.02492517614548,-0.937746482425482,-2.16416747387626,2.29976293505803,-1.25843724175213,1.59624248656188,-0.0472554298366051,0.34103783271661,-1.27515838245289,-1.45527129858718,-1.94359376166133,0.191143562130078,0.317198628883818,0.735213526201138,0.969681582477377,-0.358489250116045,1.27319314920142,-0.704900427054498,0.358105165992011,0.484589564740514,-0.554921383791416,-1.05834396442673,0.873072095139378,-2.90114862072908,0.166949544759479,0.156507446471411,-1.39823579629782,-1.85990969640588,"low","low","0","2"
"wetland",12,4744284,5219465,-1.50225440862725,-1.34925980102133,-1.18840198854504,-3.51838919942752,-0.186572394942411,-1.34086685865088,0.156144395144172,0.200044856444643,0.243148312014706,-0.109866236226081,0.0335142128471542,0.0749795220221781,-0.0194468528316103,0.768007068831114,-1.54747871072682,-2.12504476972633,0.888937817294543,-1.58747660045579,0.15166217932549,0.739581818342364,2.5622706862158,-0.765548596622152,0.801277300242878,-0.317215777661966,-0.436106187116929,0.00908452446821666,0.014725374576414,-0.469875491344293,-0.116142438772741,-1.02326009546971,-2.21989096861927,1.26034080194775,1.38142337309159,-2.49628721517871,-1.87703812820044,-1.4486478181984,-2.40673351548305,-2.37387773690183,1.76317549954365,-2.09711113853782,-1.95515343938749,"low","none","0","1"
"water body",11,4942284,5219465,-1.79548434627636,-1.99478849760544,-1.89422947999476,0.0437709824079662,-1.30546255231344,-1.14236090295207,-1.36957520226296,-1.05551122488572,-1.14532021857325,1.23053822219661,-1.17825994240799,-1.2212480053932,-0.436135312568383,-2.09002570029953,-0.937746482425482,-2.17223285752722,2.32031228660851,-1.21627325178406,1.61726218628744,-0.09991808791754,0.401278480378393,-1.66247515405011,-1.81278651786259,-1.54411147834164,-1.36259375929262,-1.58743995238215,0.965512544603638,1.70161639405452,-0.681395253694821,1.93291097669174,-1.10545256032953,0.853872691390872,0.723656688406864,-1.00371301436888,-1.43081356426803,0.870322110576701,-2.84228192410242,-0.170663802168017,0.0542142479814943,-1.8812079214293,-2.41440212566171,"low","none","0","1"
"wetland",12,4965284,5218465,-1.92580029234952,-2.0299808483293,-1.89089635863534,-0.155935712016736,-1.35968533323048,-1.35925598377588,-1.24023694305869,-0.835374357708117,-1.06361706436763,1.30525286889372,-0.991165282119809,-1.13155745023014,-0.235210702358827,-1.92411539109811,-0.995208857199855,-2.13592708334505,2.11175096372784,-1.40436319584953,1.41528682189888,-1.27327313810567,-0.581118978631449,-2.83072771558203,-1.13646757900669,-1.86164672473813,-1.87271840124736,-2.41496168589375,0.498640101637702,0.540681084647712,0.911689259658404,1.13335837363695,0.21041179508922,0.719042783778269,-0.506583401001058,-0.465200408282121,-1.39052452966469,-3.04234831858335,-2.49101326243409,0.515607042960187,0.465634414215198,-1.5162575788294,-1.29519472644833,"low","none","0","1"
"wetland",12,4952284,5216465,-1.94293764993171,-2.05055586057798,-1.93364488646155,-0.182211109114438,-1.36760371465361,-1.3877928557801,-1.12571655706787,-0.668261375452382,-0.984113723471981,1.27669298847053,-0.851855578549878,-1.05054308121792,-0.0972115782087234,-1.75598325922049,-0.937746482425482,-2.10410833289065,2.11215720537079,-1.43366028985243,1.44984792675002,-1.18239093410702,-0.669383946671041,-1.23132038478844,-1.03158371457566,-1.8128183636629,-0.148607415746166,-0.588171287103353,-0.120601097127871,0.716594851221797,0.577222213164177,0.477261499911745,-0.270669802914364,1.01533540684124,0.324368910848251,-0.241807637498414,-1.21147267883358,-0.755152766057382,-1.12728257294071,0.367450248811552,-0.642057098813365,-1.46456973896588,-1.49383033475473,"low","none","0","1"
"low-intensity forest",41,4943284,5215465,-1.79797898934793,-1.98546879113634,-1.8803476812604,0.0306358971996865,-1.30604760481865,-1.15662650068821,-1.41680637434088,-1.1255187472034,-1.18402802792417,1.2514692947839,-1.23433416430078,-1.25658522373298,-0.500452639179523,-2.17263568200269,-0.937746482425482,-2.16645284634434,2.28638175018125,-1.22734667595418,1.58448289350914,-0.198982991936053,0.643920236089023,0.202034561179893,1.0014851839429,-1.30133932023267,1.31018446194284,1.08723388022263,0.96928288350228,-0.49401554357033,-0.566111870013305,0.153451776004009,-1.30146742643048,1.13152553904326,0.910788770719692,-2.55351150661975,-0.90877116541073,1.4869555454308,-0.818422673842717,-1.63957186212174,1.28925078021417,-1.13797433219138,-1.71537600434158,"low","low","0","2"
"low-intensity forest",41,4950284,5214465,-1.89085495893714,-2.02515906783759,-1.90901078300661,-0.108006175043899,-1.34515819080879,-1.30720124006527,-1.23935582448374,-0.856701015618259,-1.06630383006244,1.25534850255406,-1.0047252742328,-1.1303641188992,-0.24913462019246,-1.89509543487849,-0.937746482425482,-2.12522484249779,2.16199642760657,-1.36101121962102,1.48830445408552,-0.793090913764709,-0.188517375559124,-1.25453365013441,-0.384766136099592,-1.73492384605624,-0.375576817141836,-0.096179565390534,0.687590588257673,0.661070596240103,-0.175244477474774,0.609644382926844,0.684435437931345,0.859499660779334,0.577165394677142,-0.148958247505863,-1.0448065578748,-1.63149149408364,-1.34427412813264,0.319870466934205,0.650806952211263,-1.06785475123642,-0.523140033478829,"low","low","0","2"
"wetland",12,4945284,5212465,-1.75855751108778,-1.96677572277664,-1.86031891957204,0.0893308728285734,-1.28802227914087,-1.09287975689651,-1.41838318571548,-1.12537349647625,-1.18740872214922,1.2696625288384,-1.23305446012649,-1.25824302796416,-0.498961296268282,-2.17822222308311,-0.937746482425482,-2.18992473667137,2.33988878301652,-1.16694194172394,1.61715678073787,-0.980603519121814,-0.235273384228419,-1.11126951758444,-1.30413200536782,-1.27309846393783,0.415246260348438,-0.220030551952055,0.0549559838788053,1.20841777342016,0.148850597045191,1.1674260922016,-0.477474200175755,1.32401741940815,0.236012769812119,-1.77807225808098,-0.73435388207832,0.446390653041732,-2.94921755021287,-0.324540744669171,0.783477436421633,-0.938503621439642,-1.50541451401854,"low","none","0","1"
"low-intensity forest",41,4981284,5209465,-1.79111998767547,-1.88321709377519,-1.700923007411,-0.0643697032749848,-1.61196484499399,-1.25980905775286,-1.26621476401038,-0.908619949018391,-1.05949273513892,1.26040867468835,-1.03320330526151,-1.15501902345524,-0.278681901491523,-2.00029624795229,-1.11053155247893,-2.16759715648113,1.96058303520319,-1.28454579551737,1.25082850059958,-0.749753448779151,-0.198762589275594,-2.35431210155954,-1.44411468694786,-2.65336472683564,-1.04861843088735,-1.51250457073085,-0.296704066340353,0.326182055665406,0.0155165165531077,0.694157698902313,1.03585906839875,1.2869633366599,0.744654176150348,0.0969900724146422,-1.11249769643363,-1.68439163078473,-3.12804618284595,1.20770346224135,-0.191033181080602,-1.42693156062407,-1.68392444506606,"low","low","0","2"
