"loc","Abies alba","Abies sibirica","Acer campestre","Acer hyrcanum","Acer monspessulanum","Acer opalus","Acer platanoides","Acer pseudoplatanus","Acer tataricum","Achillea millefolium","Aconitum napellus","Aconitum vulparia","Actaea spicata","Adenophora liliifolia","Adenostyles alliariae","Adenostyles alpina","Adoxa moschatellina","Aegopodium podagraria","Agrostis capillaris","Ajuga genevensis","Ajuga pyramidalis","Ajuga reptans","Alchemilla flabellata","Alliaria petiolata","Alnus glutinosa","Alnus incana","Amelanchier lamarckii","Amelanchier ovalis","Anemone nemorosa","Anemone ranunculoides","Angelica sylvestris","Anthericum ramosum","Anthoxanthum odoratum","Anthriscus sylvestris","Aposeris foetida","Arabidopsis thaliana","Arabis hirsuta","Arabis turrita","Aremonia agrimonoides","Aristolochia rotunda","Arum cylindraceum","Arum italicum","Arum maculatum","Asarum europaeum","Asparagus acutifolius","Asperula cynanchica","Asphodelus albus","Asplenium scolopendrium","Asplenium trichomanes","Asplenium viride","Astragalus glycyphyllos","Bartsia alpina","Bellis perennis","Berberis vulgaris","Betula pendula","Betula pubescens","Blechnum spicant","Brachypodium pinnatum","Brachypodium sylvaticum","Bromus benekenii","Bromus erectus","Bromus ramosus","Buglossoides purpurocaerulea","Bupleurum falcatum","Bupleurum longifolium","Calamagrostis arundinacea","Calamagrostis epigejos","Calamagrostis varia","Calamagrostis villosa","Calluna vulgaris","Caltha palustris","Calystegia sepium","Campanula glomerata","Campanula latifolia","Campanula persicifolia","Campanula rapunculoides","Campanula rotundifolia","Campanula scheuchzeri","Campanula trachelium","Cardamine bulbifera","Cardamine enneaphyllos","Cardamine flexuosa","Cardamine heptaphylla","Cardamine hirsuta","Cardamine pentaphyllos","Cardamine trifolia","Carduus defloratus","Carex acuta","Carex alba","Carex digitata","Carex divulsa","Carex elongata","Carex ericetorum","Carex ferruginea","Carex flacca","Carex humilis","Carex montana","Carex muricata","Carex ornithopoda","Carex pairae","Carex pediformis","Carex pilosa","Carex pilulifera","Carex remota","Carex sempervirens","Carex spicata","Carex strigosa","Carex sylvatica","Carpinus betulus","Carpinus orientalis","Castanea sativa","Cephalanthera longifolia","Ceratocapnos claviculata","Ceterach officinarum","Chaerophyllum aromaticum","Chaerophyllum aureum","Chaerophyllum hirsutum","Chaerophyllum temulum","Chamaecytisus absinthioides","Chelidonium majus","Chrysosplenium alternifolium","Circaea alpina","Circaea lutetiana","Cirsium helenioides","Cirsium oleraceum","Cirsium palustre","Cistus creticus","Clematis alpina","Clematis flammula","Clematis recta","Clematis vitalba","Clinopodium grandiflorum","Clinopodium vulgare","Colutea arborescens","Convallaria majalis","Cornus mas","Cornus sanguinea","Coronilla coronata","Coronilla vaginalis","Corydalis cava","Corydalis intermedia","Corylus avellana","Cotinus coggygria","Cotoneaster integerrimus","Cotoneaster nebrodensis","Crataegus laevigata","Crataegus monogyna","Crepis paludosa","Crepis praemorsa","Crocus vernus","Cruciata glabra","Cruciata laevipes","Cyclamen purpurascens","Cypripedium calceolus","Cystopteris alpina","Cystopteris fragilis","Daboecia cantabrica","Dactylis glomerata","Dactylorhiza maculata","Danthonia decumbens","Daphne laureola","Daphne mezereum","Delphinium elatum","Deschampsia cespitosa","Deschampsia flexuosa","Digitalis grandiflora","Digitalis lutea","Digitalis purpurea","Diphasiastrum complanatum","Doronicum austriacum","Dryopteris carthusiana","Dryopteris dilatata","Dryopteris expansa","Elymus caninus","Epilobium angustifolium","Epilobium montanum","Epipactis atrorubens","Epipactis helleborine","Equisetum arvense","Equisetum pratense","Equisetum sylvaticum","Erica herbacea","Erica tetralix","Erica vagans","Erigeron annuus","Erigeron canadensis","Euonymus europaeus","Euonymus latifolius","Euonymus verrucosus","Eupatorium cannabinum","Euphorbia amygdaloides","Euphorbia cyparissias","Euphorbia dulcis","Euphorbia palustris","Fagus sylvatica","Fallopia convolvulus","Fallopia dumetorum","Festuca airoides","Festuca altissima","Festuca arundinacea","Festuca drymeja","Festuca gigantea","Festuca heterophylla","Festuca nigrescens","Festuca ovina","Festuca rubra","Filipendula ulmaria","Fragaria moschata","Fragaria vesca","Fragaria viridis","Frangula alnus","Fraxinus angustifolia","Fraxinus excelsior","Fraxinus ornus","Gagea lutea","Galanthus nivalis","Galeopsis bifida","Galeopsis speciosa","Galeopsis tetrahit","Galium album","Galium anisophyllon","Galium aparine","Galium boreale","Galium mollugo","Galium odoratum","Galium rotundifolium","Galium sylvaticum","Galium verum","Genista germanica","Genista pilosa","Genista radiata","Genista sagittalis","Genista tinctoria","Gentiana asclepiadea","Gentiana lutea","Geranium lucidum","Geranium macrorrhizum","Geranium nodosum","Geranium phaeum","Geranium robertianum","Geranium sanguineum","Geranium sylvaticum","Geum rivale","Geum urbanum","Glechoma hederacea","Glechoma hirsuta","Globularia nudicaulis","Goodyera repens","Gymnocarpium dryopteris","Hacquetia epipactis","Hedera helix","Helianthemum nummularium","Helleborus foetidus","Helleborus niger","Helleborus viridis","Hepatica nobilis","Heracleum sphondylium","Hieracium glaucinum","Hieracium murorum","Hieracium praealtum","Hieracium sabaudum","Hieracium umbellatum","Hippocrepis comosa","Hippocrepis emerus","Holcus lanatus","Holcus mollis","Homogyne alpina","Hordelymus europaeus","Huperzia selago","Hypericum androsaemum","Hypericum hirsutum","Hypericum maculatum","Hypericum montanum","Hypericum perforatum","Hypericum pulchrum","Ilex aquifolium","Impatiens parviflora","Inula conyza","Iris pseudacorus","Isopyrum thalictroides","Juglans regia","Juncus effusus","Juncus squarrosus","Juncus tenuis","Juniperus communis","Juniperus oxycedrus","Knautia dipsacifolia","Knautia drymeia","Laburnum alpinum","Lactuca perennis","Lamium album","Lamium galeobdolon","Lamium maculatum","Lapsana communis","Larix decidua","Larix kaempferi","Larix sibirica","Laserpitium latifolium","Laserpitium siler","Lathyrus laevigatus","Lathyrus montanus","Lathyrus niger","Lathyrus sylvestris","Lathyrus vernus","Ledum palustre","Leucanthemum adustum","Ligustrum vulgare","Lilium martagon","Linnaea borealis","Lonicera alpigena","Lonicera caerulea","Lonicera caprifolium","Lonicera etrusca","Lonicera nigra","Lonicera periclymenum","Lonicera xylosteum","Lotus corniculatus","Lunaria rediviva","Luzula congesta","Luzula forsteri","Luzula luzulina","Luzula luzuloides","Luzula multiflora","Luzula nivea","Luzula pilosa","Luzula sylvatica","Lycopodium annotinum","Lycopodium clavatum","Lycopus europaeus","Lysimachia nemorum","Lysimachia nummularia","Lysimachia vulgaris","Maianthemum bifolium","Malus sylvestris","Matteuccia struthiopteris","Melampyrum cristatum","Melampyrum pratense","Melampyrum sylvaticum","Melica ciliata","Melica nutans","Melica uniflora","Melissa officinalis","Melittis melissophyllum","Mentha aquatica","Mercurialis perennis","Milium effusum","Moehringia muscosa","Moehringia trinervia","Molinia caerulea","Moneses uniflora","Myosotis sylvatica","Oenanthe pimpinelloides","Omphalodes verna","Ophioglossum vulgatum","Origanum vulgare","Orthilia secunda","Ostrya carpinifolia","Oxalis acetosella","Paris quadrifolia","Persicaria bistorta","Persicaria hydropiper","Persicaria minor","Petasites albus","Peucedanum cervaria","Peucedanum oreoselinum","Peucedanum ostruthium","Phegopteris connectilis","Phillyrea latifolia","Physospermum cornubiense","Phyteuma betonicifolium","Phyteuma spicatum","Picea abies","Picea obovata","Pinus cembra","Pinus heldreichii","Pinus mugo","Pinus sylvestris","Piptatherum virescens","Pistacia lentiscus","Pistacia terebinthus","Platanthera bifolia","Poa alpina","Poa angustifolia","Poa chaixii","Poa glauca","Poa nemoralis","Poa trivialis","Polygala chamaebuxus","Polygonatum multiflorum","Polygonatum odoratum","Polygonatum verticillatum","Polypodium vulgare","Polystichum aculeatum","Polystichum lonchitis","Polystichum setiferum","Populus tremula","Potentilla erecta","Potentilla micrantha","Potentilla sterilis","Prenanthes purpurea","Primula elatior","Primula veris","Primula vulgaris","Prunella grandiflora","Prunella vulgaris","Prunus avium","Prunus mahaleb","Prunus padus","Prunus serotina","Prunus spinosa","Pseudotsuga menziesii","Pteridium aquilinum","Pulmonaria mollis","Pulmonaria obscura","Pulmonaria officinalis","Punica granatum","Pyrola chlorantha","Pyrola minor","Pyrola rotundifolia","Pyrus communis","Pyrus pyraster","Quercus cerris","Quercus coccifera","Quercus ilex","Quercus petraea","Quercus pubescens","Quercus pyrenaica","Quercus robur","Quercus rubra","Ranunculus carinthiacus","Ranunculus lanuginosus","Ranunculus platanifolius","Ranunculus repens","Ranunculus serpens","Rhamnus cathartica","Rhododendron ferrugineum","Rhododendron hirsutum","Rhodothamnus chamaecistus","Ribes alpinum","Ribes nigrum","Ribes rubrum","Robinia pseudoacacia","Rosa arvensis","Rosa canina","Rosa majalis","Rosa pendulina","Rubus caesius","Rubus idaeus","Rubus pedemontanus","Rubus plicatus","Rubus saxatilis","Rubus ulmifolius","Rubus vestitus","Rumex acetosa","Rumex acetosella","Rumex alpestris","Rumex sanguineus","Ruscus aculeatus","Salix appendiculata","Salix caprea","Salix cinerea","Salix waldsteiniana","Salvia glutinosa","Salvia tomentosa","Sambucus nigra","Sanguisorba officinalis","Sanicula europaea","Saponaria ocymoides","Saxifraga cuneifolia","Saxifraga hirsuta","Saxifraga rotundifolia","Scilla bifolia","Scilla vindobonensis","Scorzonera humilis","Scrophularia nodosa","Scutellaria galericulata","Sedum album","Sedum maximum","Sempervivum montanum","Senecio abrotanifolius","Senecio hercynicus","Senecio nemorensis","Senecio ovatus","Senecio sylvaticus","Senecio viscosus","Sesleria albicans","Sesleria caerulea","Silene dioica","Silene nutans","Silene vulgaris","Smilax aspera","Smyrnium perfoliatum","Solanum dulcamara","Soldanella alpina","Soldanella montana","Solidago virgaurea","Sorbus aria","Sorbus aucuparia","Sorbus chamaemespilus","Sorbus mougeotii","Sorbus torminalis","Spartium junceum","Spergula arvensis","Stachys officinalis","Stachys palustris","Stachys recta","Stachys sylvatica","Stellaria holostea","Stellaria nemorum","Stipa calamagrostis","Streptopus amplexifolius","Succisa pratensis","Symphytum officinale","Symphytum tuberosum","Syringa vulgaris","Tanacetum corymbosum","Taxus baccata","Telekia speciosa","Teucrium chamaedrys","Teucrium montanum","Teucrium scordium","Teucrium scorodonia","Thalictrum minus","Thesium alpinum","Thymus praecox","Tilia cordata","Tilia platyphyllos","Tilia tomentosa","Torilis japonica","Trifolium alpestre","Trifolium aureum","Trifolium lupinaster","Trifolium medium","Trifolium repens","Trifolium rubens","Trollius europaeus","Turritis glabra","Tussilago farfara","Ulex gallii","Ulmus glabra","Ulmus minor","Urtica dioica","Vaccinium myrtillus","Vaccinium uliginosum","Valeriana dioica","Valeriana montana","Valeriana officinalis","Valeriana tripteris","Veratrum album","Veratrum lobelianum","Veronica chamaedrys","Veronica montana","Veronica officinalis","Veronica serpyllifolia","Veronica urticifolia","Viburnum lantana","Viburnum opulus","Vicia dumetorum","Vicia oroboides","Vicia sepium","Vicia sylvatica","Vincetoxicum hirundinaria","Viola alba","Viola biflora","Viola canina","Viola collina","Viola hirta","Viola mirabilis","Viola odorata","Viola reichenbachiana","Viola riviniana","Viola selkirkii","Wahlenbergia hederacea"
1,0,0,0,0,0.0125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.0125,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01875,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0.2375,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855263157894737,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0.0197368421052632,0,0,0,0.0131578947368421,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855263157894737,0,0.0131578947368421,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0.0197368421052632,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345177664974619,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0.0152284263959391,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0.065989847715736,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0.0152284263959391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065989847715736,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152284263959391,0,0,0
4,0,0,0,0.0198019801980198,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376237623762376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128712871287129,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0.511278195488722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225563909774436,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0.0150375939849624,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150375939849624,0,0,0,0,0.0150375939849624,0,0,0,0,0,0.0150375939849624,0.0150375939849624,0,0,0,0,0,0.0150375939849624,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0.00892857142857143,0,0.0178571428571429,0.0178571428571429,0,0,0,0,0,0,0,0,0.116071428571429,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
